,D,eigen_values_obs,pos,vel,des_vel,normals,dists
146,"[[29.92798886 17.59995531  3.77311378]
 [17.59995531 29.27792388  3.70407603]
 [ 3.77311378  3.70407603 12.79408726]]",,[ 0.60786344 -0.25270079  0.27931501],[-0.10331099 -0.22538423 -0.02474542],[-0.17642273 -0.17319468 -0.03712982],"[[ 0.61898747]
 [-0.71829695]
 [ 0.31765391]]",[1.62731014]
147,"[[30.30071086 17.51920474  4.12153346]
 [17.51920474 28.77107175  3.94552917]
 [ 4.12153346  3.94552917 12.92821739]]",,[ 0.60691913 -0.2547778   0.27908992],[-0.10238565 -0.22404171 -0.02501077],[-0.17824721 -0.17063541 -0.04014335],"[[ 0.61269158]
 [-0.72472093]
 [ 0.31525959]]",[1.64710714]
148,"[[30.5316084  17.47948284  4.26439589]
 [17.47948284 28.48709133  4.02228631]
 [ 4.26439589  4.02228631 12.98130027]]",,[ 0.6057183  -0.25743989  0.27879484],[-0.09586328 -0.21427195 -0.02555703],[-0.17936814 -0.16918458 -0.04127525],"[[ 0.60160615]
 [-0.73122898]
 [ 0.32151861]]",[1.66694883]
149,"[[30.68057715 17.4539706   4.34692133]
 [17.4539706  28.30790565  4.0614932 ]
 [ 4.34692133  4.0614932  13.0115172 ]]",,[ 0.60499842 -0.2590613   0.27858101],[-0.08959651 -0.20056575 -0.0273499 ],[-0.18008764 -0.1682627  -0.04190592],"[[ 0.59500698]
 [-0.73692404]
 [ 0.32079535]]",[1.69082383]
150,"[[30.82204294 17.43021426  4.41722494]
 [17.43021426 28.14130677  4.09058557]
 [ 4.41722494  4.09058557 13.03665029]]",,[ 0.60410134 -0.2611166   0.27832677],[-0.09207391 -0.20872268 -0.02336087],[-0.18076824 -0.16740102 -0.04242334],"[[ 0.59238435]
 [-0.74318922]
 [ 0.31104754]]",[1.72523084]
151,"[[31.0056713  17.39897526  4.50158697]
 [17.39897526 27.92810562  4.12103309]
 [ 4.50158697  4.12103309 13.06622307]]",,[ 0.60296777 -0.26365901  0.27804716],[-0.10224903 -0.23173749 -0.025313  ],[-0.18164789 -0.1662918  -0.0430242 ],"[[ 0.58491516]
 [-0.75125457]
 [ 0.30576271]]",[1.75543238]
152,"[[31.14348484 17.37632864  4.55583641]
 [17.37632864 27.77230058  4.13528212]
 [ 4.55583641  4.13528212 13.08421458]]",,[ 0.60195986 -0.26586119  0.27780455],[-0.11048221 -0.24267564 -0.02456515],[-0.18230528 -0.16547648 -0.04338568],"[[ 0.5788109 ]
 [-0.75746417]
 [ 0.30203637]]",[1.77935972]
153,"[[31.25240308 17.37291372  4.54019331]
 [17.37291372 27.67690692  4.09696319]
 [ 4.54019331  4.09696319 13.07068999]]",,[ 0.60071805 -0.2685766   0.27750249],[-0.11250587 -0.24611839 -0.0260558 ],[-0.18282317 -0.16497531 -0.04311423],"[[ 0.56961431]
 [-0.76483426]
 [ 0.30094531]]",[1.80204316]
154,"[[31.68455125 17.24282135  4.88337988]
 [17.24282135 27.10397084  4.27763101]
 [ 4.88337988  4.27763101 13.21147791]]",,[ 0.59909277 -0.27216582  0.27713263],[-0.10547292 -0.23023776 -0.02483808],[-0.18486365 -0.16193261 -0.04586132],"[[ 0.55177808]
 [-0.77437226]
 [ 0.30965877]]",[1.83330068]
155,"[[31.77781477 17.22088722  4.9275164 ]
 [17.22088722 26.99452595  4.29047421]
 [ 4.9275164   4.29047421 13.22765928]]",,[ 0.59837369 -0.27372843  0.27693311],[-0.10102791 -0.21916737 -0.02962797],[-0.18530106 -0.16134486 -0.04616658],"[[ 0.55029689]
 [-0.77875101]
 [ 0.30119794]]",[1.86810519]
156,"[[31.77247227 17.25121369  4.82223684]
 [17.25121369 27.05144981  4.2073362 ]
 [ 4.82223684  4.2073362  13.17607793]]",,[ 0.59765263 -0.27526991  0.27672816],[-0.10451233 -0.22290079 -0.02834839],[-0.18527603 -0.16165083 -0.0451863 ],"[[ 0.54658593]
 [-0.78437508]
 [ 0.2932568 ]]",[1.89282144]
157,"[[31.97175773 17.19457464  4.94558131]
 [17.19457464 26.80357418  4.25787095]
 [ 4.94558131  4.25787095 13.2246681 ]]",,[ 0.59651172 -0.27767084  0.27645687],[-0.11515401 -0.2415243  -0.02395097],[-0.18620739 -0.16031422 -0.0461103 ],"[[ 0.5386584 ]
 [-0.79130039]
 [ 0.28929365]]",[1.92013528]
158,"[[32.15440435 17.1429011   5.04772065]
 [17.1429011  26.58138147  4.29348218]
 [ 5.04772065  4.29348218 13.26421418]]",,[ 0.59527563 -0.28022209  0.27619091],[-0.12391056 -0.25259574 -0.02830168],[-0.1870569  -0.15910656 -0.04684887],"[[ 0.5301923 ]
 [-0.79800933]
 [ 0.28649125]]",[1.95239118]
159,"[[32.36185367 17.07526237  5.18237998]
 [17.07526237 26.31915726  4.34589597]
 [ 5.18237998  4.34589597 13.31898906]]",,[ 0.59391684 -0.28302966  0.27590547],[-0.12269746 -0.25190804 -0.02530808],[-0.18801713 -0.15766943 -0.04785302],"[[ 0.52194498]
 [-0.80417017]
 [ 0.28440073]]",[1.98126164]
160,"[[32.61441829 16.974816    5.38706218]
 [16.974816   25.97780787  4.43594323]
 [ 5.38706218  4.43594323 13.40777385]]",,[ 0.59283982 -0.28527125  0.27568994],[-0.11881421 -0.24595407 -0.02355433],[-0.1891796  -0.15577878 -0.04943735],"[[ 0.51041259]
 [-0.81017352]
 [ 0.28826697]]",[2.00255328]
161,"[[32.75956904 16.92945734  5.45694539]
 [16.92945734 25.80599593  4.45014653]
 [ 5.45694539  4.45014653 13.43443503]]",,[ 0.59169368 -0.28762843  0.2754362 ],[-0.11381977 -0.22869624 -0.02992324],[-0.18984446 -0.15481842 -0.04990329],"[[ 0.50128834]
 [-0.81463754]
 [ 0.29167735]]",[2.03272772]
162,"[[32.90293257 16.88225922  5.52831856]
 [16.88225922 25.63496129  4.464948  ]
 [ 5.52831856  4.464948   13.46210614]]",,[ 0.59062035 -0.28978418  0.27514414],[-0.10764278 -0.21587541 -0.02785575],[-0.19049885 -0.15385645 -0.05038233],"[[ 0.49411394]
 [-0.82014843]
 [ 0.2884579 ]]",[2.07239549]
163,"[[32.9124341  16.90560103  5.45145683]
 [16.90560103 25.66647922  4.40695491]
 [ 5.45145683  4.40695491 13.42108668]]",,[ 0.58975027 -0.29151498  0.27492672],[-0.11037212 -0.21892547 -0.02436311],[-0.19054215 -0.15403417 -0.04967056],"[[ 0.49255917]
 [-0.82597634]
 [ 0.27413236]]",[2.11316444]
164,"[[33.00855929 16.89564803  5.43006894]
 [16.89564803 25.58793425  4.36700739]
 [ 5.43006894  4.36700739 13.40350646]]",,[ 0.58829434 -0.29434312  0.27461193],[-0.12630783 -0.24233257 -0.02579789],[-0.19097956 -0.1535909  -0.04936237],"[[ 0.48292318]
 [-0.83216205]
 [ 0.27256472]]",[2.13621333]
165,"[[33.26299908 16.77833228  5.6427301 ]
 [16.77833228 25.23954504  4.45259863]
 [ 5.6427301   4.45259863 13.49745588]]",,[ 0.58690635 -0.2970191   0.27430369],[-0.1246568  -0.24033427 -0.02865291],[-0.19213258 -0.15160911 -0.05098774],"[[ 0.4745943 ]
 [-0.83802787]
 [ 0.26920167]]",[2.16625623]
166,"[[33.59934864 16.61822098  5.90588021]
 [16.61822098 24.78581466  4.54389732]
 [ 5.90588021  4.54389732 13.61483671]]",,[ 0.58496796 -0.30081388  0.27389361],[-0.11969841 -0.23451425 -0.02279879],[-0.19364625 -0.14898857 -0.05294843],"[[ 0.45865976]
 [-0.8461907 ]
 [ 0.27127944]]",[2.21272051]
167,"[[33.70503231 16.57490283  5.96199059]
 [16.57490283 24.65731374  4.55283426]
 [ 5.96199059  4.55283426 13.63765395]]",,[ 0.58404625 -0.30258846  0.27367903],[-0.11392618 -0.21660727 -0.02656175],[-0.19411942 -0.14823799 -0.05332119],"[[ 0.45232316]
 [-0.85006508]
 [ 0.26980199]]",[2.24245292]
168,"[[33.80346254 16.5348666   6.01097823]
 [16.5348666  24.53937593  4.55848345]
 [ 6.01097823  4.55848345 13.65716153]]",,[ 0.5831733  -0.30424567  0.27345657],[-0.10778701 -0.20429493 -0.02622423],[-0.19455907 -0.14754576 -0.05363783],"[[ 0.44622768]
 [-0.85351991]
 [ 0.2690439 ]]",[2.26939621]
169,"[[33.87221648 16.51000718  6.03536265]
 [16.51000718 24.46240121  4.55572853]
 [ 6.03536265  4.55572853 13.66538231]]",,[ 0.58231571 -0.30586128  0.27322933],[-0.10929305 -0.20437358 -0.02916453],[-0.19486559 -0.14709219 -0.05377071],"[[ 0.44553031]
 [-0.8567091 ]
 [ 0.25990819]]",[2.30338962]
170,"[[34.06461337 16.42856953  6.13033615]
 [16.42856953 24.23216072  4.56444226]
 [ 6.13033615  4.56444226 13.70322592]]",,[ 0.58049372 -0.3092054   0.27282443],[-0.12532638 -0.22912209 -0.02601486],[-0.19572077 -0.14572711 -0.05437821],"[[ 0.43525384]
 [-0.86382276]
 [ 0.25370127]]",[2.3562334]
171,"[[34.18149603 16.38130425  6.17802249]
 [16.38130425 24.09779217  4.56254465]
 [ 6.17802249  4.56254465 13.7207118 ]]",,[ 0.57918865 -0.31156948  0.27254724],[-0.12875622 -0.23625871 -0.02489667],[-0.19623848 -0.1449245  -0.05465663],"[[ 0.42847179]
 [-0.86827354]
 [ 0.25002596]]",[2.39110029]
172,"[[34.34738006 16.30071321  6.27590914]
 [16.30071321 23.89012986  4.57779815]
 [ 6.27590914  4.57779815 13.76249007]]",,[ 0.57780018 -0.31411403  0.27226798],[-0.12472726 -0.22924656 -0.02337651],[-0.1969709  -0.14367528 -0.05531617],"[[ 0.41584314]
 [-0.87296963]
 [ 0.25494805]]",[2.4187014]
173,"[[34.41835671 16.26755129  6.3122816 ]
 [16.26755129 23.80430967  4.58041443]
 [ 6.3122816   4.58041443 13.77733361]]",,[ 0.57706784 -0.3154624   0.27213334],[-0.12092438 -0.22279742 -0.0219527 ],[-0.19728345 -0.14315584 -0.05554862],"[[ 0.41147175]
 [-0.87544826]
 [ 0.25353765]]",[2.43974133]
174,"[[34.55255673 16.20188768  6.38537884]
 [16.20188768 23.63953016  4.58729323]
 [ 6.38537884  4.58729323 13.80791311]]",,[ 0.5757497  -0.3178375   0.27184358],[-0.11743675 -0.21129623 -0.02744456],[-0.19787305 -0.14215315 -0.05602444],"[[ 0.4020286 ]
 [-0.88014434]
 [ 0.25242614]]",[2.47878747]
175,"[[34.60331494 16.1865704   6.38783454]
 [16.1865704  23.59144409  4.57442343]
 [ 6.38783454  4.57442343 13.80524097]]",,[ 0.57483236 -0.31945678  0.27160807],[-0.11357656 -0.20110368 -0.02719437],[-0.1980956  -0.14185921 -0.05598302],"[[ 0.40045975]
 [-0.88303328]
 [ 0.24471253]]",[2.51078497]
176,"[[34.68864924 16.14614367  6.42795557]
 [16.14614367 23.49023694  4.57438841]
 [ 6.42795557  4.57438841 13.82111382]]",,[ 0.57391536 -0.32108105  0.27138409],[-0.11416518 -0.20213055 -0.0262915 ],[-0.19846918 -0.14123855 -0.0562286 ],"[[ 0.39519281]
 [-0.88592063]
 [ 0.24283178]]",[2.53621575]
177,"[[34.80695432 16.09041559  6.48010158]
 [16.09041559 23.35186532  4.57174272]
 [ 6.48010158  4.57174272 13.84118036]]",,[ 0.57252016 -0.32351232  0.27110201],[-0.1304732  -0.22437727 -0.02863278],[-0.19898595 -0.14038554 -0.05653754],"[[ 0.38815413]
 [-0.8903042 ]
 [ 0.23810669]]",[2.57646857]
178,"[[34.94524243 16.01184072  6.57004827]
 [16.01184072 23.17351642  4.58476596]
 [ 6.57004827  4.58476596 13.88124115]]",,[ 0.57129544 -0.32559905  0.27084904],[-0.13535908 -0.22957098 -0.02841425],[-0.1995883  -0.13927838 -0.05714931],"[[ 0.37784687]
 [-0.89348891]
 [ 0.2427124 ]]",[2.59754013]
179,"[[35.05507416 15.95698629  6.61972914]
 [15.95698629 23.04422435  4.58167804]
 [ 6.61972914  4.58167804 13.90070149]]",,[ 0.56997948 -0.32787327  0.27057523],[-0.12755941 -0.22048719 -0.02710791],[-0.20006542 -0.13847022 -0.05744414],"[[ 0.36984993]
 [-0.89749767]
 [ 0.24022689]]",[2.63637173]
180,"[[35.19898237 15.88343979  6.6848278 ]
 [15.88343979 22.87477267  4.57684127]
 [ 6.6848278   4.57684127 13.92624495]]",,[ 0.56823743 -0.33094135  0.27021762],[-0.12319939 -0.21569713 -0.02735574],[-0.20068884 -0.13740383 -0.05782884],"[[ 0.35997014]
 [-0.90223683]
 [ 0.23746622]]",[2.68576438]
181,"[[35.26498421 15.85734305  6.69511858]
 [15.85734305 22.80831718  4.56337263]
 [ 6.69511858  4.56337263 13.92669861]]",,[ 0.56704299 -0.33303492  0.26993133],[-0.11846098 -0.2024503  -0.03174622],[-0.20097412 -0.13698336 -0.05783565],"[[ 0.35704957]
 [-0.90523737]
 [ 0.23034954]]",[2.72226448]
182,"[[35.39441007 15.78138606  6.77112946]
 [15.78138606 22.64579723  4.56766414]
 [ 6.77112946  4.56766414 13.9597927 ]]",,[ 0.56576296 -0.3352478   0.26961752],[-0.11782345 -0.20202128 -0.02701255],[-0.20153237 -0.13594957 -0.05833025],"[[ 0.35064849]
 [-0.9086409 ]
 [ 0.22675396]]",[2.75964129]
183,"[[35.51105075 15.71990452  6.82003824]
 [15.71990452 22.5106063   4.55999823]
 [ 6.82003824  4.55999823 13.97834295]]",,[ 0.56426639 -0.33778582  0.26930981],[-0.1327049  -0.22034491 -0.02564628],[-0.20203415 -0.13508361 -0.05860566],"[[ 0.34322291]
 [-0.91256288]
 [ 0.22232191]]",[2.8088018]
184,"[[35.65436066 15.63983024  6.88650243]
 [15.63983024 22.34076944  4.55322933]
 [ 6.88650243  4.55322933 14.0048699 ]]",,[ 0.56249447 -0.34070318  0.26894361],[-0.13780849 -0.22349535 -0.03030497],[-0.20264895 -0.13398778 -0.05899726],"[[ 0.33042225]
 [-0.91642383]
 [ 0.22580635]]",[2.8518081]
185,"[[35.76858718 15.57401928  6.94070065]
 [15.57401928 22.20464846  4.54779263]
 [ 6.94070065  4.54779263 14.02676436]]",,[ 0.56093808 -0.34328075  0.26861632],[-0.12691458 -0.20842617 -0.02617959],[-0.20313766 -0.13310298 -0.05931853],"[[ 0.32137214]
 [-0.91995411]
 [ 0.2245092 ]]",[2.89845574]
186,"[[35.85069709 15.5371416   6.95460814]
 [15.5371416  22.12141357  4.53046429]
 [ 6.95460814  4.53046429 14.02788934]]",,[ 0.55932673 -0.34596494  0.26828965],[-0.12189638 -0.20136188 -0.02462619],[-0.20315215 -0.1323401  -0.05923699],"[[ 0.31574333]
 [-0.92367239]
 [ 0.21710702]]",[2.94907627]
187,"[[35.95335219 15.47814879  6.99889332]
 [15.47814879 22.00165189  4.52253661]
 [ 6.99889332  4.52253661 14.04499593]]",,[ 0.55798108 -0.34815735  0.26798339],[-0.11966249 -0.19288705 -0.02914851],[-0.20321397 -0.13131256 -0.05937678],"[[ 0.30969975]
 [-0.92651391]
 [ 0.2136774 ]]",[2.98460478]
188,"[[36.08771695 15.39755013  7.06081811]
 [15.39755013 21.84254965  4.51347469]
 [ 7.06081811  4.51347469 14.06973341]]",,[ 0.55614048 -0.35113067  0.26759037],[-0.12805081 -0.20462907 -0.02446052],[-0.20319645 -0.12988892 -0.05956285],"[[ 0.30169277]
 [-0.93014759]
 [ 0.20930105]]",[3.03651836]
189,"[[36.21514493 15.31562743  7.12765949]
 [15.31562743 21.68684864  4.50811166]
 [ 7.12765949  4.50811166 14.09800643]]",,[ 0.55448315 -0.35373016  0.26728824],[-0.14188221 -0.2199638  -0.02565144],[-0.20319275 -0.12851562 -0.05980921],"[[ 0.28965502]
 [-0.93330567]
 [ 0.21222745]]",[3.07972422]
190,"[[36.30424038 15.26504885  7.15785141]
 [15.26504885 21.58769798  4.49571555]
 [ 7.15785141  4.49571555 14.10806164]]",,[ 0.55308392 -0.35589335  0.2670083 ],[-0.13701827 -0.2106073  -0.02699528],[-0.2031485  -0.12759386 -0.05982935],"[[ 0.28124887]
 [-0.93527158]
 [ 0.21486307]]",[3.11888533]
191,"[[36.3965795  15.20499388  7.20360546]
 [15.20499388 21.47640381  4.48959564]
 [ 7.20360546  4.48959564 14.12701668]]",,[ 0.55146724 -0.35841595  0.26669769],[-0.13424909 -0.20888633 -0.02566253],[-0.20280556 -0.12639711 -0.05988262],"[[ 0.27454282]
 [-0.93873086]
 [ 0.20835213]]",[3.17914222]
192,"[[36.45041501 15.18592239  7.1958257 ]
 [15.18592239 21.43183331  4.46925954]
 [ 7.1958257   4.46925954 14.11775168]]",,[ 0.54998153 -0.36072099  0.26641804],[-0.13567379 -0.21030451 -0.02391925],[-0.20250909 -0.12577649 -0.05959899],"[[ 0.27122337]
 [-0.94130945]
 [ 0.20093384]]",[3.22204888]
193,"[[36.55198048 15.12630201  7.22956011]
 [15.12630201 21.31920798  4.45408099]
 [ 7.22956011  4.45408099 14.12881154]]",,[ 0.54826891 -0.36333323  0.26605869],[-0.13046783 -0.19766736 -0.02630378],[-0.20246113 -0.12473487 -0.05961657],"[[ 0.26403996]
 [-0.94410546]
 [ 0.19735194]]",[3.26218162]
194,"[[36.69930994 15.0149874   7.32594019]
 [15.0149874  21.12777916  4.45352117]
 [ 7.32594019  4.45352117 14.1729109 ]]",,[ 0.54643652 -0.36613601  0.26572247],[-0.13618652 -0.20673532 -0.02366524],[-0.20259991 -0.12316276 -0.06009216],"[[ 0.25164737]
 [-0.94693974]
 [ 0.19994684]]",[3.30696223]
195,"[[36.78949549 14.95158275  7.37244357]
 [14.95158275 21.01792563  4.44662943]
 [ 7.37244357  4.44662943 14.19257888]]",,[ 0.54487202 -0.36848691  0.26544675],[-0.14121522 -0.21210184 -0.02372176],[-0.20248441 -0.12212683 -0.06021925],"[[ 0.24380792]
 [-0.94924802]
 [ 0.1987106 ]]",[3.35322705]
196,"[[36.87993373 14.89169597  7.40971679]
 [14.89169597 20.91331188  4.43502989]
 [ 7.40971679  4.43502989 14.20675439]]",,[ 0.54319069 -0.3709984   0.26512286],[-0.13735591 -0.20620771 -0.02693368],[-0.20231672 -0.12109514 -0.06025376],"[[ 0.23595681]
 [-0.95157332]
 [ 0.19705988]]",[3.40279311]
197,"[[36.93293366 14.86070332  7.42252839]
 [14.86070332 20.85738142  4.42402782]
 [ 7.42252839  4.42402782 14.20968492]]",,[ 0.54181706 -0.37306185  0.26488741],[-0.13730727 -0.20323144 -0.02236712],[-0.20202942 -0.120415   -0.06014411],"[[ 0.23311904]
 [-0.95368334]
 [ 0.19011471]]",[3.44707052]
198,"[[37.00475324 14.81267861  7.45103915]
 [14.81267861 20.77494953  4.41395471]
 [ 7.45103915  4.41395471 14.22029724]]",,[ 0.54056399 -0.37492829  0.2646727 ],[-0.13986535 -0.20729341 -0.02290454],[-0.20198494 -0.11965477 -0.06018846],"[[ 0.22729229]
 [-0.95544158]
 [ 0.18833375]]",[3.47909008]
199,"[[37.09990057 14.7485108   7.48818009]
 [14.7485108  20.66611285  4.39999771]
 [ 7.48818009  4.39999771 14.23398658]]",,[ 0.53882886 -0.37747877  0.26432615],[-0.12759491 -0.1889533  -0.02472149],[-0.20187948 -0.11862285 -0.06022772],"[[ 0.22029002]
 [-0.95774893]
 [ 0.18490348]]",[3.52685989]
200,"[[37.18556158 14.68650221  7.52823736]
 [14.68650221 20.56416667  4.38995471]
 [ 7.52823736  4.38995471 14.25027175]]",,[ 0.53755799 -0.37934998  0.26408709],[-0.12610335 -0.1855689  -0.02163981],[-0.20190777 -0.11773884 -0.06035242],"[[ 0.21153751]
 [-0.95911012]
 [ 0.18804164]]",[3.56215892]
201,"[[37.24250556 14.64796799  7.54871824]
 [14.64796799 20.50006611  4.38044404]
 [ 7.54871824  4.38044404 14.25742833]]",,[ 0.53606362 -0.38151094  0.2638266 ],[-0.13944146 -0.19824917 -0.02529552],[-0.20164578 -0.11701299 -0.06030175],"[[ 0.20866158]
 [-0.96096081]
 [ 0.18169941]]",[3.6110391]
202,"[[37.32506603 14.59257789  7.57628393]
 [14.59257789 20.40840175  4.36553703]
 [ 7.57628393  4.36553703 14.26653223]]",,[ 0.53435464 -0.38391352  0.26348876],[-0.1396393  -0.19394294 -0.02729866],[-0.2015072  -0.11611063 -0.06028319],"[[ 0.20140823]
 [-0.96295293]
 [ 0.17932198]]",[3.65723794]
203,"[[37.39535439 14.54359588  7.6021413 ]
 [14.54359588 20.32893204  4.35364946]
 [ 7.6021413   4.35364946 14.27571356]]",,[ 0.53295134 -0.3858894   0.26324363],[-0.1406515  -0.19460131 -0.02459417],[-0.20147249 -0.11538073 -0.06031112],"[[ 0.19643858]
 [-0.96445814]
 [ 0.17672683]]",[3.6971357]
204,"[[37.45949725 14.49948531  7.62370162]
 [14.49948531 20.25762866  4.34178839]
 [ 7.62370162  4.34178839 14.28287408]]",,[ 0.53154322 -0.38786041  0.26301413],[-0.14183119 -0.19551682 -0.0239658 ],[-0.20136632 -0.11468051 -0.060298  ],"[[ 0.19163651]
 [-0.96586073]
 [ 0.17432296]]",[3.73707801]
205,"[[37.53499955 14.44415244  7.65442631]
 [14.44415244 20.17049319  4.32981016]
 [ 7.65442631  4.32981016 14.29450727]]",,[ 0.52987652 -0.39015879  0.26270939],[-0.13793845 -0.18840955 -0.02571978],[-0.20117953 -0.11379941 -0.06030601],"[[ 0.18446617]
 [-0.96757484]
 [ 0.17254322]]",[3.78224731]
206,"[[37.64123785 14.36407266  7.69966887]
 [14.36407266 20.04667016  4.31330982]
 [ 7.69966887  4.31330982 14.31209199]]",,[ 0.5279513  -0.39286677  0.26235019],[-0.12964971 -0.18158121 -0.02468309],[-0.20110513 -0.11265793 -0.06038877],"[[ 0.17242905]
 [-0.96925026]
 [ 0.17556242]]",[3.83706686]
207,"[[37.68262023 14.33221161  7.71784016]
 [14.33221161 19.99810486  4.30694833]
 [ 7.71784016  4.30694833 14.31927491]]",,[ 0.52671992 -0.39458899  0.26214915],[-0.13868611 -0.19373297 -0.02042482],[-0.20088385 -0.11210343 -0.06036726],"[[ 0.17016585]
 [-0.97060059]
 [ 0.17022947]]",[3.87790692]
208,"[[37.71342608 14.31019695  7.72795713]
 [14.31019695 19.96400045  4.30081111]
 [ 7.72795713  4.30081111 14.32257348]]",,[ 0.52599237 -0.39559306  0.2620342 ],[-0.14230864 -0.19777631 -0.02428558],[-0.2008247  -0.11176422 -0.0603562 ],"[[ 0.16711969]
 [-0.97129725]
 [ 0.16927097]]",[3.8960799]
209,"[[37.83139661 14.22004142  7.77558032]
 [14.22004142 19.8280544   4.28041409]
 [ 7.77558032  4.28041409 14.34054899]]",,[ 0.52330356 -0.39925786  0.2615995 ],[-0.1510927  -0.20480364 -0.02457353],[-0.20064379 -0.1104533  -0.06039634],"[[ 0.15687883]
 [-0.97357127]
 [ 0.16597595]]",[3.96931702]
210,"[[37.89536242 14.16877312  7.80442954]
 [14.16877312 19.75251292  4.27023147]
 [ 7.80442954  4.27023147 14.35212466]]",,[ 0.52181266 -0.40128217  0.26138567],[-0.14870998 -0.20306779 -0.02084044],[-0.20055364 -0.1097339  -0.06044352],"[[ 0.15145142]
 [-0.9747354 ]
 [ 0.16417481]]",[4.00996117]
211,"[[37.97371326 14.10655587  7.8374089 ]
 [14.10655587 19.6613966   4.25656684]
 [ 7.8374089   4.25656684 14.36489014]]",,[ 0.52021632 -0.40344599  0.26114123],[-0.14201274 -0.1917333  -0.02333132],[-0.2005233  -0.108906   -0.06050668],"[[ 0.14269474]
 [-0.97557882]
 [ 0.16698557]]",[4.05402647]
212,"[[38.01674171 14.07575297  7.84888723]
 [14.07575297 19.61535875  4.24645787]
 [ 7.84888723  4.24645787 14.36789954]]",,[ 0.51888691 -0.4052554   0.26089842],[-0.12861964 -0.17789413 -0.01934619],[-0.20031301 -0.1083747  -0.06043164],"[[ 0.1410456 ]
 [-0.9767914 ]
 [ 0.16119768]]",[4.0983263]
213,"[[38.07913815 14.02859822  7.86930484]
 [14.02859822 19.54632178  4.23308912]
 [ 7.86930484  4.23308912 14.37454008]]",,[ 0.5174257  -0.40723947  0.26064833],[-0.13549717 -0.18152916 -0.02127673],[-0.20021199 -0.10769887 -0.06041339],"[[ 0.13568069]
 [-0.97787289]
 [ 0.15923364]]",[4.13986483]
214,"[[38.12990245 13.98994784  7.88581294]
 [13.98994784 19.49021704  4.22206367]
 [ 7.88581294  4.22206367 14.37988052]]",,[ 0.51625196 -0.40878926  0.26046971],[-0.15034717 -0.1945115  -0.02310442],[-0.20020818 -0.10719145 -0.06042136],"[[ 0.13199915]
 [-0.97866469]
 [ 0.15745367]]",[4.17259429]
215,"[[38.18879547 13.94546347  7.90364962]
 [13.94546347 19.42592196  4.20867226]
 [ 7.90364962  4.20867226 14.38528257]]",,[ 0.51469857 -0.41078094  0.26020646],[-0.15800099 -0.20057788 -0.02620281],[-0.20010237 -0.10655397 -0.06038991],"[[ 0.12759255]
 [-0.9796757 ]
 [ 0.15477616]]",[4.21556442]
216,"[[38.25093301 13.89239176  7.93243693]
 [13.89239176 19.35206436  4.19796589]
 [ 7.93243693  4.19796589 14.39700263]]",,[ 0.51303229 -0.41291966  0.25994875],[-0.14688095 -0.18729627 -0.02340345],[-0.19992947 -0.10580571 -0.06041415],"[[ 0.12116318]
 [-0.98070667]
 [ 0.15340764]]",[4.26098245]
217,"[[38.31873773 13.831425    7.96807913]
 [13.831425   19.2689017   4.18750664]
 [ 7.96807913  4.18750664 14.41236057]]",,[ 0.51129226 -0.41517735  0.25969873],[-0.14358784 -0.18608741 -0.02293403],[-0.19980206 -0.10500303 -0.06049069],"[[ 0.11392049]
 [-0.98171849]
 [ 0.15248253]]",[4.30911666]
218,"[[38.38152208 13.77731789  7.99597395]
 [13.77731789 19.19497865  4.17576645]
 [ 7.99597395  4.17576645 14.42349926]]",,[ 0.50974407 -0.4171686   0.25942784],[-0.1398673  -0.17809915 -0.02681278],[-0.19969953 -0.10428981 -0.06052692],"[[ 0.10761364]
 [-0.98258923]
 [ 0.15145201]]",[4.35280206]
219,"[[38.44365488 13.72607452  8.01870129]
 [13.72607452 19.12477616  4.16225715]
 [ 8.01870129  4.16225715 14.43156896]]",,[ 0.50814019 -0.41922662  0.25915004],[-0.13420778 -0.17282147 -0.0185946 ],[-0.19958757 -0.10359967 -0.06052239],"[[ 0.10190146]
 [-0.98344878]
 [ 0.14981522]]",[4.39933305]
220,"[[38.50554097 13.67527039  8.04007167]
 [13.67527039 19.05561983  4.14819506]
 [ 8.04007167  4.14819506 14.4388392 ]]",,[ 0.50642904 -0.42139774  0.25891568],[-0.15070794 -0.18710559 -0.02035046],[-0.1995216  -0.10294119 -0.06052199],"[[ 0.09709333]
 [-0.98430389]
 [ 0.14737276]]",[4.45026524]
221,"[[38.56317457 13.62432157  8.06535202]
 [13.62432157 18.98795009  4.1367401 ]
 [ 8.06535202  4.1367401  14.44887534]]",,[ 0.50468561 -0.4235503   0.25866935],[-0.16236476 -0.1981185  -0.02468627],[-0.19935676 -0.1022506  -0.06053051],"[[ 0.09161858]
 [-0.98509957]
 [ 0.14555021]]",[4.49779703]
222,"[[38.64874408 13.55273619  8.09460114]
 [13.55273619 18.89250712  4.11666657]
 [ 8.09460114  4.11666657 14.4587488 ]]",,[ 0.5026767  -0.42604954  0.2583931 ],[-0.15197768 -0.18757297 -0.02258832],[-0.199397   -0.10140722 -0.06056718],"[[ 0.08076577]
 [-0.98513174]
 [ 0.15163229]]",[4.54927999]
