,D,eigen_values_obs,pos,vel,des_vel,normals,dists
69,"[[16.2200348  11.41592298 -1.94660258]
 [11.41592298 42.88204332 -5.26589619]
 [-1.94660258 -5.26589619 12.89792189]]",,[ 0.65721044 -0.06000231  0.283287  ],[-0.02078085 -0.2609703   0.02127692],[-0.08559468 -0.23154839  0.03948281],"[[ 0.92568345]
 [-0.04316737]
 [ 0.37582805]]",[1.10866949]
70,"[[16.16148107 11.3381617  -1.98531691]
 [11.3381617  42.89138421 -5.40909443]
 [-1.98531691 -5.40909443 12.94713472]]",,[ 0.65696168 -0.06290225  0.28348488],[-0.02387873 -0.26216309  0.01553124],[-0.08499879 -0.23158341  0.04055035],"[[ 0.92615185]
 [-0.04163524]
 [ 0.37484564]]",[1.11473436]
71,"[[16.23693068 11.4367787  -1.94371188]
 [11.4367787  42.87138236 -5.24667602]
 [-1.94371188 -5.24667602 12.89168697]]",,[ 0.65674476 -0.06518897  0.28362197],[-0.02422037 -0.25143079  0.0152067 ],[-0.08576586 -0.23150842  0.03934549],"[[ 0.92275889]
 [-0.04094501]
 [ 0.38319647]]",[1.10423428]
72,"[[16.30612395 11.52142284 -1.93250476]
 [11.52142284 42.82660546 -5.17059071]
 [-1.93250476 -5.17059071 12.86727059]]",,[ 0.65650211 -0.067688    0.28376839],[-0.02421221 -0.24972431  0.01644803],[-0.08646334 -0.23134047  0.03880307],"[[ 0.9245404 ]
 [-0.04508228]
 [ 0.37840804]]",[1.11643967]
73,"[[16.26057171 11.46559097 -1.94121968]
 [11.46559097 42.85496159 -5.22400098]
 [-1.94121968 -5.22400098 12.88446671]]",,[ 0.65624776 -0.07022074  0.28393368],[-0.02641298 -0.25644004  0.01599572],[-0.0860048  -0.23144684  0.03918587],"[[ 0.92510865]
 [-0.04180984]
 [ 0.37739358]]",[1.11397748]
74,"[[16.12919913 11.29363554 -2.01362347]
 [11.29363554 42.88884786 -5.50739475]
 [-2.01362347 -5.50739475 12.98195301]]",,[ 0.65597681 -0.07285498  0.28411423],[-0.02846863 -0.26501427  0.01722621],[-0.08466846 -0.2315739   0.04128898],"[[ 0.92541257]
 [-0.0402391 ]
 [ 0.37681878]]",[1.11732373]
75,"[[15.96183974 11.06840488 -2.10249134]
 [11.06840488 42.92239836 -5.87384321]
 [-2.10249134 -5.87384321 13.1157619 ]]",,[ 0.65570211 -0.07551393  0.284292  ],[-0.0263923  -0.25964927  0.01924768],[-0.08293488 -0.23169963  0.04401235],"[[ 0.92460429]
 [-0.04003493]
 [ 0.37881936]]",[1.11082292]
76,"[[16.1038933  11.25808978 -2.03804639]
 [11.25808978 42.88398655 -5.59091272]
 [-2.03804639 -5.59091272 13.01212015]]",,[ 0.65541445 -0.0782354   0.28445934],[-0.0271979  -0.24288595  0.01198731],[-0.08440862 -0.23155568  0.04191841],"[[ 0.92023687]
 [-0.0402048 ]
 [ 0.38929124]]",[1.09555247]
77,"[[16.35794399 11.58384479 -1.9258369 ]
 [11.58384479 42.79100153 -5.11906435]
 [-1.9258369  -5.11906435 12.85105448]]",,[ 0.65515772 -0.08052538  0.28457832],[-0.02497329 -0.2235584   0.01270558],[-0.08698204 -0.23120683  0.03843859],"[[ 0.91696274]
 [-0.04523002]
 [ 0.39640078]]",[1.09282481]
78,"[[16.28943655 11.49717146 -1.95844283]
 [11.49717146 42.81639046 -5.24930319]
 [-1.95844283 -5.24930319 12.89417299]]",,[ 0.65488497 -0.08280121  0.28468312],[-0.02929242 -0.2283451   0.0079675 ],[-0.08629565 -0.23130214  0.0394003 ],"[[ 0.91971122]
 [-0.04015645]
 [ 0.39053647]]",[1.09808978]
79,"[[16.29613913 11.50396021 -1.96547619]
 [11.50396021 42.80465893 -5.26304183]
 [-1.96547619 -5.26304183 12.89920195]]",,[ 0.65459762 -0.08506285  0.28477543],[-0.03292614 -0.25466666  0.00922953],[-0.08636304 -0.2312581   0.03951094],"[[ 0.92232458]
 [-0.04284026]
 [ 0.38403396]]",[1.09846396]
80,"[[16.24487267 11.43891888 -1.98685859]
 [11.43891888 42.82515666 -5.35410978]
 [-1.98685859 -5.35410978 12.92997067]]",,[ 0.65412962 -0.08860286  0.28491305],[-0.03637833 -0.2766311   0.01237294],[-0.0858462  -0.23133503  0.04018124],"[[ 0.92279058]
 [-0.04276855]
 [ 0.38292089]]",[1.09176785]
81,"[[16.23888266 11.43138338 -1.9887493 ]
 [11.43138338 42.82805924 -5.36324251]
 [-1.9887493  -5.36324251 12.93305809]]",,[ 0.65387357 -0.09055271  0.28500185],[-0.0372068  -0.27836291  0.01077047],[-0.08578561 -0.23134592  0.04024789],"[[ 0.92289432]
 [-0.04283804]
 [ 0.38266301]]",[1.08771896]
82,"[[16.35237339 11.57522408 -1.93816286]
 [11.57522408 42.78453999 -5.15458289]
 [-1.93816286 -5.15458289 12.86308663]]",,[ 0.65352178 -0.09322278  0.28511609],[-0.03492423 -0.26144799  0.00918667],[-0.08692643 -0.23118257  0.03870936],"[[ 0.91680926]
 [-0.04523471]
 [ 0.39675509]]",[1.07917955]
83,"[[16.36612072 11.59056123 -1.94325147]
 [11.59056123 42.7689865  -5.15866982]
 [-1.94325147 -5.15866982 12.86489278]]",,[ 0.65291857 -0.097474    0.2852428 ],[-0.03485855 -0.23821019  0.00597167],[-0.0870636  -0.23112416  0.03874984],"[[ 0.91558157]
 [-0.04509153]
 [ 0.39959624]]",[1.0765645]
84,"[[15.89021559 10.96568863 -2.16047604]
 [10.96568863 42.90993916 -6.08992149]
 [-2.16047604 -6.08992149 13.19984525]]",,[ 0.65270675 -0.09888061  0.28526426],[-0.03498956 -0.23142249  0.00423701],[-0.08218179 -0.23165295  0.0456406 ],"[[ 0.92070969]
 [-0.04125883]
 [ 0.38806104]]",[1.0826431]
85,"[[16.07166123 11.21013709 -2.08187549]
 [11.21013709 42.86385788 -5.73183975]
 [-2.08187549 -5.73183975 13.06448089]]",,[ 0.65242483 -0.10074381  0.28530093],[-0.03588108 -0.23561798  0.00514553],[-0.08407649 -0.23148021  0.04298903],"[[ 0.92053993]
 [-0.04152089]
 [ 0.38843564]]",[1.06460157]
86,"[[15.99335841 11.10523327 -2.11843936]
 [11.10523327 42.88282929 -5.89122259]
 [-2.11843936 -5.89122259 13.12381231]]",,[ 0.65204538 -0.10322293  0.28536723],[-0.03942768 -0.25597043  0.00738535],[-0.08326412 -0.23155134  0.04417084],"[[ 0.92042404]
 [-0.03991016]
 [ 0.38887886]]",[1.06120503]
87,"[[16.02002848 11.13896622 -2.11750505]
 [11.13896622 42.86459941 -5.86732591]
 [-2.11750505 -5.86732591 13.11537211]]",,[ 0.65166388 -0.10566858  0.28543244],[-0.04317243 -0.27063467  0.00612096],[-0.0835417  -0.23148299  0.04400466],"[[ 0.91971327]
 [-0.04114173]
 [ 0.39042907]]",[1.05571464]
88,"[[16.38192291 11.60120741 -1.98996559]
 [11.60120741 42.71437268 -5.26846409]
 [-1.98996559 -5.26846409 12.9037044 ]]",,[ 0.6511794  -0.10866281  0.28548789],[-0.04428947 -0.26951947  0.00552047],[-0.08722101 -0.23091895  0.03960974],"[[ 0.91895083]
 [-0.05254205]
 [ 0.39085639]]",[1.04452737]
89,"[[16.53731829 11.7871621  -1.95422897]
 [11.7871621  42.62099272 -5.07674625]
 [-1.95422897 -5.07674625 12.84168899]]",,[ 0.65079763 -0.11094686  0.28551916],[-0.04253977 -0.25079535  0.00197437],[-0.08875409 -0.23056766  0.0382265 ],"[[ 0.91470085]
 [-0.06265987]
 [ 0.3992444 ]]",[1.03725854]
90,"[[16.63259074 11.89160776 -1.97535677]
 [11.89160776 42.52510858 -5.0706331 ]
 [-1.97535677 -5.0706331  12.84230069]]",,[ 0.65033277 -0.11360743  0.2855413 ],[-0.04174132 -0.23780446  0.00409726],[-0.08968106 -0.23020639  0.03824039],"[[ 0.91608583]
 [-0.0781478 ]
 [ 0.39329336]]",[1.04142628]
91,"[[16.9159542  12.21834286 -1.87612455]
 [12.21834286 42.3680417  -4.66300786]
 [-1.87612455 -4.66300786 12.7160041 ]]",,[ 0.64994764 -0.11578654  0.28555406],[-0.04123564 -0.23346854  0.00127542],[-0.09238313 -0.22961336  0.03525709],"[[ 0.91516636]
 [-0.09274925]
 [ 0.39226026]]",[1.03030239]
92,"[[17.0683947  12.38370495 -1.84863083]
 [12.38370495 42.25734133 -4.51679479]
 [-1.84863083 -4.51679479 12.67426397]]",,[ 0.64952091 -0.11822167  0.28557222],[-0.04136599 -0.2445889   0.00482868],[-0.09380456 -0.22919447  0.03421399],"[[ 0.91411354]
 [-0.10399806]
 [ 0.39189391]]",[1.03291608]
93,"[[17.29760874 12.62852938 -1.78030955]
 [12.62852938 42.10410206 -4.24393204]
 [-1.78030955 -4.24393204 12.5982892 ]]",,[ 0.64904418 -0.12091749  0.28561079],[-0.0446714  -0.24826015  0.00332109],[-0.09590223 -0.22861335  0.03222882],"[[ 0.91251575]
 [-0.11966827]
 [ 0.39114513]]",[1.02646343]
94,"[[17.4607526  12.80061103 -1.70635042]
 [12.80061103 42.00605501 -3.99987505]
 [-1.70635042 -3.99987505 12.5331924 ]]",,[ 0.64860891 -0.12327224  0.28564142],[-0.04953148 -0.26050077  0.00192982],[-0.09736772 -0.22824076  0.03042501],"[[ 0.90513414]
 [-0.12687433]
 [ 0.40575249]]",[1.02356786]
95,"[[17.7200082  13.05948018 -1.62842827]
 [13.05948018 41.81639481 -3.71790144]
 [-1.62842827 -3.71790144 12.463597  ]]",,[ 0.64805129 -0.12615481  0.28561376],[-0.05108689 -0.25926672 -0.00502808],[-0.09965224 -0.22751829  0.02836998],"[[ 0.90305141]
 [-0.14308964]
 [ 0.40499816]]",[1.03023956]
96,"[[17.92108185 13.25277728 -1.56959569]
 [13.25277728 41.66284036 -3.51312524]
 [-1.56959569 -3.51312524 12.41607779]]",,[ 0.64760762 -0.12840942  0.28557823],[-0.04898471 -0.24602058 -0.00413126],[-0.10138864 -0.22693168  0.0268767 ],"[[ 0.90123134]
 [-0.15560884]
 [ 0.40443535]]",[1.03346783]
97,"[[17.12016401 12.39950406 -2.0885698 ]
 [12.39950406 42.02788597 -5.05789067]
 [-2.0885698  -5.05789067 12.85195002]]",,[ 0.64704659 -0.13113466  0.28554233],[-0.05224894 -0.24896615 -0.00451204],[-0.09428241 -0.22832378  0.03845881],"[[ 0.9037666 ]
 [-0.17187067]
 [ 0.39200306]]",[1.03512307]
98,"[[17.47676301 12.77977899 -1.96106717]
 [12.77977899 41.82103672 -4.57606162]
 [-1.96106717 -4.57606162 12.70220027]]",,[ 0.64655886 -0.13344011  0.28552292],[-0.05326324 -0.25192964 -0.00225096],[-0.09751035 -0.227536    0.03491558],"[[ 0.90083027]
 [-0.18414523]
 [ 0.39318617]]",[1.01610561]
99,"[[17.90113738 13.20472883 -1.80351318]
 [13.20472883 41.54767061 -4.03564618]
 [-1.80351318 -4.03564618 12.55119202]]",,[ 0.64604652 -0.1359529   0.28550927],[-4.97196937e-02 -2.45191400e-01 -3.78445274e-05],[-0.10121774 -0.2264907   0.03093429],"[[ 0.89833803]
 [-0.19612443]
 [ 0.39309539]]",[1.01136228]
100,"[[18.69806423 13.93973248 -1.39646199]
 [13.93973248 41.01079104 -2.90625858]
 [-1.39646199 -2.90625858 12.29114473]]",,[ 0.64549495 -0.13871318  0.28553943],[-0.05120758 -0.2534288   0.00446157],[-0.10783591 -0.22442361  0.02248243],"[[ 0.89082419]
 [-0.20837487]
 [ 0.40374767]]",[1.00288126]
101,"[[19.09748817 14.26803843 -1.24832486]
 [14.26803843 40.68295318 -2.50950008]
 [-1.24832486 -2.50950008 12.21955866]]",,[ 0.64469679 -0.14233907  0.28550872],[-0.05752818 -0.25004408 -0.00547654],[-0.11100463 -0.22315195  0.01952379],"[[ 0.88638233]
 [-0.22863284]
 [ 0.40255855]]",[1.00972806]
102,"[[19.26955944 14.40332977 -1.18394967]
 [14.40332977 40.53761776 -2.34578419]
 [-1.18394967 -2.34578419 12.1928228 ]]",,[ 0.64430146 -0.14409695  0.28546846],[-0.0558481  -0.24745522 -0.00772565],[-0.11234217 -0.22258588  0.0182965 ],"[[ 0.88454211]
 [-0.23780045]
 [ 0.40129317]]",[1.01774359]
103,"[[19.25576021 14.38680144 -1.25747987]
 [14.38680144 40.52630872 -2.49334498]
 [-1.25747987 -2.49334498 12.21793108]]",,[ 0.6438577  -0.14609609  0.28544407],[-0.05511376 -0.24692837 -0.0024767 ],[-0.11223549 -0.22254177  0.01945129],"[[ 0.88528777]
 [-0.24754029]
 [ 0.39368688]]",[1.03116024]
104,"[[19.69039908 14.71892476 -1.03217382]
 [14.71892476 40.17106678 -1.97551371]
 [-1.03217382 -1.97551371 12.13853414]]",,[ 0.64327914 -0.14863283  0.28543376],[-0.05963807 -0.25654681 -0.00168152],[-0.1155482  -0.22115176  0.01550841],"[[ 0.88165653]
 [-0.26255367]
 [ 0.39210627]]",[1.02812452]
105,"[[19.97341609 14.92041781 -0.92127489]
 [14.92041781 39.92013676 -1.72395448]
 [-0.92127489 -1.72395448 12.10644715]]",,[ 0.64262148 -0.15142268  0.28540525],[-0.05831758 -0.24901415 -0.00229206],[-0.11765516 -0.22016462  0.01359427],"[[ 0.87833981]
 [-0.27856791]
 [ 0.38848308]]",[1.03317172]
106,"[[20.16791931 15.05375954 -0.8452886 ]
 [15.05375954 39.74460275 -1.5578963 ]
 [-0.8452886  -1.5578963  12.08747795]]",,[ 0.6421152  -0.15361294  0.28539283],[-0.05461959 -0.24005094  0.00104801],[-0.11908155 -0.21947144  0.01232361],"[[ 0.87535606]
 [-0.28820811]
 [ 0.38818533]]",[1.04007248]
107,"[[20.3997995  15.20854022 -0.73243076]
 [15.20854022 39.5363353  -1.32612721]
 [-0.73243076 -1.32612721 12.06386519]]",,[ 0.64153446 -0.15608075  0.28537703],[-0.05859115 -0.24460752 -0.0038148 ],[-0.12076003 -0.21864615  0.01052982],"[[ 0.8663044 ]
 [-0.29673919]
 [ 0.40182402]]",[1.04318263]
108,"[[20.47574254 15.25223077 -0.81115741]
 [15.25223077 39.44662694 -1.45969039]
 [-0.81115741 -1.45969039 12.07763052]]",,[ 0.64083396 -0.15886963  0.28532156],[-0.06255128 -0.24576586 -0.00350305],[-0.1213047  -0.2182897   0.01160927],"[[ 0.86263664]
 [-0.31374945]
 [ 0.39676102]]",[1.05313418]
109,"[[20.50192303 15.26429855 -0.88753787]
 [15.26429855 39.40542459 -1.59347984]
 [-0.88753787 -1.59347984 12.09265239]]",,[ 0.64025913 -0.16114431  0.28526474],[-0.06212616 -0.24420415 -0.00654323],[-0.12149191 -0.21812579  0.01268286],"[[ 0.86065193]
 [-0.32736425]
 [ 0.39001397]]",[1.0582287]
110,"[[20.76568542 15.4308479  -0.78509059]
 [15.4308479  39.16399866 -1.38204976]
 [-0.78509059 -1.38204976 12.07031592]]",,[ 0.63961745 -0.16369084  0.28523596],[-0.06597259 -0.25991416 -0.0033247 ],[-0.12336208 -0.21716289  0.01104881],"[[ 0.8560343 ]
 [-0.34009569]
 [ 0.38928164]]",[1.06542541]
111,"[[20.71727809 15.39477359 -0.91215133]
 [15.39477359 39.18727698 -1.61086558]
 [-0.91215133 -1.61086558 12.09544494]]",,[ 0.63894138 -0.16630993  0.28520786],[-0.06726737 -0.25835913 -0.00372685],[-0.12302099 -0.21725592  0.01287257],"[[ 0.85205424]
 [-0.35079464]
 [ 0.38851858]]",[1.0682426]
112,"[[20.98099209 15.55644382 -0.80904387]
 [15.55644382 38.94612599 -1.40138699]
 [-0.80904387 -1.40138699 12.07288192]]",,[ 0.63829284 -0.16879942  0.28516697],[-0.06463088 -0.24743035 -0.00242788],[-0.12486793 -0.21629024  0.01124861],"[[ 0.84727485]
 [-0.36310548]
 [ 0.38765931]]",[1.07628591]
113,"[[21.92449938 16.0863933  -0.11933302]
 [16.0863933  38.07406575 -0.19342415]
 [-0.11933302 -0.19342415 12.00143487]]",,[ 0.6377471  -0.17092499  0.28513038],[-0.06197129 -0.23787689 -0.00511409],[-0.13126322 -0.21276155  0.00157832],"[[ 0.83789342]
 [-0.37062598]
 [ 0.40071311]]",[1.07483843]
114,"[[2.22358022e+01 1.62393701e+01 9.57796657e-03]
 [1.62393701e+01 3.77641889e+01 1.51956966e-02]
 [9.57796657e-03 1.51956966e-02 1.20000090e+01]]",,[ 0.63701845 -0.1736232   0.28506113],[-0.06691656 -0.24313124 -0.00938076],[-1.33306001e-01 -2.11493486e-01 -1.24738677e-04],"[[ 0.83559305]
 [-0.38590396]
 [ 0.3909762 ]]",[1.09934274]
115,"[[22.55005693 16.38524578  0.14855656]
 [16.38524578 37.44785123  0.23072252]
 [ 0.14855656  0.23072252 12.00209184]]",,[ 0.636176   -0.17660955  0.28493699],[-0.07110051 -0.25388123 -0.01116127],[-0.13533688 -0.2101911  -0.00190569],"[[ 0.82943539]
 [-0.40042359]
 [ 0.38948412]]",[1.1099516]
116,"[[22.69534011 16.45043935  0.15807936]
 [16.45043935 37.30232344  0.24314092]
 [ 0.15807936  0.24314092 12.00233645]]",,[ 0.63546941 -0.17913591  0.28486382],[-0.06875376 -0.24667587 -0.00651682],[-0.13626555 -0.20958923 -0.00201403],"[[ 0.82675415]
 [-0.41431594]
 [ 0.38055207]]",[1.12604972]
117,"[[22.78426652 16.49005047  0.10689144]
 [16.49005047 37.214674    0.163446  ]
 [ 0.10689144  0.163446   12.00105949]]",,[ 0.63459222 -0.1822115   0.28478706],[-0.07301076 -0.25173607 -0.00797564],[-0.13683086 -0.2092259  -0.00135624],"[[ 0.82041562]
 [-0.42884039]
 [ 0.37817208]]",[1.13442532]
118,"[[23.32186769 16.71072338  0.392776  ]
 [16.71072338 36.6645062   0.57972511]
 [ 0.392776    0.57972511 12.01362611]]",,[ 0.63346374 -0.18605808  0.28463451],[-0.06872021 -0.23154724 -0.00887711],[-0.14019993 -0.20693072 -0.00486379],"[[ 0.80675159]
 [-0.44915694]
 [ 0.38393998]]",[1.13187748]
119,"[[23.52899938 16.78984999  0.47653781]
 [16.78984999 36.45130348  0.69398897]
 [ 0.47653781  0.69398897 12.01969714]]",,[ 0.63277232 -0.18840692  0.28454801],[-0.07207621 -0.24093691 -0.01209482],[-0.14147658 -0.20603441 -0.00584777],"[[ 0.80231099]
 [-0.45605535]
 [ 0.38511114]]",[1.14768787]
120,"[[24.18864083 17.01220118  0.90172924]
 [17.01220118 35.74464823  1.25858162]
 [ 0.90172924  1.25858162 12.06671094]]",,[ 0.63168681 -0.19185682  0.28437225],[-0.07861881 -0.24883704 -0.01268678],[-0.14546764 -0.20303534 -0.01076186],"[[ 0.79584801]
 [-0.47425204]
 [ 0.37644515]]",[1.17251163]
121,"[[24.50371304 17.10775444  1.05620442]
 [17.10775444 35.40706804  1.4451136 ]
 [ 1.05620442  1.4451136  12.08921892]]",,[ 0.6307189  -0.19485649  0.28421175],[-0.07978409 -0.24321635 -0.01036877],[-0.14733579 -0.20158688 -0.01244564],"[[ 0.78953324]
 [-0.48796789]
 [ 0.37218893]]",[1.19341697]
122,"[[24.73483963 17.17242811  1.17719968]
 [17.17242811 35.15634085  1.58740726]
 [ 1.17719968  1.58740726 12.10881952]]",,[ 0.63006513 -0.19686849  0.28412897],[-0.08006802 -0.24483659 -0.01018064],[-0.14869128 -0.20050432 -0.01374492],"[[ 0.7844561 ]
 [-0.49828045]
 [ 0.36924954]]",[1.20625462]
123,"[[24.81373942 17.19548602  1.19078192]
 [17.19548602 35.07560112  1.59797802]
 [ 1.19078192  1.59797802 12.11065947]]",,[ 0.62949712 -0.1985992   0.28405581],[-0.07932492 -0.24043135 -0.01169702],[-0.14915118 -0.20015446 -0.01386063],"[[ 0.78167488]
 [-0.50289375]
 [ 0.36889329]]",[1.21752042]
124,"[[25.2201821  17.29395679  1.43958309]
 [17.29395679 34.62305762  1.88318795]
 [ 1.43958309  1.88318795 12.15676028]]",,[ 0.62858913 -0.20135043  0.28389835],[-0.07215105 -0.22100108 -0.01243501],[-0.1514982  -0.19818209 -0.01649707],"[[ 0.76666333]
 [-0.51703835]
 [ 0.38065561]]",[1.21651819]
125,"[[25.4148041  17.3377861   1.5418015 ]
 [17.3377861  34.40799227  1.99268095]
 [ 1.5418015   1.99268095 12.17720362]]",,[ 0.62800285 -0.20313617  0.28379177],[-0.07305516 -0.22374855 -0.01190599],[-0.15260927 -0.19723784 -0.01753982],"[[ 0.76265933]
 [-0.52515027]
 [ 0.37758169]]",[1.23769249]
126,"[[25.47431499 17.35945715  1.47221694]
 [17.35945715 34.36482913  1.89671141]
 [ 1.47221694  1.89671141 12.16085588]]",,[ 0.62728856 -0.20525635  0.28365549],[-0.08379905 -0.24259794 -0.01857293],[-0.1529474  -0.19704778 -0.01671118],"[[ 0.75855443]
 [-0.53684344]
 [ 0.36931598]]",[1.25595289]
127,"[[25.50118928 17.37771015  1.33262603]
 [17.37771015 34.36727474  1.71525548]
 [ 1.33262603  1.71525548 12.13153598]]",,[ 0.62608119 -0.20865529  0.28340292],[-0.08700023 -0.23873349 -0.01760341],[-0.15309985 -0.19705856 -0.01511162],"[[ 0.75407911]
 [-0.54984664]
 [ 0.35921216]]",[1.28370171]
128,"[[25.83587354 17.44386329  1.54002733]
 [17.44386329 33.99271089  1.94162126]
 [ 1.54002733  1.94162126 12.17141557]]",,[ 0.62519782 -0.21108609  0.28324004],[-0.08561143 -0.23493098 -0.01483772],[-0.15498585 -0.19540161 -0.01725098],"[[ 0.74702618]
 [-0.56001035]
 [ 0.35824615]]",[1.29178934]
129,"[[26.33568715 17.51508041  1.94801683]
 [17.51508041 33.39960495  2.38005134]
 [ 1.94801683  2.38005134 12.26470789]]",,[ 0.62431984 -0.21349316  0.28308479],[-0.08832613 -0.23577165 -0.01629939],[-0.15776041 -0.19274878 -0.0214374 ],"[[ 0.74161841]
 [-0.56728599]
 [ 0.35803456]]",[1.30715927]
130,"[[26.84361998 17.57521497  2.26915931]
 [17.57521497 32.80949133  2.68674102]
 [ 2.26915931  2.68674102 12.3468887 ]]",,[ 0.62302103 -0.21699546  0.2827633 ],[-0.07767151 -0.20928105 -0.01900598],[-0.16053091 -0.19007259 -0.02454052],"[[ 0.72352573]
 [-0.5840943 ]
 [ 0.3678918 ]]",[1.31645313]
131,"[[26.98816381 17.59130256  2.33985407]
 [17.59130256 32.64655348  2.74623907]
 [ 2.33985407  2.74623907 12.36528271]]",,[ 0.62220958 -0.2191664   0.28257733],[-0.0869253  -0.22250913 -0.01842802],[-0.16131062 -0.18932699 -0.02518276],"[[ 0.72182158]
 [-0.589335  ]
 [ 0.36284689]]",[1.35571988]
132,"[[27.19141264 17.62125916  2.36707895]
 [17.62125916 32.43975643  2.74569012]
 [ 2.36707895  2.74569012 12.36883092]]",,[ 0.62110058 -0.221977    0.28233697],[-0.09296989 -0.23209195 -0.01999826],[-0.16240068 -0.18837645 -0.02530477],"[[ 0.71644444]
 [-0.60570116]
 [ 0.34616972]]",[1.39163493]
133,"[[27.04592629 17.6354026   2.0654355 ]
 [17.6354026  32.67054023  2.42090689]
 [ 2.0654355   2.42090689 12.28353348]]",,[ 0.6200035  -0.22460131  0.28208264],[-0.10202918 -0.24117902 -0.0221549 ],[-0.16162116 -0.18943694 -0.02218661],"[[ 0.70817359]
 [-0.61635671]
 [ 0.34437562]]",[1.39803457]
134,"[[27.23655056 17.65175708  2.18605106]
 [17.65175708 32.44980764  2.53257075]
 [ 2.18605106  2.53257075 12.31364181]]",,[ 0.61929142 -0.22627519  0.28193939],[-0.10265477 -0.23600118 -0.02212131],[-0.16264177 -0.18842276 -0.02333489],"[[ 0.70329168]
 [-0.62192374]
 [ 0.34437141]]",[1.39848463]
135,"[[27.61936214 17.67729596  2.41780289]
 [17.67729596 32.00637348  2.73636125]
 [ 2.41780289  2.73636125 12.37426438]]",,[ 0.61790974 -0.22948595  0.28167019],[-0.09329485 -0.21924068 -0.01932891],[-0.16467224 -0.18636869 -0.02549048],"[[ 0.69180191]
 [-0.63537402]
 [ 0.34308888]]",[1.40963483]
136,"[[28.13924988 17.6777721   2.83442811]
 [17.6777721  31.36295854  3.10462843]
 [ 2.83442811  3.10462843 12.49779158]]",,[ 0.61668145 -0.23237694  0.28138225],[-0.08414258 -0.19871578 -0.0204648 ],[-0.16739036 -0.18334734 -0.02939764],"[[ 0.68285162]
 [-0.64648226]
 [ 0.34025631]]",[1.4275156]
137,"[[28.26278234 17.67924548  2.90281831]
 [17.67924548 31.21908036  3.15564929]
 [ 2.90281831  3.15564929 12.5181373 ]]",,[ 0.61615241 -0.23364175  0.28126659],[-0.09091536 -0.20907542 -0.02150628],[-0.16802975 -0.18266488 -0.0299924 ],"[[ 0.67891633]
 [-0.6512649 ]
 [ 0.33900832]]",[1.43804583]
138,"[[28.69649532 17.6552791   3.2545346 ]
 [17.6552791  30.66912032  3.44142382]
 [ 3.2545346   3.44142382 12.63438436]]",,[ 0.61489407 -0.2365813   0.28099363],[-0.09909931 -0.22915428 -0.02055091],[-0.17025561 -0.18003241 -0.03318677],"[[ 0.67148152]
 [-0.66056523]
 [ 0.3358067 ]]",[1.46821672]
139,"[[28.84963782 17.64941742  3.34286277]
 [17.64941742 30.48715911  3.50153404]
 [ 3.34286277  3.50153404 12.66320307]]",,[ 0.61428864 -0.23796552  0.28086003],[-0.0991948  -0.22815768 -0.02050962],[-0.17103463 -0.1791529  -0.0339322 ],"[[ 0.66666472]
 [-0.66697256]
 [ 0.33272476]]",[1.49042561]
140,"[[29.02102893 17.64124131  3.43921806]
 [17.64124131 30.28405299  3.56453631]
 [ 3.43921806  3.56453631 12.69491809]]",,[ 0.61347727 -0.23981512  0.28069825],[-0.10303035 -0.233271   -0.02273204],[-0.17190229 -0.17816607 -0.03473406],"[[ 0.66080057]
 [-0.67377534]
 [ 0.33071043]]",[1.51239091]
141,"[[29.22674676 17.62905438  3.55225577]
 [17.62905438 30.04075736  3.63521395]
 [ 3.55225577  3.63521395 12.73249588]]",,[ 0.61239405 -0.24230039  0.28049055],[-0.09784818 -0.22096898 -0.01990893],[-0.17293798 -0.17697672 -0.03566082],"[[ 0.65322371]
 [-0.68158954]
 [ 0.32974913]]",[1.53271685]
142,"[[29.30627978 17.62572528  3.58504682]
 [17.62572528 29.95106722  3.6512209 ]
 [ 3.58504682  3.6512209  12.74265301]]",,[ 0.61159126 -0.24416707  0.280296  ],[-0.0871541  -0.20196146 -0.02168372],[-0.17333674 -0.17653625 -0.03590722],"[[ 0.64612443]
 [-0.68186179]
 [ 0.34291066]]",[1.54428787]
143,"[[29.61944446 17.59559603  3.77494076]
 [17.59559603 29.57177988  3.76983126]
 [ 3.77494076  3.76983126 12.80877565]]",,[ 0.61078426 -0.24606895  0.28004772],[-0.08139452 -0.19213308 -0.02624922],[-0.17489801 -0.17466128 -0.03747165],"[[ 0.63408348]
 [-0.69555696]
 [ 0.33784412]]",[1.57224297]
144,"[[29.29544531 17.67736953  3.3187662 ]
 [17.67736953 30.06772754  3.39205239]
 [ 3.3187662   3.39205239 12.63682715]]",,[ 0.6100017  -0.24790987  0.27983399],[-0.08963215 -0.20774459 -0.02238563],[-0.17328247 -0.17710896 -0.0332506 ],"[[ 0.63722858]
 [-0.69942892]
 [ 0.32363393]]",[1.59911252]
145,"[[29.51402963 17.6659862   3.41712811]
 [17.6659862  29.81926118  3.44677606]
 [ 3.41712811  3.44677606 12.66670919]]",,[ 0.60901838 -0.25015091  0.27959982],[-0.10052999 -0.22999376 -0.01931318],[-0.17437403 -0.17588694 -0.03402178],"[[ 0.62702921]
 [-0.7099779 ]
 [ 0.32057099]]",[1.609706]
