,D,pos,vel,des_vel,normals,dists,controller: [obstacle aware]
6064,"[[116.99106011 -56.41903897  29.41833672]
 [-56.41903897  71.53028065  -0.26592288]
 [ 29.41833672  -0.26592288  35.45705114]]",[ 0.58352143 -0.19906665  0.30305542],[0.04975613 0.14817983 0.0340385 ],[-0.00119956  0.18588903  0.12437197],"[[ 0.82646289]
 [-0.5276433 ]
 [ 0.19634573]]",[0.85610963],
6065,"[[ 1.17989645e+02 -5.60398921e+01  2.91077818e+01]
 [-5.60398921e+01  7.08885321e+01  2.54219212e-02]
 [ 2.91077818e+01  2.54219212e-02  3.49567736e+01]]",[ 0.58406753 -0.19734855  0.30336136],[0.04890163 0.16168356 0.02442903],[-0.00183417  0.18646344  0.1227661 ],"[[ 0.83059029]
 [-0.52228157]
 [ 0.19324008]]",[0.87195226],
6066,"[[121.30343663 -54.14664128  29.48482369]
 [-54.14664128  68.34743569   0.83743423]
 [ 29.48482369   0.83743423  34.70031582]]",[ 0.58559906 -0.19113065  0.30393338],[0.03172895 0.16114754 0.00864776],[-0.00345234  0.18977136  0.12176705],"[[ 0.84513432]
 [-0.49750301]
 [ 0.19554726]]",[0.86367444],
6067,"[[122.97750909 -53.4321792   30.21223191]
 [-53.4321792   66.99184712   4.86339511]
 [ 30.21223191   4.86339511  40.91423677]]",[ 0.58595938 -0.18900625  0.30396401],[0.02721104 0.16357477 0.00340677],[0.01185144 0.17548162 0.15227685],"[[ 0.85449538]
 [-0.48058889]
 [ 0.19715975]]",[0.85229636],
6068,"[[123.63155297 -53.23326969  30.52202789]
 [-53.23326969  66.02821399   6.75277793]
 [ 30.52202789   6.75277793  44.79751006]]",[ 0.58626177 -0.18698208  0.30403231],[0.02454969 0.15051455 0.00897858],[0.02054479 0.16821067 0.17026612],"[[ 0.85863272]
 [-0.47204056]
 [ 0.19981883]]",[0.83161286],
6069,"[[17.21186953  4.84576372  5.14875843]
 [ 4.84576372 35.37619976 20.58774996]
 [ 5.14875843 20.58774996 37.87505567]]",[ 0.58853245 -0.18064992  0.30588805],[0.06955666 0.13640332 0.07081407],[0.0162795  0.17475547 0.16666761],"[[ 0.87166774]
 [-0.44230025]
 [ 0.21110622]]",[0.81216615],
6070,"[[17.61604827  5.66488325  4.78193347]
 [ 5.66488325 35.85763846 16.76255306]
 [ 4.78193347 16.76255306 30.14987919]]",[ 0.58939054 -0.17913547  0.30681475],[0.07880018 0.13546611 0.08526681],[-0.00465694  0.19444745  0.12916107],"[[ 0.87547038]
 [-0.43222826]
 [ 0.21617203]]",[0.81384113],
6071,"[[17.716977    5.82381475  4.63205641]
 [ 5.82381475 35.75379875 15.71147336]
 [ 4.63205641 15.71147336 28.49635061]]",[ 0.59049166 -0.1772132   0.30800785],[0.07557213 0.1368614  0.08147284],[-0.0094329   0.19934221  0.120081  ],"[[ 0.87397305]
 [-0.43306018]
 [ 0.22052207]]",[0.82209034],
6072,"[[17.5682864   5.66399477  4.33527309]
 [ 5.66399477 36.45598095 15.65719378]
 [ 4.33527309 15.65719378 27.98415846]]",[ 0.59161168 -0.17492177  0.30925818],[0.06663426 0.14447824 0.07832183],[-0.01187028  0.2013803   0.11689966],"[[ 0.8793735 ]
 [-0.41799612]
 [ 0.22799449]]",[0.83875956],
6073,"[[17.39412379  5.42100792  4.0126127 ]
 [ 5.42100792 37.07942435 15.60292238]
 [ 4.0126127  15.60292238 27.54923317]]",[ 0.59241233 -0.17302208  0.31022201],[0.05943037 0.14539635 0.07106331],[-0.01495827  0.20246024  0.11388557],"[[ 0.88571922]
 [-0.40095554]
 [ 0.23395752]]",[0.8586972],
6074,"[[130.75048609 -39.70777661  35.69730171]
 [-39.70777661  56.58043496   2.78367767]
 [ 35.69730171   2.78367767  35.64086377]]",[ 0.59355935 -0.16959466  0.31149327],[0.04455945 0.14631098 0.04909499],[-0.02239961  0.20754759  0.10570507],"[[ 0.90024797]
 [-0.35074997]
 [ 0.25793033]]",[0.89318236],
6075,"[[134.04177124 -40.22906094  36.74554878]
 [-40.22906094  56.66589345   2.5982003 ]
 [ 36.74554878   2.5982003   35.92110737]]",[ 0.59391692 -0.1683087   0.31190457],[0.03911114 0.14563877 0.04417007],[-0.02315274  0.20828303  0.10520605],"[[ 0.90203554]
 [-0.34463668]
 [ 0.25991815]]",[0.89299839],
6076,"[[132.36074268 -44.34803014  34.48790838]
 [-44.34803014  58.54651442   8.4522587 ]
 [ 34.48790838   8.4522587   44.40933657]]",[ 0.59419962 -0.16689217  0.3122604 ],[0.02435299 0.14166533 0.03229104],[0.00709214 0.18345635 0.15887671],"[[ 0.89661866]
 [-0.37191435]
 [ 0.24032206]]",[0.87063206],
6077,"[[132.29776595 -45.92690941  33.14446563]
 [-45.92690941  53.72735759   9.10114796]
 [ 33.14446563   9.10114796  50.58090962]]",[ 0.59432799 -0.16543431  0.31245092],[0.01196223 0.15190687 0.01568045],[0.02982503 0.15316038 0.19532631],"[[ 0.89813931]
 [-0.36745949]
 [ 0.24149391]]",[0.83952505],
6078,"[[134.17846059 -40.89447226  35.74309529]
 [-40.89447226  57.07801311   3.22697428]
 [ 35.74309529   3.22697428  35.84311383]]",[ 0.59448987 -0.16335012  0.31273388],[0.01507315 0.14635805 0.023109  ],[-0.02038558  0.2099769   0.11136311],"[[ 0.90233219]
 [-0.35066891]
 [ 0.25065501]]",[0.84326757],
6079,"[[16.59698329  3.80624089  2.94992092]
 [ 3.80624089 40.26779758 18.80808017]
 [ 2.94992092 18.80808017 30.57667836]]",[ 0.595397   -0.16037142  0.31379437],[0.05757819 0.14021787 0.06738941],[-0.00978883  0.20029774  0.13319339],"[[ 0.90698597]
 [-0.33750405]
 [ 0.25192751]]",[0.84099349],
6080,"[[16.40227162  3.12529177  2.68350979]
 [ 3.12529177 40.28073047 20.84847836]
 [ 2.68350979 20.84847836 33.90139923]]",[ 0.59610149 -0.15879488  0.31458907],[0.06098183 0.14201321 0.06788712],[-0.00144389  0.19214175  0.15016596],"[[ 0.90842578]
 [-0.33343814]
 [ 0.25215394]]",[0.83466862],
6081,"[[16.45239262  3.33131459  2.70054739]
 [ 3.33131459 40.53102978 19.88620608]
 [ 2.70054739 19.88620608 32.12085575]]",[ 0.59691379 -0.15658324  0.31558484],[0.051888   0.1470075  0.06943731],[-0.00651039  0.19740089  0.14179306],"[[ 0.90907123]
 [-0.32982204]
 [ 0.25457204]]",[0.82446337],
6082,"[[16.56098482  3.73703823  2.40869662]
 [ 3.73703823 40.89453239 16.04569512]
 [ 2.40869662 16.04569512 26.34220398]]",[ 0.59756698 -0.15474054  0.31661822],[0.04802201 0.1398365  0.07642168],[-0.02635743  0.21346902  0.10808076],"[[ 0.90697634]
 [-0.31578552]
 [ 0.27869952]]",[0.82296995],
6083,"[[127.31202415 -33.32372314  35.28802663]
 [-33.32372314  53.62619279   4.88052696]
 [ 35.28802663   4.88052696  35.81414543]]",[ 0.59871969 -0.15049216  0.31819393],[0.03854613 0.1589581  0.05728022],[-0.02724523  0.21530248  0.1070707 ],"[[ 0.91276272]
 [-0.30518127]
 [ 0.27153012]]",[0.83872362],
6084,"[[136.91473099 -34.61286267  39.34645659]
 [-34.61286267  53.97551416   4.04255587]
 [ 39.34645659   4.04255587  37.15024879]]",[ 0.59918188 -0.14839905  0.31891532],[0.03357084 0.16057934 0.0546412 ],[-0.0299949   0.21722288  0.10401433],"[[ 0.91475737]
 [-0.28782288]
 [ 0.28350828]]",[0.84364411],
6085,"[[137.16519325 -35.66550846  38.17333444]
 [-35.66550846  54.61650553   6.31498233]
 [ 38.17333444   6.31498233  38.98226775]]",[ 0.59948875 -0.1462962   0.31942921],[0.0181864  0.16424435 0.03212272],[-0.0200306   0.21065251  0.12149891],"[[ 0.91594047]
 [-0.29359154]
 [ 0.27360021]]",[0.83278477],
6086,"[[137.88385897 -32.47394171  40.20717952]
 [-32.47394171  53.21234312   5.58682682]
 [ 40.20717952   5.58682682  38.56567101]]",[ 0.59953938 -0.14449349  0.31957637],[-0.00145796  0.16224859  0.00542103],[-0.02967234  0.21606542  0.10900885],"[[ 0.91914118]
 [-0.26422355]
 [ 0.29217359]]",[0.83284419],
6087,"[[139.39037801 -30.86140951  39.53815122]
 [-30.86140951  52.49158138   5.22218369]
 [ 39.53815122   5.22218369  36.60547598]]",[ 0.59947066 -0.14237155  0.3196744 ],[-0.00559135  0.15792048  0.00954345],[-0.03454348  0.22119713  0.10056402],"[[ 0.92472259]
 [-0.25157573]
 [ 0.28565325]]",[0.86191133],
6088,"[[140.49312636 -28.37224316  40.07490435]
 [-28.37224316  51.75899664   5.75956468]
 [ 40.07490435   5.75956468  36.47185776]]",[ 0.59951959 -0.13910229  0.31993589],[0.00548016 0.16643463 0.01082495],[-0.03788519  0.22367267  0.09713171],"[[ 0.92919504]
 [-0.22808718]
 [ 0.29081405]]",[0.88253534],
6089,"[[141.19409134 -26.93573262  40.20352089]
 [-26.93573262  51.39493994   6.22785259]
 [ 40.20352089   6.22785259  36.38853782]]",[ 0.59972999 -0.1361633   0.32013297],[0.01741247 0.17509027 0.01670658],[-0.03949397  0.22514655  0.09621201],"[[ 0.93198189]
 [-0.21438324]
 [ 0.2923176 ]]",[0.87856563],
6090,"[[141.71915542 -23.75975949  41.59450044]
 [-23.75975949  50.74949053   6.8243309 ]
 [ 41.59450044   6.8243309   36.88869647]]",[ 0.60002748 -0.13330898  0.32056168],[0.01702341 0.17090936 0.02509834],[-0.04420683  0.22702012  0.09149643],"[[ 0.934245  ]
 [-0.18409996]
 [ 0.30543983]]",[0.89331335],
6091,"[[142.51913612 -30.23476344  35.61958225]
 [-30.23476344  38.24330705  10.23174717]
 [ 35.61958225  10.23174717  49.42234814]]",[ 0.60021455 -0.13069375  0.32078569],[0.00870032 0.17450332 0.00939898],[0.02721694 0.14756696 0.19995807],"[[ 0.93633173]
 [-0.20878853]
 [ 0.2822946 ]]",[0.83993608],
6092,"[[144.16883446 -27.63938379  34.34885417]
 [-27.63938379  29.12512241   5.96925099]
 [ 34.34885417   5.96925099  50.17926878]]",[ 0.60021028 -0.12803801  0.32079502],[-0.00372518  0.17483441  0.00127365],[0.04454454 0.10352623 0.22315489],"[[ 0.94063714]
 [-0.18569413]
 [ 0.28411169]]",[0.80524871],
6093,"[[127.74708511 -23.5897062   32.57385228]
 [-23.5897062   44.24071202  15.27873562]
 [ 32.57385228  15.27873562  46.59687725]]",[ 0.60035903 -0.1250972   0.32117793],[0.0236438  0.17048013 0.03867983],[0.00211073 0.18050114 0.17295919],"[[ 0.93958899]
 [-0.18061158]
 [ 0.29077825]]",[0.76641084],
6094,"[[16.00741041  0.47642612  0.24148889]
 [ 0.47642612 46.63012949 15.52567267]
 [ 0.24148889 15.52567267 23.86958841]]",[ 0.60154853 -0.12189284  0.32245073],[0.0800364  0.17232619 0.08138188],[-0.04318291  0.22662733  0.09630829],"[[ 0.94216384]
 [-0.16307075]
 [ 0.29280578]]",[0.78046261],
6095,"[[16.0009445   0.17124999  0.08408661]
 [ 0.17124999 47.04981103 15.24597754]
 [ 0.08408661 15.24597754 23.48603046]]",[ 0.60317765 -0.11861441  0.32452774],[0.07471485 0.15945552 0.10438011],[-0.04524167  0.22746427  0.09334451],"[[ 0.94253061]
 [-0.15143783]
 [ 0.29782989]]",[0.79508102],
6096,"[[16.00479901 -0.38987902 -0.18275771]
 [-0.38987902 47.67439432 14.84752781]
 [-0.18275771 14.84752781 22.95985154]]",[ 0.60448526 -0.11544876  0.32662686],[0.0514793  0.14881985 0.08594676],[-0.04873903  0.22838633  0.08924233],"[[ 0.94362451]
 [-0.13090283]
 [ 0.30403493]]",[0.81814753],
6097,"[[16.01711918 -0.74025708 -0.3382867 ]
 [-0.74025708 48.00973432 14.6279821 ]
 [-0.3382867  14.6279821  22.68477464]]",[ 0.60510475 -0.11299954  0.32783009],[0.03261136 0.15358208 0.07128562],[-0.05075576  0.22886784  0.08685253],"[[ 0.9425536 ]
 [-0.1205705 ]
 [ 0.31153726]]",[0.82803682],
6098,"[[16.26780236 -2.97054577 -1.67530121]
 [-2.97054577 48.95020327 18.58295397]
 [-1.67530121 18.58295397 26.48024425]]",[ 0.60551927 -0.1102843   0.32883333],[0.02099327 0.1586688  0.05395397],[-0.0406635   0.21827511  0.11490193],"[[ 0.94493203]
 [-0.09194662]
 [ 0.31408482]]",[0.85978482],
6099,"[[16.13861449 -2.13925283 -0.99548733]
 [-2.13925283 49.01532627 15.36346637]
 [-0.99548733 15.36346637 23.14928869]]",[ 0.60573998 -0.10820247  0.32939224],[0.01486416 0.15822704 0.03685869],[-0.05220992  0.22695991  0.09090283],"[[ 0.94140096]
 [-0.09023554]
 [ 0.32499505]]",[0.84328399],
6100,"[[18.57921069 -2.5291282  -0.14969719]
 [-2.5291282  49.31849747 13.90438356]
 [-0.14969719 13.90438356 22.146195  ]]",[ 0.60606197 -0.10384271  0.33017921],[0.01244572 0.17631938 0.02864423],[-0.05853701  0.22945338  0.08015339],"[[ 0.94265348]
 [-0.07034054]
 [ 0.32627692]]",[0.84733586],
6101,"[[16.28531827 -3.08124001 -1.24500589]
 [-3.08124001 49.77112823 13.66309618]
 [-1.24500589 13.66309618 21.52841545]]",[ 0.60623902 -0.1012676   0.33054203],[0.0126395  0.1866257  0.02194086],[-0.06197298  0.22956082  0.07720866],"[[ 0.94020857]
 [-0.05049989]
 [ 0.33683469]]",[0.8553899],
6102,"[[16.33468165 -2.88301271 -1.16331702]
 [-2.88301271 49.81023642 14.02934   ]
 [-1.16331702 14.02934    21.83361964]]",[ 0.60643651 -0.09863197  0.33082746],[0.01391115 0.18700122 0.02058792],[-0.05923904  0.22919635  0.08037268],"[[ 0.94385773]
 [-0.05485482]
 [ 0.32576607]]",[0.84032047],
6103,"[[16.37235374 -3.58183064 -1.48372463]
 [-3.58183064 50.45516783 14.27258472]
 [-1.48372463 14.27258472 21.91222413]]",[ 0.6066661  -0.09577183  0.3312349 ],[0.01248413 0.17612672 0.02534896],[-0.05934397  0.22866109  0.0818071 ],"[[ 0.9445846 ]
 [-0.03692223]
 [ 0.32618505]]",[0.83600486],
6104,"[[16.48294777 -4.10552743 -1.59287387]
 [-4.10552743 50.90099073 13.54098278]
 [-1.59287387 13.54098278 21.2536679 ]]",[ 0.60692336 -0.09241858  0.33171336],[0.01512175 0.17166495 0.02647662],[-0.0631762   0.22952962  0.07632117],"[[ 0.94521342]
 [-0.01532962]
 [ 0.32609292]]",[0.83870857],
6105,"[[16.57343766 -4.48971076 -1.66555833]
 [-4.48971076 51.15203866 13.04043269]
 [-1.66555833 13.04043269 20.83763933]]",[ 0.60727203 -0.08906272  0.33226864],[0.01946321 0.15899279 0.03126255],[-0.0659539   0.22996116  0.07258064],"[[ 0.94460548]
 [-0.00110788]
 [ 0.32820612]]",[0.84320832],
6106,"[[16.50385778 -4.17170717 -1.57581315]
 [-4.17170717 50.53978752 13.04699707]
 [-1.57581315 13.04699707 20.92834916]]",[ 0.60763014 -0.08631621  0.33268936],[0.02200872 0.17544554 0.02581801],[-0.06696967  0.22976321  0.07227677],"[[ 0.93983136]
 [-0.0154061 ]
 [ 0.34129116]]",[0.86919896],
6107,"[[16.5541267  -4.3770778  -1.69101949]
 [-4.3770778  50.57478245 13.35745754]
 [-1.69101949 13.35745754 21.16045682]]",[ 0.60794118 -0.08390252  0.33296872],[0.02494668 0.18857246 0.02094962],[-0.06666777  0.2291195   0.07456314],"[[ 0.93949051]
 [-0.01331175]
 [ 0.3423162 ]]",[0.87402822],
6108,"[[16.5578743  -4.38929087 -1.69483992]
 [-4.38929087 50.53443625 13.33480577]
 [-1.69483992 13.33480577 21.14897778]]",[ 0.60829225 -0.08118792  0.33325256],[0.02438058 0.19367233 0.01781365],[-0.06699643  0.22908606  0.07437107],"[[ 0.93907443]
 [-0.01326423]
 [ 0.34345783]]",[0.87793832],
6109,"[[130.93249422 -45.24254725   8.14416212]
 [-45.24254725  87.4312416   -4.74242794]
 [  8.14416212  -4.74242794  16.62112739]]",[ 0.60864402 -0.07828941  0.33349497],[0.02302202 0.19340102 0.0148794 ],[1.02569740e-01 2.09022849e-01 1.21647265e-04],"[[ 0.84483728]
 [-0.53099246]
 [ 0.0655514 ]]",[0.63533021],
6110,"[[16.00162038 -0.24260838 -0.08526042]
 [-0.24260838 52.32412386 12.76547061]
 [-0.08526042 12.76547061 20.48619878]]",[ 0.60900815 -0.07479413  0.3336896 ],[0.01965765 0.1940374  0.01115994],[-0.03893043  0.23369886  0.07980768],"[[ 0.99826726]
 [-0.0134633 ]
 [ 0.05728191]]",[0.76957535],
6111,"[[16.07435163 -1.61894659 -0.58370488]
 [-1.61894659 51.25125027 12.70970075]
 [-0.58370488 12.70970075 20.58243302]]",[ 0.60929969 -0.07238649  0.33387599],[0.02407054 0.17784894 0.01713799],[-0.05226429  0.23205583  0.07693201],"[[ 0.98771505]
 [-0.01084346]
 [ 0.15588906]]",[0.78379922],
6112,"[[16.61446607 -4.62315057 -1.69436865]
 [-4.62315057 50.78389181 12.7481757 ]
 [-1.69436865 12.7481757  20.67216217]]",[ 0.60965874 -0.06975142  0.33414585],[0.02119571 0.17239619 0.01241157],[-0.06937919  0.22970075  0.07017187],"[[9.40602355e-01]
 [5.86951713e-04]
 [3.39509742e-01]]",[0.87627344],
6113,"[[17.03900633 -5.98833706 -2.17142841]
 [-5.98833706 50.51391953 12.515078  ]
 [-2.17142841 12.515078   20.53808722]]",[ 0.60993417 -0.06707879  0.33429165],[0.01716486 0.16528784 0.01488264],[-0.07711759  0.22853991  0.06574486],"[[0.90844907]
 [0.00606721]
 [0.41795153]]",[0.94836688],
6114,"[[17.05216171 -6.02700268 -2.20348649]
 [-6.02700268 50.52393376 12.62203213]
 [-2.20348649 12.62203213 20.6146449 ]]",[ 0.61019467 -0.06461094  0.33447592],[0.01673488 0.16328063 0.00884324],[-0.076875    0.22836945  0.06661552],"[[0.90880299]
 [0.00613177]
 [0.41718045]]",[0.95057848],
6115,"[[18.16366146 -7.2533018  -5.41218788]
 [-7.2533018  40.31544303 18.1434262 ]
 [-5.41218788 18.1434262  29.5380595 ]]",[ 0.61041406 -0.0623384   0.33455509],[0.01615672 0.17835768 0.0073308 ],[-0.01880554  0.19196913  0.15904152],"[[ 0.92638111]
 [-0.00463677]
 [ 0.3765588 ]]",[0.92668609],
6116,"[[17.72423399 -6.60186572 -4.91663733]
 [-6.60186572 41.27767756 18.8251592 ]
 [-4.91663733 18.8251592  30.019746  ]]",[ 0.61063844 -0.05952921  0.33464712],[0.01269696 0.18436344 0.00390719],[-0.016518    0.19391434  0.15692159],"[[ 0.94074535]
 [-0.00680098]
 [ 0.33904561]]",[0.89622377],
6117,"[[17.51551633 -6.72231227 -4.45571631]
 [-6.72231227 45.81787869 19.76403402]
 [-4.45571631 19.76403402 29.1000949 ]]",[ 0.61083431 -0.05704245  0.33474729],[0.01549986 0.18787005 0.01066613],[-0.02845861  0.2042267   0.14135615],"[[ 9.46636800e-01]
 [-2.14767634e-04]
 [ 3.22302223e-01]]",[0.88396322],
6118,"[[17.06838168 -6.18144507 -2.79577246]
 [-6.18144507 51.76461857 16.17578651]
 [-2.79577246 16.17578651 23.31605927]]",[ 0.61119463 -0.05328307  0.33506895],[0.01629555 0.19153529 0.01543906],[-0.05770003  0.22400301  0.09483332],"[[0.94405971]
 [0.01415381]
 [0.32947069]]",[0.86234193],
6119,"[[36.23077726 -4.19907168  6.59665622]
 [-4.19907168 48.61871812 13.11442532]
 [ 6.59665622 13.11442532 24.75865656]]",[ 0.61136536 -0.05116872  0.33525273],[0.0157308  0.19049145 0.02100798],[-0.06335376  0.22898075  0.0778082 ],"[[ 0.93124496]
 [-0.07927518]
 [ 0.35566596]]",[0.92127179],
6120,"[[16.56130554 -4.37595745 -1.64315701]
 [-4.37595745 50.11511584 12.81010893]
 [-1.64315701 12.81010893 20.81015194]]",[ 0.61157291 -0.04888605  0.33554981],[0.01580761 0.18762615 0.02567698],[-0.0709433   0.22910476  0.07055534],"[[ 0.93839381]
 [-0.00934396]
 [ 0.34544139]]",[0.92642935],
6121,"[[16.5621242  -4.37217279 -1.65168458]
 [-4.37217279 50.00653264 12.84671679]
 [-1.65168458 12.84671679 20.85313025]]",[ 0.61171197 -0.04703215  0.33576426],[0.01247734 0.18087807 0.01923971],[-0.07117367  0.22903738  0.07054211],"[[ 0.93560769]
 [-0.01298909]
 [ 0.35280239]]",[0.92825796],
6122,"[[16.73511642 -5.050306   -2.14019816]
 [-5.050306   50.69598831 14.70332496]
 [-2.14019816 14.70332496 22.23091531]]",[ 0.61188328 -0.04397258  0.33604071],[0.01053405 0.17974179 0.01807292],[-0.06380156  0.22658724  0.08418779],"[[ 0.9355844 ]
 [-0.01334715]
 [ 0.3528508 ]]",[0.92556601],
6123,"[[16.92103668 -5.6925869  -2.63647043]
 [-5.6925869  51.1837732  16.29504815]
 [-2.63647043 16.29504815 23.54690501]]",[ 0.61203167 -0.0413045   0.33626533],[0.00924868 0.17746205 0.01350909],[-0.05739317  0.22374103  0.09563458],"[[ 0.93733701]
 [-0.00965037]
 [ 0.34829039]]",[0.92186821],
6124,"[[17.3704862  -6.9809091  -3.66081672]
 [-6.9809091  51.5589803  18.64727185]
 [-3.66081672 18.64727185 25.77870413]]",[ 0.61216806 -0.03907844  0.33644522],[0.01167625 0.18753131 0.01647017],[-0.04911221  0.21804736  0.11199705],"[[9.36993023e-01]
 [7.50575309e-04]
 [3.49347265e-01]]",[0.91596995],
6125,"[[17.36798678 -6.97634607 -3.64008223]
 [-6.97634607 51.577394   18.563391  ]
 [-3.64008223 18.563391   25.68591138]]",[ 0.6123619  -0.03579702  0.33665902],[0.01042218 0.19728368 0.01117966],[-0.04947873  0.21827322  0.11139414],"[[9.36578525e-01]
 [7.93410771e-04]
 [3.50456898e-01]]",[0.9185593],
6126,"[[17.36683648 -6.97458665 -3.62766425]
 [-6.97458665 51.58937707 18.51096234]
 [-3.62766425 18.51096234 25.62803383]]",[ 0.61247001 -0.03363117  0.3367957 ],[0.00967871 0.19164978 0.01359411],[-0.04970854  0.21841357  0.1110161 ],"[[9.36300138e-01]
 [8.22103445e-04]
 [3.51199909e-01]]",[0.92006873],
6127,"[[17.28844037 -6.74972537 -3.41467817]
 [-6.74972537 51.35964381 17.88840242]
 [-3.41467817 17.88840242 25.04972185]]",[ 0.61260005 -0.03128218  0.33699092],[0.01008656 0.19526772 0.01553287],[-0.05315187  0.21965241  0.10690041],"[[9.35892981e-01]
 [4.30418561e-04]
 [3.52284179e-01]]",[0.91831513],
6128,"[[151.59454107 -26.97052765   8.6490459 ]
 [-26.97052765  67.01768158  -1.68917049]
 [  8.6490459   -1.68917049  16.55171013]]",[ 0.61275333 -0.0280807   0.33724817],[0.00883506 0.19789004 0.01590375],[0.0451255  0.24587471 0.0030524 ],"[[ 0.95832368]
 [-0.27908154]
 [ 0.06106731]]",[0.44864745],
6129,"[[153.66972095 -24.09181954   6.14735277]
 [-24.09181954  60.4504553   -9.30935675]
 [  6.14735277  -9.30935675  17.95942013]]",[ 0.6129236  -0.02414189  0.3375986 ],[0.00721129 0.19270273 0.01719055],[ 0.02082795  0.24410881 -0.04977033],"[[ 0.96907907]
 [-0.23991773]
 [ 0.05766486]]",[0.43636311],
6130,"[[154.6666809  -22.16588941   5.71771656]
 [-22.16588941  58.01079815 -12.605926  ]
 [  5.71771656 -12.605926    19.7894466 ]]",[ 0.61304645 -0.02094746  0.33784918],[0.00720274 0.18242903 0.01428885],[ 0.01778949  0.23855266 -0.07263718],"[[ 0.9739128 ]
 [-0.2190086 ]
 [ 0.05940611]]",[0.43378113],
6131,"[[155.09505814 -21.23965855   5.69320203]
 [-21.23965855  57.74104723 -12.42907604]
 [  5.69320203 -12.42907604  19.70406579]]",[ 0.61310569 -0.01928507  0.33794724],[0.00642419 0.18548215 0.01066225],[ 0.01583391  0.23893657 -0.07182342],"[[ 0.97601207]
 [-0.20979527]
 [ 0.05819267]]",[0.43402568],
6132,"[[155.44192812 -20.29806969   6.25835307]
 [-20.29806969  58.43226567 -10.6446329 ]
 [  6.25835307 -10.6446329   18.68081726]]",[ 0.61314509 -0.01779168  0.33799751],[0.00472642 0.18877801 0.00683178],[ 0.01386766  0.24238598 -0.05963827],"[[ 0.9777357 ]
 [-0.20152694]
 [ 0.05847894]]",[0.43220816],
6133,"[[155.90497064 -19.0612943    6.41517109]
 [-19.0612943   59.64910694  -9.30164966]
 [  6.41517109  -9.30164966  18.02427152]]",[ 0.61316676 -0.01586983  0.33801295],[0.00185733 0.19322763 0.00154578],[ 0.01649867  0.24441692 -0.04988147],"[[ 0.9798686 ]
 [-0.19138874]
 [ 0.05681433]]",[0.42804238],
6134,"[[156.83964278 -16.01070794   8.30851129]
 [-16.01070794  58.54081294  -7.45045042]
 [  8.30851129  -7.45045042  17.5295929 ]]",[ 0.61315571 -0.01393211  0.33798949],[-0.00139294  0.19726572 -0.00237156],[ 0.00529229  0.24684727 -0.03922263],"[[ 0.98487956]
 [-0.16025141]
 [ 0.06581597]]",[0.427739],
6135,"[[156.71314293 -16.84760257   6.66947305]
 [-16.84760257  59.7424401   -8.13745735]
 [  6.66947305  -8.13745735  17.60693583]]",[ 0.61312153 -0.01200219  0.33790772],[-0.00296573  0.18790124 -0.0091767 ],[ 0.01345947  0.2459236  -0.04290018],"[[ 0.983887  ]
 [-0.16986385]
 [ 0.05579111]]",[0.42840437],
6136,"[[157.52768671 -13.75545496   8.33438132]
 [-13.75545496  58.03168855  -7.54803066]
 [  8.33438132  -7.54803066  17.6064361 ]]",[ 0.61305609 -0.01009452  0.33778123],[-0.00805841  0.18962414 -0.01542001],[ 0.00114877  0.24664736 -0.0407892 ],"[[ 0.98826646]
 [-0.1381403 ]
 [ 0.06516641]]",[0.42410938],
6137,"[[157.8431502  -12.56673037   8.39503157]
 [-12.56673037  57.89190724  -7.39295914]
 [  8.39503157  -7.39295914  17.58105454]]",[ 0.61296665 -0.00816515  0.33764539],[-0.00885363  0.19535632 -0.01219264],[-0.00099039  0.24673244 -0.04027556],"[[ 0.98983748]
 [-0.12652212]
 [ 0.06491475]]",[0.42058308],
6138,"[[158.39202316 -10.18390812   8.45519494]
 [-10.18390812  57.51374523  -7.43231077]
 [  8.45519494  -7.43231077  17.64502598]]",[ 0.61276148 -0.00425622  0.33735908],[-0.01121834  0.19067488 -0.01689418],[-0.0054997   0.24646672 -0.04151997],"[[ 0.99256706]
 [-0.10329636]
 [ 0.06434674]]",[0.41888506],
6139,"[[158.63217071  -8.92125458   8.51879948]
 [ -8.92125458  57.36244946  -7.43207567]
 [  8.51879948  -7.43207567  17.67532105]]",[ 0.61262665 -0.00217356  0.33715908],[-0.01301694  0.18571468 -0.01834546],[-0.00789603  0.24631424 -0.04203509],"[[ 0.99377427]
 [-0.0910302 ]
 [ 0.06423557]]",[0.41824345],
6140,"[[158.83151293  -8.84096303   6.39578176]
 [ -8.84096303  57.47650655 -12.76517476]
 [  6.39578176 -12.76517476  20.02453319]]",[0.61239203 0.00077749 0.3368361 ],[-0.01589139  0.18511685 -0.02104258],[ 0.04492581  0.23573658 -0.07007095],"[[ 0.99426004]
 [-0.09244471]
 [ 0.05386046]]",[0.40775684],
6141,"[[159.16222974  -7.00393963   6.32251142]
 [ -7.00393963  54.69205561 -12.72256962]
 [  6.32251142 -12.72256962  20.29724753]]",[0.61212698 0.00383125 0.33650357],[-0.01693197  0.19050451 -0.02185495],[ 0.05139417  0.23319265 -0.07402587],"[[ 0.99602949]
 [-0.0724885 ]
 [ 0.05167864]]",[0.39114595],
