,D,pos,vel,des_vel,normals,dists,controller: [obstacle aware]
6533,"[[42.83539458  0.14913921 23.831456  ]
 [ 0.14913921 16.00082885  0.13244465]
 [23.831456    0.13244465 37.16377657]]",[ 0.39093612 -0.18538887  0.25032734],[-0.1293371  -0.0403061  -0.08750504],[-0.18692758 -0.00103886 -0.16600301],"[[-0.02200798]
 [-0.99927596]
 [ 0.03103562]]",[-0.41975244],
6534,"[[47.83582505  7.08115162 21.55126765]
 [ 7.08115162 17.57504033  4.7935869 ]
 [21.55126765  4.7935869  30.58913462]]",[ 0.38961226 -0.18574202  0.2494128 ],[-0.13070531 -0.03206864 -0.09010954],[-0.20359985 -0.04528613 -0.13782695],"[[-0.02604815]
 [-0.99884587]
 [ 0.04035361]]",[-0.40996033],
6535,"[[49.66491774 11.3389855  18.81533345]
 [11.3389855  19.81918629  6.33736268]
 [18.81533345  6.33736268 26.51589598]]",[ 0.38840281 -0.18602663  0.24857588],[-0.13259014 -0.03167141 -0.09117452],[-0.2081718  -0.07011623 -0.11634729],"[[-0.02668546]
 [-0.99884427]
 [ 0.03997517]]",[-0.42120896],
6536,"[[ 19.41464849   9.35388434  -8.04662357]
 [  9.35388434  41.62347268 -22.04244052]
 [ -8.04662357 -22.04244052  34.96187882]]",[ 0.38707144 -0.18633952  0.24763931],[-0.13137463 -0.02780763 -0.0939029 ],[-0.06667951 -0.18265787  0.15713035],"[[ 0.04530433]
 [-0.99780754]
 [ 0.04824554]]",[-0.29667379],
6537,"[[ 24.3036845   15.05954993 -10.14079069]
 [ 15.05954993  43.31197747 -18.39132299]
 [-10.14079069 -18.39132299  28.38433803]]",[ 0.38549979 -0.18673287  0.24654657],[-0.12731195 -0.03200371 -0.08864417],[-0.1039812  -0.18858014  0.12698598],"[[ 0.04229845]
 [-0.99790014]
 [ 0.04905256]]",[-0.35714706],
6538,"[[50.28405794 17.71575112 12.50561131]
 [17.71575112 25.15433752  6.4620792 ]
 [12.50561131  6.4620792  20.56160454]]",[ 0.38377579 -0.18751826  0.24549031],[-0.10390298 -0.06194518 -0.06000711],[-0.19210102 -0.0992652  -0.07007166],"[[ 0.04157451]
 [-0.99791303]
 [ 0.04940797]]",[-0.35952149],
6539,"[[42.82726223  2.27514008 23.72404531]
 [ 2.27514008 16.19294784  2.01196551]
 [23.72404531  2.01196551 36.97978993]]",[ 0.38265596 -0.18851903  0.24502364],[-0.09178753 -0.09134022 -0.03344418],[-0.18689925 -0.01585037 -0.16527987],"[[ 0.04086426]
 [-0.99793815]
 [ 0.04949295]]",[-0.3198935],
6540,"[[42.97038335  2.27307335 23.70674926]
 [ 2.27307335 16.19157542  1.99801312]
 [23.70674926  1.99801312 36.83804124]]",[ 0.38196053 -0.18925541  0.24479179],[-0.08636825 -0.089635   -0.02718947],[-0.18739714 -0.0157939  -0.16472057],"[[ 0.04077979]
 [-0.99795152]
 [ 0.04929273]]",[-0.26937832],
6541,"[[42.22849638  0.33799308 23.89392317]
 [ 0.33799308 16.00435554  0.30790864]
 [23.89392317  0.30790864 37.76714808]]",[ 0.38148804 -0.18972452  0.24464164],[-0.09221023 -0.09520844 -0.0272895 ],[-0.18480175 -0.00238144 -0.16835273],"[[-0.01349952]
 [-0.9994895 ]
 [ 0.02895685]]",[-0.35084266],
6542,"[[42.85378124  0.77528448 23.81711289]
 [ 0.77528448 16.02238292  0.68761408]
 [23.81711289  0.68761408 37.12383584]]",[ 0.38010653 -0.19080674  0.24406465],[-0.10989346 -0.08107595 -0.04813883],[-0.18699161 -0.00539856 -0.1658463 ],"[[-0.01418821]
 [-0.99872206]
 [ 0.04850717]]",[-0.17557061],
6543,"[[42.92046078  0.63576031 23.8131627 ]
 [ 0.63576031 16.01501427  0.56237758]
 [23.8131627   0.56237758 37.06452495]]",[ 0.37954374 -0.19115675  0.24377673],[-0.11151922 -0.06872623 -0.05796093],[-0.18722362 -0.00442152 -0.16561331],"[[-0.00880594]
 [-0.99928995]
 [ 0.0366339 ]]",[-0.15129435],
6544,"[[43.05230969  0.84582765 23.79008157]
 [ 0.84582765 16.02644596  0.7438296 ]
 [23.79008157  0.7438296  36.92124435]]",[ 0.3783615  -0.19181021  0.24310709],[-0.11780824 -0.06253493 -0.06969578],[-0.18768154 -0.00586812 -0.16504909],"[[-0.00856655]
 [-0.99928699]
 [ 0.03677131]]",[-0.11037044],
6545,"[[48.25775706  7.3200909  21.31257182]
 [ 7.3200909  17.66111148  4.83635495]
 [21.31257182  4.83635495 30.08113145]]",[ 0.37711762 -0.19236723  0.24233825],[-0.12359749 -0.05210819 -0.07700793],[-0.2049446  -0.04650705 -0.13540608],"[[-0.00848998]
 [-0.99926841]
 [ 0.03729041]]",[-0.0939167],
6546,"[[48.03646472  7.1778512  21.44513201]
 [ 7.1778512  17.60821577  4.80483623]
 [21.44513201  4.80483623 30.35531951]]",[ 0.3750235  -0.19311751  0.24101438],[-0.13560954 -0.04986626 -0.0843218 ],[-0.20188022 -0.04523178 -0.13513813],"[[-0.00854048]
 [-0.9992735 ]
 [ 0.03714196]]",[-0.06677797],
6547,"[[45.33666949  4.31156875 22.99848546]
 [ 4.31156875 16.63366515  3.38005482]
 [22.99848546  3.38005482 34.02966536]]",[ 0.37221029 -0.19418446  0.23928075],[-0.13532268 -0.05163128 -0.08401864],[-0.1954451  -0.02872429 -0.15321921],"[[-0.0269085 ]
 [-0.99883579]
 [ 0.04003751]]",[-0.07579944],
6548,"[[ 21.31939435  11.96771184  -9.15471714]
 [ 11.96771184  42.92526954 -20.59652086]
 [ -9.15471714 -20.59652086  31.75533611]]",[ 0.37112571 -0.19462224  0.23862706],[-0.13731727 -0.05373115 -0.08254183],[-0.08322436 -0.18724034  0.14322975],"[[ 0.04104217]
 [-0.99799923]
 [ 0.04809445]]",[0.01881081],
6549,"[[41.32993453  0.15580417 23.9626167 ]
 [ 0.15580417 16.00095835  0.14739381]
 [23.9626167   0.14739381 38.66910712]]",[ 0.37003628 -0.19505276  0.23799384],[-0.1360681  -0.05331712 -0.07851884],[-0.18160861 -0.00111707 -0.17180532],"[[-0.025421  ]
 [-0.99911979]
 [ 0.03336778]]",[-0.16099902],
6550,"[[ 27.21993872  17.77427452  -9.83591373]
 [ 17.77427452  44.15744743 -15.5817456 ]
 [ -9.83591373 -15.5817456   24.62261385]]",[ 0.36845056 -0.19578743  0.23714532],[-0.13204372 -0.06651774 -0.07071635],[-0.12015378 -0.19034385  0.10533232],"[[ 0.03132729]
 [-0.99707035]
 [ 0.06978053]]",[0.02399807],
6551,"[[39.97467213 23.73145592 -3.58013383]
 [23.73145592 39.49070708 -3.5438144 ]
 [-3.58013383 -3.5438144  16.53462079]]",[ 0.36553848 -0.19713402  0.23555713],[-0.12429113 -0.05705882 -0.06681428],[-0.13728919 -0.13589643  0.02050137],"[[ 0.02619693]
 [-0.99786127]
 [ 0.05988832]]",[0.01674119],
6552,"[[42.09884421  2.76808413 23.74726433]
 [ 2.76808413 16.29358732  2.5186719 ]
 [23.74726433  2.5186719  37.60756847]]",[ 0.36435779 -0.19780943  0.23498712],[-0.11391003 -0.06889935 -0.05384995],[-0.18316162 -0.01942641 -0.16665824],"[[ 0.0395474 ]
 [-0.99799827]
 [ 0.04935026]]",[0.02181489],
6553,"[[41.87213507  1.17729847 23.89788858]
 [ 1.17729847 16.05357237  1.08746138]
 [23.89788858  1.08746138 38.07429256]]",[ 0.36352785 -0.19837478  0.23461046],[-0.10181141 -0.07416196 -0.04343062],[-0.18354203 -0.00835199 -0.16953633],"[[-0.00905754]
 [-0.99928773]
 [ 0.03663332]]",[0.02111837],
6554,"[[42.7538133   1.45392613 23.7971135 ]
 [ 1.45392613 16.07901308  1.29324537]
 [23.7971135   1.29324537 37.16717362]]",[ 0.36280614 -0.19888332  0.23430117],[-0.10301525 -0.06918113 -0.04640173],[-0.18630187 -0.01012451 -0.1657127 ],"[[-0.01352151]
 [-0.99946954]
 [ 0.02962765]]",[0.04338248],
6555,"[[43.27095418  2.51456941 23.64271134]
 [ 2.51456941 16.23186058  2.18002048]
 [23.64271134  2.18002048 36.49718524]]",[ 0.36131874 -0.1996929   0.23360278],[-0.11487591 -0.05458341 -0.05667802],[-0.17970992 -0.01657049 -0.15580055],"[[-0.00790632]
 [-0.99930176]
 [ 0.03651692]]",[0.07076613],
6556,"[[43.09198612  2.73122428 23.64275863]
 [ 2.73122428 16.2753429   2.38349732]
 [23.64275863  2.38349732 36.63267098]]",[ 0.36048094 -0.20006379  0.23317362],[-0.11943283 -0.0522589  -0.06182186],[-0.17506166 -0.01764849 -0.15277361],"[[-0.0170807 ]
 [-0.99899983]
 [ 0.04132309]]",[0.07276629],
6557,"[[43.09723704  2.84623417 23.6285013 ]
 [ 2.84623417 16.29896218  2.4818858 ]
 [23.6285013   2.4818858  36.60380078]]",[ 0.35963514 -0.20039905  0.23270042],[-0.12213695 -0.05120742 -0.06781516],[-0.17251801 -0.01812091 -0.15043386],"[[-0.0170807 ]
 [-0.99899983]
 [ 0.04132309]]",[0.07606449],
6558,"[[49.09138244 18.51662591 12.2670832 ]
 [18.51662591 26.36116988  6.86417351]
 [12.2670832   6.86417351 20.54744768]]",[ 0.35816207 -0.2009552   0.23182348],[-0.12242971 -0.0439305  -0.07462115],[-0.14252773 -0.07975287 -0.05283549],"[[-0.01737553]
 [-0.99900036]
 [ 0.04118692]]",[0.07524841],
6559,"[[46.9359529  22.27459516  5.63337977]
 [22.27459516 32.03821907  4.05616256]
 [ 5.63337977  4.05616256 17.02582803]]",[ 0.35620889 -0.20160426  0.2306199 ],[-0.11865362 -0.03927691 -0.07040418],[-0.13381978 -0.09635331 -0.02436833],"[[-0.00914531]
 [-0.99929571]
 [ 0.03639303]]",[0.07458424],
6560,"[[48.75065009 15.83105836 15.77351305]
 [15.83105836 23.65244074  7.6246244 ]
 [15.77351305  7.6246244  23.59690917]]",[ 0.35505931 -0.20200179  0.22996158],[-0.11202421 -0.04050223 -0.06366745],[-0.13786812 -0.0666429  -0.06640065],"[[-0.0271424 ]
 [-0.99884961]
 [ 0.03953157]]",[0.06761675],
6561,"[[ 21.67778001  12.58632921  -9.04878842]
 [ 12.58632921  43.9009899  -20.05907762]
 [ -9.04878842 -20.05907762  30.42123008]]",[ 0.35393151 -0.20254258  0.22934836],[-0.10226391 -0.0517225  -0.05463113],[-0.08598222 -0.19060276  0.13703154],"[[ 0.04093547]
 [-0.99798937]
 [ 0.04838913]]",[0.08475811],
6562,"[[ 19.01616138   9.01850051  -7.37191735]
 [  9.01850051  42.9658487  -22.04246788]
 [ -7.37191735 -22.04246788  34.01798992]]",[ 0.35287484 -0.20317925  0.22881098],[-0.09494512 -0.06230696 -0.04534043],[-0.06266812 -0.18738138  0.15316959],"[[ 0.01597295]
 [-0.9968565 ]
 [ 0.07760138]]",[0.07776383],
6563,"[[38.70579794 23.72238921 -3.40195402]
 [23.72238921 40.78449564 -3.55426739]
 [-3.40195402 -3.55426739 16.50970643]]",[ 0.35200785 -0.20399897  0.22851134],[-0.08307021 -0.08737321 -0.02573914],[-0.11829835 -0.12359485  0.01772435],"[[ 0.01970608]
 [-0.99818632]
 [ 0.05688363]]",[0.06569746],
6564,"[[41.6334668   4.65113043 23.48826882]
 [ 4.65113043 16.84393634  4.26188945]
 [23.48826882  4.26188945 37.52259686]]",[ 0.35123834 -0.20523583  0.22846985],[-0.05819379 -0.1142609   0.00521711],[-0.14090161 -0.02556626 -0.12910992],"[[ 0.0066378 ]
 [-0.99711487]
 [ 0.07561658]]",[0.08570889],
6565,"[[41.8068351   5.2392297  23.35135583]
 [ 5.2392297  17.0636534   4.74072533]
 [23.35135583  4.74072533 37.1295115 ]]",[ 0.35084722 -0.20616479  0.22856816],[-0.04744953 -0.11537167  0.01360741],[-0.13877925 -0.02817457 -0.12557463],"[[ 0.00463081]
 [-0.99658571]
 [ 0.08243471]]",[0.10006385],
6566,"[[43.07641407  5.818591   23.07985432]
 [ 5.818591   17.25038719  4.95974955]
 [23.07985432  4.95974955 35.67319874]]",[ 0.3502371  -0.20739004  0.22866917],[-0.05875139 -0.10719463  0.00566928],[-0.14033591 -0.03015751 -0.11962191],"[[ 0.04013878]
 [-0.99799909]
 [ 0.04885381]]",[0.11242857],
6567,"[[42.95925449  4.28213152 23.4287465 ]
 [ 4.28213152 16.68016163  3.72135565]
 [23.4287465   3.72135565 36.36058388]]",[ 0.349369   -0.20858627  0.22858994],[-0.07642443 -0.09589543 -0.01282625],[-0.14005654 -0.02224618 -0.12171513],"[[-0.01346977]
 [-0.99949357]
 [ 0.02883012]]",[0.12457904],
6568,"[[43.35762481  5.06649377 23.21760101]
 [ 5.06649377 16.93828902  4.29978229]
 [23.21760101  4.29978229 35.70408616]]",[ 0.34789742 -0.21008971  0.22814244],[-0.08193037 -0.07404132 -0.02949831],[-0.13485968 -0.02497533 -0.11445139],"[[-0.02514571]
 [-0.99943002]
 [ 0.0225238 ]]",[0.16060099],
6569,"[[43.80967643  6.75335367 22.71296061]
 [ 6.75335367 17.63999699  5.5156577 ]
 [22.71296061  5.5156577  34.55032658]]",[ 0.34714761 -0.21068815  0.22782545],[-0.08433388 -0.06254392 -0.03771888],[-0.13225484 -0.03211701 -0.10801632],"[[-0.01684486]
 [-0.99899568]
 [ 0.04151969]]",[0.18987577],
6570,"[[40.7298092  23.98690869 -0.30917674]
 [23.98690869 39.26632541 -0.29988886]
 [-0.30917674 -0.29988886 16.00386539]]",[ 0.34639248 -0.21120776  0.22748999],[-0.08373175 -0.05833644 -0.03672332],[-0.11094852 -0.10761555  0.0013871 ],"[[-0.0077632 ]
 [-0.99923323]
 [ 0.03837559]]",[0.18744468],
6571,"[[ 31.18066195  21.06237875  -7.38887526]
 [ 21.06237875  45.22295485 -10.25168005]
 [ -7.38887526 -10.25168005  19.5963832 ]]",[ 0.34549723 -0.21184238  0.22709166],[-0.07866766 -0.0597571  -0.03334524],[-0.10096055 -0.14007751  0.04914047],"[[-0.00798524]
 [-0.9992461 ]
 [ 0.03799287]]",[0.18092463],
6572,"[[ 30.58091897  20.77030515  -7.47498069]
 [ 20.77030515  45.58699498 -10.64800032]
 [ -7.47498069 -10.64800032  19.83208606]]",[ 0.3447284  -0.2125175   0.22677174],[-0.07393435 -0.06979919 -0.02853819],[-0.09922627 -0.14134636  0.05086884],"[[-0.0110588 ]
 [-0.99880088]
 [ 0.04769167]]",[0.17991324],
6573,"[[44.01002688 23.33779665  3.90729217]
 [23.33779665 35.44492073  3.25553383]
 [ 3.90729217  3.25553383 16.54505239]]",[ 0.34378063 -0.21367907  0.22651065],[-0.06749269 -0.08877179 -0.01481262],[-0.1104368  -0.09201532 -0.01540551],"[[-0.0146822 ]
 [-0.99915408]
 [ 0.03841303]]",[0.17774809],
6574,"[[45.39094017  8.90568241 21.62467537]
 [ 8.90568241 18.69849072  6.55244405]
 [21.62467537  6.55244405 31.91056911]]",[ 0.34321457 -0.21452132  0.22646211],[-0.06503814 -0.09421465 -0.00617038],[-0.12270844 -0.03718161 -0.09028395],"[[-0.0161376 ]
 [-0.999192  ]
 [ 0.03680933]]",[0.184097],
6575,"[[44.34074708  7.86508794 22.25529839]
 [ 7.86508794 18.18270916  6.17626199]
 [22.25529839  6.17626199 33.47654376]]",[ 0.34279233 -0.21521477  0.22647902],[-0.05983377 -0.09945478  0.00340582],[-0.1217672  -0.03379268 -0.09562082],"[[-0.00722563]
 [-0.99913827]
 [ 0.0408719 ]]",[0.19631082],
6576,"[[46.61573439 13.27597834 18.86744438]
 [13.27597834 21.75689607  8.18153763]
 [18.86744438  8.18153763 27.62736954]]",[ 0.34219077 -0.21618529  0.22650662],[-0.06161943 -0.09940417  0.00413222],[-0.11630222 -0.05043243 -0.07167314],"[[-0.01064418]
 [-0.99907955]
 [ 0.04155421]]",[0.20350526],
6577,"[[44.06001575  8.03180374 22.24873931]
 [ 8.03180374 18.29899626  6.36840368]
 [22.24873931  6.36840368 33.64098799]]",[ 0.34150329 -0.21716501  0.22647608],[-0.07194906 -0.09735765 -0.00799503],[-0.11622899 -0.03326899 -0.09215777],"[[-0.02087818]
 [-0.99928407]
 [ 0.03155066]]",[0.21311081],
6578,"[[44.90096146  9.45425351 21.50808377]
 [ 9.45425351 19.09273135  7.03585162]
 [21.50808377  7.03585162 32.00630719]]",[ 0.34076652 -0.21812961  0.22639448],[-0.07281588 -0.09470009 -0.00812029],[-0.11706523 -0.03829507 -0.08711989],"[[-0.00402581]
 [-0.99921262]
 [ 0.03947068]]",[0.23392888],
6579,"[[45.23172274 10.33550537 21.01919137]
 [10.33550537 19.6543406   7.43178796]
 [21.01919137  7.43178796 31.11393666]]",[ 0.34002938 -0.21902386  0.22627649],[-0.07336211 -0.08565178 -0.01188001],[-0.11423217 -0.04038924 -0.08213912],"[[-0.0151824 ]
 [-0.99916305]
 [ 0.03798278]]",[0.23844396],
6580,"[[42.97757703 23.34294791  4.71601716]
 [23.34294791 36.19800431  4.08063863]
 [ 4.71601716  4.08063863 16.82441866]]",[ 0.33916281 -0.21997638  0.22611666],[-0.07194644 -0.07809904 -0.01287974],[-0.10327875 -0.08936423 -0.01805441],"[[ 5.50727457e-04]
 [-9.98683191e-01]
 [ 5.12989278e-02]]",[0.25378489],
6581,"[[43.83031821 22.75466209  6.59954663]
 [22.75466209 34.60469733  5.39593016]
 [ 6.59954663  5.39593016 17.56498447]]",[ 0.3384985  -0.22067547  0.22599577],[-0.06362623 -0.07156741 -0.01010538],[-0.10330564 -0.08446489 -0.0244974 ],"[[ 0.0014733 ]
 [-0.99861206]
 [ 0.05264774]]",[0.25610752],
6582,"[[45.35113462 14.46136109 18.39114988]
 [14.46136109 23.12514072  9.0613553 ]
 [18.39114988  9.0613553  27.52372466]]",[ 0.3378524  -0.2214464   0.22588426],[-0.05751941 -0.07266979 -0.01013887],[-0.10696583 -0.05270227 -0.0670238 ],"[[-0.00560042]
 [-0.99844819]
 [ 0.05540623]]",[0.26221043],
6583,"[[44.14686794 11.2778069  20.77533533]
 [11.2778069  20.51875955  8.3242022 ]
 [20.77533533  8.3242022  31.33437251]]",[ 0.33724877 -0.2223368   0.22581165],[-0.04946221 -0.07522337 -0.00612424],[-0.10634816 -0.04261128 -0.07849607],"[[-0.01085055]
 [-0.99878056]
 [ 0.0481629 ]]",[0.2715625],
6584,"[[44.16879345 11.52238567 20.63627364]
 [11.52238567 20.7132076   8.44122429]
 [20.63627364  8.44122429 31.11799894]]",[ 0.33693777 -0.22284377  0.22578655],[-0.04577646 -0.07114023 -0.00476274],[-0.10548005 -0.04314639 -0.07727399],"[[-0.01085055]
 [-0.99878056]
 [ 0.0481629 ]]",[0.2766477],
6585,"[[44.07594544 12.27850806 20.21447275]
 [12.27850806 21.36978391  8.84043485]
 [20.21447275  8.84043485 30.55427064]]",[ 0.33658413 -0.22338929  0.22575729],[-0.04223263 -0.06599206 -0.00179333],[-0.10403839 -0.04549931 -0.07490687],"[[-0.00525022]
 [-0.9984858 ]
 [ 0.05475898]]",[0.28838124],
6586,"[[44.53458588 12.28419293 20.11308368]
 [12.28419293 21.28836818  8.65872038]
 [20.11308368  8.65872038 30.17704595]]",[ 0.33612448 -0.22403126  0.22573218],[-0.04515227 -0.06517341 -0.00139697],[-0.10408465 -0.04480864 -0.07336582],"[[-0.00425965]
 [-0.99905403]
 [ 0.04327695]]",[0.29117895],
6587,"[[41.02379372 23.70605657  3.60204501]
 [23.70605657 38.45771063  3.4123636 ]
 [ 3.60204501  3.4123636  16.51849565]]",[ 0.33568968 -0.22461205  0.22569832],[-0.04853885 -0.06424125 -0.00431913],[-0.09459425 -0.08961298 -0.01361635],"[[-0.01047729]
 [-0.99859464]
 [ 0.0519516 ]]",[0.29415376],
6588,"[[ 18.39078654   8.20228882  -6.46253446]
 [  8.20228882  44.14033825 -22.17160475]
 [ -6.46253446 -22.17160475  33.46887521]]",[ 0.33498605 -0.22551623  0.22561893],[-0.05647802 -0.07121779 -0.00741001],[-0.05579429 -0.19141856  0.15081754],"[[ 0.02201989]
 [-0.99534315]
 [ 0.0938464 ]]",[0.29985858],
6589,"[[44.79923088 12.31865806 20.03042802]
 [12.31865806 21.2692149   8.56786748]
 [20.03042802  8.56786748 29.93155422]]",[ 0.33387381 -0.22707552  0.22558924],[-0.05452204 -0.08175824  0.00248191],[-0.0989688  -0.04233317 -0.06883474],"[[-0.01025964]
 [-0.99950856]
 [ 0.02962066]]",[0.28562828],
6590,"[[44.76361742 12.64734167 19.83312123]
 [12.64734167 21.56102693  8.72060899]
 [19.83312123  8.72060899 29.67535565]]",[ 0.33348007 -0.22774074  0.22565326],[-0.04881551 -0.08566187  0.00982737],[-0.09791991 -0.04305531 -0.06751784],"[[-0.01025964]
 [-0.99950856]
 [ 0.02962066]]",[0.2923365],
6591,"[[45.37487198 14.08732619 18.67238581]
 [14.08732619 22.75586805  8.95472804]
 [18.67238581  8.95472804 27.86925997]]",[ 0.33275786 -0.22912233  0.22585939],[-0.04610411 -0.08539209  0.01396613],[-0.09768519 -0.04684695 -0.06209442],"[[-0.01020911]
 [-0.99952067]
 [ 0.02922694]]",[0.32907601],
6592,"[[44.64615983 15.7955357  17.46179403]
 [15.7955357  24.70968219  9.62845954]
 [17.46179403  9.62845954 26.64415798]]",[ 0.33189946 -0.23049006  0.22594122],[-0.05047396 -0.07722427  0.00151198],[-0.09466476 -0.05219829 -0.05770465],"[[-0.00392079]
 [-0.99904168]
 [ 0.04359293]]",[0.36662703],
6593,"[[44.35109248 16.21333681 17.15213408]
 [16.21333681 25.2720339   9.80891044]
 [17.15213408  9.80891044 26.37687362]]",[ 0.33122119 -0.2314487   0.22591443],[-0.05046509 -0.07011493 -0.00279245],[-0.09328743 -0.05334893 -0.05643798],"[[-0.00405687]
 [-0.99904213]
 [ 0.04357011]]",[0.37889692],
6594,"[[41.84705592 22.84555729  7.11820881]
 [22.84555729 36.19260876  6.29160426]
 [ 7.11820881  6.29160426 17.96033532]]",[ 0.33065326 -0.2321747   0.22585881],[-0.051321   -0.06530232 -0.00398098],[-0.08836837 -0.07810656 -0.02433641],"[[-0.0037591 ]
 [-0.99903737]
 [ 0.04370586]]",[0.38220581],
6595,"[[41.73631553 22.88415239  7.02145126]
 [22.88415239 36.34807313  6.2433164 ]
 [ 7.02145126  6.2433164  17.91561134]]",[ 0.33045845 -0.23241623  0.22584306],[-0.04908478 -0.0608305  -0.00373434],[-0.08797071 -0.07822158 -0.02400041],"[[-0.0037591 ]
 [-0.99903737]
 [ 0.04370586]]",[0.38461921],
6596,"[[39.4285848  23.75360238  3.38228601]
 [23.75360238 40.08312883  3.42920743]
 [ 3.38228601  3.42920743 16.48828637]]",[ 0.33006534 -0.23293334  0.22582059],[-0.04311845 -0.05966411 -0.00103095],[-0.08575221 -0.08694182 -0.01237968],"[[-0.00367828]
 [-0.99902907]
 [ 0.04390192]]",[0.38445278],
6597,"[[41.81631635 22.53430909  8.05642034]
 [22.53430909 35.66954074  7.03221418]
 [ 8.05642034  7.03221418 18.51414291]]",[ 0.32962771 -0.23359144  0.22583511],[-0.03904866 -0.05871849  0.00141895],[-0.08611085 -0.07516365 -0.02687235],"[[-0.0037158 ]
 [-0.99902975]
 [ 0.04388334]]",[0.38756514],
6598,"[[44.55325593 16.94910352 16.37057575]
 [16.94910352 26.06092302  9.71751115]
 [16.37057575  9.71751115 25.38582104]]",[ 0.32897973 -0.23462877  0.2258979 ],[-0.04330446 -0.06417729  0.0025011 ],[-0.08958541 -0.05317756 -0.05136244],"[[-0.00838955]
 [-0.99953529]
 [ 0.02930579]]",[0.39309498],
6599,"[[44.51731199 17.55356416 15.73106092]
 [17.55356416 26.80493193  9.68310713]
 [15.73106092  9.68310713 24.67775608]]",[ 0.32845114 -0.23543614  0.22595458],[-0.04550659 -0.06928679  0.00606405],[-0.0882321  -0.05431044 -0.04867165],"[[-0.00985579]
 [-0.99950666]
 [ 0.02982103]]",[0.40656506],
6600,"[[45.65104227 17.74828389 15.13486506]
 [17.74828389 26.62362591  9.05930656]
 [15.13486506  9.05930656 23.72533182]]",[ 0.32772123 -0.23653367  0.22603531],[-0.04559177 -0.06848597  0.00362829],[-0.09030902 -0.05405645 -0.04609669],"[[-0.01442056]
 [-0.99973229]
 [ 0.01809399]]",[0.41699957],
6601,"[[45.76069123 18.08641403 14.68659471]
 [18.08641403 26.99162549  8.92545911]
 [14.68659471  8.92545911 23.24768328]]",[ 0.32739209 -0.23700918  0.22605458],[-0.04816143 -0.06909391  0.00217171],[-0.09023011 -0.05483539 -0.04452763],"[[-0.01456933]
 [-0.99974011]
 [ 0.01753393]]",[0.42632783],
6602,"[[45.59164105 18.44481559 14.30113031]
 [18.44481559 27.49686905  8.91406161]
 [14.30113031  8.91406161 22.9114899 ]]",[ 0.32685984 -0.23776111  0.22606369],[-4.92932541e-02 -6.82448656e-02  6.92881589e-05],[-0.08924011 -0.0556244  -0.04312821],"[[-0.01461463]
 [-0.99973729]
 [ 0.01765682]]",[0.43514064],
6603,"[[30.24620229 21.3563191  -4.9770538 ]
 [21.3563191  48.015014   -7.46104449]
 [-4.9770538  -7.46104449 17.73878371]]",[ 0.3263739  -0.23841956  0.22606013],[-0.04750727 -0.06480071  0.00014448],[-0.07607246 -0.11403935  0.02657668],"[[-0.01476978]
 [-0.99917402]
 [ 0.03785669]]",[0.44383865],
6604,"[[29.04760441 20.67024223 -5.36526952]
 [20.67024223 48.74615787 -8.49975345]
 [-5.36526952 -8.49975345 18.20623772]]",[ 0.32579924 -0.23921299  0.22606567],[-0.04218329 -0.05774685  0.0006568 ],[-0.07392088 -0.11710675  0.0303968 ],"[[-0.01495364]
 [-0.99915083]
 [ 0.03839277]]",[0.44141336],
6605,"[[42.56984092 19.61495752 13.58857458]
 [19.61495752 30.48057441 10.03164881]
 [13.58857458 10.03164881 22.94958466]]",[ 0.32521548 -0.24012451  0.22611668],[-0.03737487 -0.06222468  0.00473095],[-0.07974931 -0.05887424 -0.04078607],"[[-0.00806163]
 [-0.99954129]
 [ 0.02919275]]",[0.44595849],
6606,"[[41.3902498  20.42776905 12.52092078]
 [20.42776905 32.43519664 10.0737283 ]
 [12.52092078 10.0737283  22.17455356]]",[ 0.32483466 -0.2408612   0.2262025 ],[-0.03267432 -0.06740943  0.01006691],[-0.07748451 -0.0623403  -0.03821063],"[[-0.00378149]
 [-0.99903838]
 [ 0.04368091]]",[0.46223199],
6607,"[[41.43037342 20.19581499 12.8873228 ]
 [20.19581499 32.03873196 10.23461129]
 [12.8873228  10.23461129 22.53089462]]",[ 0.3245565  -0.24139112  0.22627239],[-0.03611214 -0.06377156  0.00758989],[-0.07748481 -0.06153543 -0.03926689],"[[-0.00383991]
 [-0.99904206]
 [ 0.04359157]]",[0.4673831],
6608,"[[41.27312613 20.26031875 12.80229019]
 [20.26031875 32.24177847 10.26301529]
 [12.80229019 10.26301529 22.4850954 ]]",[ 0.3241533  -0.24207173  0.22634623],[-0.03723042 -0.0576442   0.00484892],[-0.07688571 -0.06163579 -0.03894703],"[[-0.00380883]
 [-0.99904098]
 [ 0.04361888]]",[0.47420983],
6609,"[[42.29568957 20.25309493 12.67051519]
 [20.25309493 31.59905296  9.7589054 ]
 [12.67051519  9.7589054  22.10525747]]",[ 0.32378668 -0.24264029  0.22639427],[-0.0351267  -0.05578216  0.00487705],[-0.07841662 -0.06039694 -0.03778486],"[[-0.0081471 ]
 [-0.99953976]
 [ 0.02922133]]",[0.47645442],
