,D,pos,vel,des_vel,normals,dists,controller: [obstacle aware]
7858,"[[21.43647623 -0.25915335 -1.59034165]
 [-0.25915335 16.01235367  0.07581057]
 [-1.59034165  0.07581057 16.46522535]]",[ 0.32631599 -0.2747632   0.2491643 ],[-0.01706972 -0.01563519 -0.00282143],[-0.07635285 -0.1329667   0.02784573],"[[-0.03296598]
 [-0.9982065 ]
 [ 0.04997026]]",[0.65719426],
7859,"[[27.72706792 -0.18939541  6.59844501]
 [-0.18939541 16.00305879 -0.10656672]
 [ 6.59844501 -0.10656672 19.71273339]]",[ 0.32603887 -0.27511797  0.24917518],[-0.00972679 -0.01486293  0.00133766],[-0.07659772 -0.07803326 -0.04124237],"[[-0.02227344]
 [-0.99969259]
 [ 0.01089119]]",[0.62814042],
7860,"[[27.53023808 -0.35554026  8.18416179]
 [-0.35554026 16.01096325 -0.25236244]
 [ 8.18416179 -0.25236244 21.80911719]]",[ 0.32592091 -0.27541452  0.24925925],[-0.00762717 -0.01793683  0.00568828],[-0.07600309 -0.07144022 -0.04970521],"[[-0.0476121 ]
 [-0.99858476]
 [ 0.0236972 ]]",[0.64737177],
7861,"[[27.45968951 -0.35395604  8.10917464]
 [-0.35395604 16.01093266 -0.25046851]
 [ 8.10917464 -0.25046851 21.7382631 ]]",[ 0.32577562 -0.27575459  0.24936483],[-0.00840584 -0.01558683  0.00322617],[-0.07576265 -0.07168717 -0.04936353],"[[-0.0476121 ]
 [-0.99858476]
 [ 0.0236972 ]]",[0.65086189],
7862,"[[27.23123828 -0.45100712  7.72611291]
 [-0.45100712 16.01811086 -0.31025359]
 [ 7.72611291 -0.31025359 21.31489219]]",[ 0.32562575 -0.27596735  0.24938406],[-0.01089477 -0.01434081  0.00068198],[-0.07523634 -0.07184832 -0.04727175],"[[-0.05518955]
 [-0.99823446]
 [ 0.02195621]]",[0.66162063],
7863,"[[27.1556264  -0.44838653  7.65519807]
 [-0.44838653 16.01802234 -0.30769117]
 [ 7.65519807 -0.30769117 21.25313913]]",[ 0.32543498 -0.27616303  0.24935896],[-0.01264941 -0.01178097 -0.00241849],[-0.07488838 -0.07199917 -0.04690415],"[[-0.05518955]
 [-0.99823446]
 [ 0.02195621]]",[0.66367376],
7864,"[[26.91075527 -0.57608119  7.30140633]
 [-0.57608119 16.03041673 -0.38550978]
 [ 7.30140633 -0.38550978 20.88605354]]",[ 0.32525422 -0.27633746  0.24932851],[-0.01410826 -0.01348887 -0.00210252],[-0.0748402  -0.07202557 -0.04508718],"[[-0.06680062]
 [-0.99754287]
 [ 0.02111642]]",[0.67510911],
7865,"[[26.97217247 -0.58724515  7.11465691]
 [-0.58724515 16.03143014 -0.38078583]
 [ 7.11465691 -0.38078583 20.61333825]]",[ 0.32510786 -0.27650405  0.2493208 ],[-0.0121143  -0.01306196 -0.00072004],[-0.07521527 -0.07250101 -0.04386619],"[[-0.06688094]
 [-0.99754401]
 [ 0.02080582]]",[0.68336323],
7866,"[[23.92566076 -0.34579112  1.37097761]
 [-0.34579112 16.01508663 -0.05981481]
 [ 1.37097761 -0.05981481 16.23715116]]",[ 0.32493262 -0.27672611  0.24933582],[-0.0102602  -0.01234339  0.00050438],[-0.07355273 -0.10043891 -0.00945503],"[[-0.04760148]
 [-0.9985942 ]
 [ 0.02331779]]",[0.68416907],
7867,"[[19.56289001 -0.24766034 -2.58583633]
 [-0.24766034 16.01721514  0.17974428]
 [-2.58583633  0.17974428 17.87672072]]",[ 0.3246812  -0.27702802  0.24934212],[-0.00981657 -0.01058131 -0.0008886 ],[-0.07262661 -0.1546067   0.05691   ],"[[-0.03293585]
 [-0.99819485]
 [ 0.05022222]]",[0.68925318],
7868,"[[27.34883971 -0.59725291  7.7437947 ]
 [-0.59725291 16.0314315  -0.40753099]
 [ 7.7437947  -0.40753099 21.28391959]]",[ 0.32453208 -0.27722155  0.24934774],[-0.0094412  -0.01056766 -0.00110148],[-0.07685827 -0.07106625 -0.04745401],"[[-0.06678131]
 [-0.99754802]
 [ 0.02093314]]",[0.66237937],
7869,"[[27.302033   -0.59521363  7.69165069]
 [-0.59521363 16.03134651 -0.40507538]
 [ 7.69165069 -0.40507538 21.23458836]]",[ 0.32444306 -0.27746859  0.24942632],[-0.00420922 -0.01425347  0.0052487 ],[-0.07671095 -0.07124518 -0.04721377],"[[-0.06678131]
 [-0.99754802]
 [ 0.02093314]]",[0.66491968],
7870,"[[27.20443345 -0.35847415  7.40340676]
 [-0.35847415 16.01146901 -0.23686427]
 [ 7.40340676 -0.23686427 20.89185213]]",[ 0.32438626 -0.27763173  0.24949104],[-0.00662219 -0.0150457   0.00491619],[-0.07471128 -0.07340638 -0.04517784],"[[-0.047656  ]
 [-0.99858089]
 [ 0.0237719 ]]",[0.67674435],
7871,"[[26.64489569 -0.45206125  7.07092228]
 [-0.45206125 17.76992007 -0.41423317]
 [ 7.07092228 -0.41423317 20.70431017]]",[ 0.32417499 -0.27790317  0.24951173],[-0.00743883 -0.00840497 -0.00070472],[-0.07384279 -0.0726906  -0.0441151 ],"[[-0.06704212]
 [-0.9975379 ]
 [ 0.02057906]]",[0.6850567],
7872,"[[26.68571399  0.18549087  6.84461148]
 [ 0.18549087 27.20375275 -0.48673675]
 [ 6.84461148 -0.48673675 20.41697612]]",[ 0.32397688 -0.27806352  0.24945511],[-0.00931413 -0.00738016 -0.00234024],[-0.07230477 -0.07454821 -0.04235144],"[[-0.04784002]
 [-0.99858323]
 [ 0.02329959]]",[0.6938873],
7873,"[[24.87360295  0.8494194   3.2332164 ]
 [ 0.8494194  41.01685914 -0.71238214]
 [ 3.2332164  -0.71238214 17.21994329]]",[ 0.32390128 -0.27812997  0.24944526],[-6.41317185e-03 -6.61923438e-03  8.60483243e-05],[-0.07167658 -0.08998019 -0.02271004],"[[-0.04769621]
 [-0.99858876]
 [ 0.02335714]]",[0.69043256],
7874,"[[25.48144743 -0.42302669  4.53945667]
 [-0.42302669 16.01887387 -0.20253356]
 [ 4.53945667 -0.20253356 18.1733672 ]]",[ 0.32380042 -0.27826339  0.2494589 ],[-0.00723689 -0.01126622  0.00179693],[-0.07227374 -0.08357587 -0.03045835],"[[-0.05484296]
 [-0.99826302]
 [ 0.02152212]]",[0.68659899],
7875,"[[26.48308953 -0.55477908  6.90248029]
 [-0.55477908 16.02935965 -0.36528846]
 [ 6.90248029 -0.36528846 20.54486572]]",[ 0.32375134 -0.27834814  0.24947445],[-0.00804646 -0.01261735  0.00164881],[-0.07310918 -0.07309922 -0.04314727],"[[-0.06664055]
 [-0.99755535]
 [ 0.02103244]]",[0.68999336],
7876,"[[26.38039902 -0.54989572  6.80872355]
 [-0.54989572 16.02913041 -0.36068825]
 [ 6.80872355 -0.36068825 20.46598597]]",[ 0.32351433 -0.27867993  0.24950734],[-0.00918121 -0.01120702  0.00114248],[-0.07269573 -0.07334703 -0.04269002],"[[-0.06664055]
 [-0.99755535]
 [ 0.02103244]]",[0.69346804],
7877,"[[26.36806033 -0.54929679  6.79803557]
 [-0.54929679 16.02910158 -0.36015793]
 [ 6.79803557 -0.36015793 20.45727418]]",[ 0.32348432 -0.27871118  0.2495053 ],[-0.00906933 -0.00961148 -0.00046004],[-0.07264187 -0.0733713  -0.0426364 ],"[[-0.06664055]
 [-0.99755535]
 [ 0.02103244]]",[0.6937994],
7878,"[[25.83051927 -0.34447873  5.1210654 ]
 [-0.34447873 16.01207114 -0.17945116]
 [ 5.1210654  -0.17945116 18.66774421]]",[ 0.32337251 -0.27883863  0.24949957],[-0.01030303 -0.01178511 -0.00044993],[-0.07182482 -0.08152742 -0.03330426],"[[-0.04757422]
 [-0.99857564]
 [ 0.02415341]]",[0.69912952],
7879,"[[26.3359126  -0.54872745  6.70745609]
 [-0.54872745 16.02913161 -0.35609485]
 [ 6.70745609 -0.35609485 20.35278131]]",[ 0.32328026 -0.27893835  0.24949087],[-0.00925009 -0.0101675  -0.00064501],[-0.07259734 -0.07366154 -0.04212289],"[[-0.06668706]
 [-0.99754967]
 [ 0.02115388]]",[0.69826476],
7880,"[[ 2.59704140e+01  2.53285574e-02  5.13210173e+00]
 [ 2.53285574e-02  2.41224782e+01 -3.37314577e-01]
 [ 5.13210173e+00 -3.37314577e-01  1.86567745e+01]]",[ 0.3231912  -0.27903171  0.24948379],[-0.00875214 -0.00767544 -0.00144311],[-0.0715934  -0.08109757 -0.03336128],"[[-0.04368726]
 [-0.99883302]
 [ 0.02059158]]",[0.70087643],
7881,"[[24.19230094 -0.33203268  2.48616548]
 [-0.33203268 16.01345723 -0.1007639 ]
 [ 2.48616548 -0.1007639  16.75449118]]",[ 0.32312107 -0.27911077  0.24948372],[-0.00797157 -0.0096697   0.00051145],[-0.07049517 -0.09356028 -0.01776211],"[[-0.04753163]
 [-0.9985989 ]
 [ 0.02325911]]",[0.6983866],
7882,"[[26.1165401  -0.53685149  6.63680106]
 [-0.53685149 16.02848894 -0.35219319]
 [ 6.63680106 -0.35219319 20.3539716 ]]",[ 0.32299188 -0.27928831  0.24950119],[-0.00707757 -0.0111344   0.00154616],[-0.07153317 -0.07373605 -0.04194416],"[[-0.06652539]
 [-0.99756974]
 [ 0.02071178]]",[0.69869507],
7883,"[[25.64281661 -0.34216484  5.06109041]
 [-0.34216484 16.01495332 -0.17972137]
 [ 5.06109041 -0.17972137 18.65635019]]",[ 0.32288868 -0.27942732  0.2495092 ],[-0.00881679 -0.00947472 -0.00023918],[-0.07073816 -0.08138596 -0.03312662],"[[-0.04742134]
 [-0.99861447]
 [ 0.02281154]]",[0.703243],
7884,"[[26.08207785 -0.53598249  6.53531254]
 [-0.53598249 16.02849385 -0.34742968]
 [ 6.53531254 -0.34742968 20.23626069]]",[ 0.32280969 -0.27953352  0.24951624],[-0.00862182 -0.01151566  0.00029705],[-0.07151084 -0.07407575 -0.04135454],"[[-0.06667565]
 [-0.99755267]
 [ 0.02104847]]",[0.7038441],
7885,"[[25.99171854 -0.41809768  5.91066836]
 [-0.41809768 16.01749506 -0.24732849]
 [ 5.91066836 -0.24732849 19.49649566]]",[ 0.32258697 -0.27978671  0.24951605],[-0.00850661 -0.00998567 -0.00022337],[-0.07100508 -0.07713779 -0.03769172],"[[-0.05454347]
 [-0.99827798]
 [ 0.02158898]]",[0.70845046],
7886,"[[26.00489508 -0.53089872  6.36162046]
 [-0.53089872 16.02817156 -0.33757237]
 [ 6.36162046 -0.33757237 20.04504141]]",[ 0.32250386 -0.27988298  0.24951437],[-0.00880904 -0.00990296 -0.00030858],[-0.07116204 -0.07448934 -0.04031477],"[[-0.06626908]
 [-0.99758142]
 [ 0.02096958]]",[0.70995714],
7887,"[[25.8910349  -0.53132097  6.21896209]
 [-0.53132097 16.0285412  -0.33406666]
 [ 6.21896209 -0.33406666 19.910156  ]]",[ 0.32229475 -0.28011303  0.24950321],[-8.66438222e-03 -1.00579638e-02 -5.97932192e-05],[-0.07077531 -0.07483519 -0.0395616 ],"[[-0.06673319]
 [-0.99755172]
 [ 0.02091027]]",[0.71562049],
7888,"[[23.51264257 -0.31757046  1.60867228]
 [-0.31757046 16.01342417 -0.06800094]
 [ 1.60867228 -0.06800094 16.34446288]]",[ 0.32220896 -0.28021599  0.24950498],[-0.00825223 -0.01051707  0.00045264],[-0.06941609 -0.09795028 -0.01145388],"[[-0.04728648]
 [-0.99860024]
 [ 0.02369685]]",[0.71602241],
7889,"[[25.82985811 -0.44180328  6.2908178 ]
 [-0.44180328 17.22700563 -0.35919619]
 [ 6.2908178  -0.35919619 20.03077923]]",[ 0.32214181 -0.28029884  0.24950781],[-0.00661814 -0.00857786  0.00056027],[-0.07038222 -0.07464989 -0.04011421],"[[-0.0663513 ]
 [-0.99757725]
 [ 0.02090791]]",[0.7118442],
7890,"[[24.03212079 -0.32202543  2.50714084]
 [-0.32202543 16.01291071 -0.1005168 ]
 [ 2.50714084 -0.1005168  16.78257728]]",[ 0.32203513 -0.2804316   0.24951228],[-8.85339819e-03 -1.05331385e-02  3.89139508e-05],[-0.06915827 -0.09294532 -0.01792029],"[[-0.04738276]
 [-0.99859947]
 [ 0.02353664]]",[0.71367127],
7891,"[[23.92032157 -0.31901794  2.41890949]
 [-0.31901794 16.01284953 -0.09742982]
 [ 2.41890949 -0.09742982 16.73874817]]",[ 0.32193576 -0.28055204  0.24951388],[-0.01029749 -0.01132941 -0.00054745],[-0.06892818 -0.09350652 -0.01735214],"[[-0.04752701]
 [-0.99858348]
 [ 0.02392118]]",[0.71034417],
7892,"[[24.89462831 -0.32269948  4.19197338]
 [-0.32269948 16.01170762 -0.15208591]
 [ 4.19197338 -0.15208591 17.97564645]]",[ 0.32184628 -0.28065718  0.24951486],[-0.00789531 -0.01140024  0.0013078 ],[-0.06888266 -0.08485629 -0.02842394],"[[-0.04748462]
 [-0.99858642]
 [ 0.02388248]]",[0.70891688],
7893,"[[25.83767825 -0.31929041  6.25865215]
 [-0.31929041 16.01036285 -0.20313   ]
 [ 6.25865215 -0.20313    19.98170439]]",[ 0.32173774 -0.28079406  0.24952135],[-0.0077477  -0.01056031  0.00075565],[-0.06882759 -0.07603604 -0.03958027],"[[-0.04741987]
 [-0.99859638]
 [ 0.0235928 ]]",[0.71004806],
7894,"[[25.56162061 -0.51278024  6.13067082]
 [-0.51278024 16.0274999  -0.3287818 ]
 [ 6.13067082 -0.3287818  19.93083204]]",[ 0.32156013 -0.28102284  0.24953504],[-0.00909703 -0.01139442  0.00064498],[-0.06927739 -0.0749767  -0.03940582],"[[-0.06689052]
 [-0.99754164]
 [ 0.02088877]]",[0.71646071],
7895,"[[25.72531509 -0.32281313  6.00054845]
 [-0.32281313 16.01071516 -0.19917667]
 [ 6.00054845 -0.19917667 19.70235631]]",[ 0.32140678 -0.28119353  0.24953264],[-0.00981478 -0.01091418 -0.00025081],[-0.06843852 -0.07663316 -0.03805655],"[[-0.0476291 ]
 [-0.99858925]
 [ 0.0234729 ]]",[0.72443555],
7896,"[[25.43410308 -0.50700225  5.90907921]
 [-0.50700225 16.02724703 -0.31756241]
 [ 5.90907921 -0.31756241 19.70116977]]",[ 0.32125408 -0.28136363  0.24952762],[-1.09447257e-02 -1.27037934e-02  3.65515000e-06],[-0.06884024 -0.07559012 -0.03814547],"[[-0.06675016]
 [-0.99754914]
 [ 0.02097927]]",[0.72584384],
7897,"[[25.38493608 -0.50659408  5.80048825]
 [-0.50659408 16.02734569 -0.3131074 ]
 [ 5.80048825 -0.3131074  19.58507119]]",[ 0.32116458 -0.28146516  0.2495253 ],[-0.01113568 -0.0129373  -0.0003316 ],[-0.06871702 -0.07589562 -0.03751391],"[[-0.06684676]
 [-0.99754153]
 [ 0.02103339]]",[0.7307818],
7898,"[[25.35289143 -0.505993    5.73690198]
 [-0.505993   16.02737431 -0.31036736]
 [ 5.73690198 -0.31036736 19.51891654]]",[ 0.32107293 -0.28156741  0.24952382],[-0.01228667 -0.01354206 -0.00025694],[-0.06858685 -0.07604694 -0.03715837],"[[-0.06669296]
 [-0.99755786]
 [ 0.02074547]]",[0.73333843],
7899,"[[25.31211463 -0.50398771  5.7022372 ]
 [-0.50398771 16.02727668 -0.30861492]
 [ 5.7022372  -0.30861492 19.49174279]]",[ 0.32097418 -0.2816784   0.24952038],[-0.01149907 -0.01277754 -0.00028936],[-0.06841518 -0.07612812 -0.03698315],"[[-0.06669296]
 [-0.99755786]
 [ 0.02074547]]",[0.7345108],
7900,"[[ 2.23324948e+01 -2.93307025e-01  3.99123991e-01]
 [-2.93307025e-01  1.60135853e+01 -1.84865323e-02]
 [ 3.99123991e-01 -1.84865323e-02  1.60251560e+01]]",[ 0.32081217 -0.28186925  0.24952159],[-0.00775154 -0.009765    0.00027311],[-0.06709707 -0.10519894 -0.00139335],"[[-0.04771448]
 [-0.99859166]
 [ 0.02319517]]",[0.7333301],
7901,"[[ 2.19731984e+01 -2.83481296e-01  5.35050023e-03]
 [-2.83481296e-01  1.60134537e+01 -2.53928739e-04]
 [ 5.35050023e-03 -2.53928739e-04  1.60000048e+01]]",[ 0.32075375 -0.28193638  0.24952219],[-0.01021413 -0.01224981  0.00026693],[-0.06687864 -0.10851109  0.00254839],"[[-0.04741347]
 [-0.99860283]
 [ 0.02333149]]",[0.72521942],
7902,"[[ 2.19552251e+01 -2.82758708e-01 -2.46902912e-04]
 [-2.82758708e-01  1.60134256e+01  1.17231417e-05]
 [-2.46902912e-04  1.17231417e-05  1.60000000e+01]]",[ 0.32068231 -0.28202002  0.24952241],[-0.00980184 -0.0099396  -0.00088756],[-0.06677183 -0.10852505  0.00260635],"[[-0.04741347]
 [-0.99860283]
 [ 0.02333149]]",[0.72608864],
7903,"[[23.39811231 -0.30352283  2.11126808]
 [-0.30352283 16.01245265 -0.08661913]
 [ 2.11126808 -0.08661913 16.6025122 ]]",[ 0.32053075 -0.28225984  0.24955684],[-0.00595545 -0.01160798  0.00243676],[-0.06660497 -0.09444643 -0.01539151],"[[-0.04770855]
 [-0.99858207]
 [ 0.0236165 ]]",[0.72381514],
7904,"[[25.12529226 -0.30482971  5.40593566]
 [-0.30482971 16.01018281 -0.18058488]
 [ 5.40593566 -0.18058488 19.20254294]]",[ 0.32048102 -0.28239945  0.24960322],[-0.00290996 -0.01228493  0.00501225],[-0.06662773 -0.07883054 -0.03528265],"[[-0.04735586]
 [-0.99859858]
 [ 0.02362838]]",[0.72475343],
7905,"[[25.08653339 -0.48650789  5.74121752]
 [-0.48650789 16.02604843 -0.3073942 ]
 [ 5.74121752 -0.3073942  19.62751968]]",[ 0.32045279 -0.28250635  0.24964497],[-0.00101036 -0.01429504  0.0070991 ],[-0.06735393 -0.07601373 -0.0375122 ],"[[-0.06681349]
 [-0.99753994]
 [ 0.02121361]]",[0.73098676],
7906,"[[25.08390491 -0.49088705  5.53702977]
 [-0.49088705 16.02652715 -0.29921672]
 [ 5.53702977 -0.29921672 19.3750572 ]]",[ 0.32042907 -0.28258368  0.24967742],[-0.00349971 -0.01063564  0.00427924],[-0.06752642 -0.07662413 -0.03623019],"[[-0.06663038]
 [-0.99755937]
 [ 0.02087311]]",[0.74154207],
7907,"[[25.15260622 -0.38937846  5.24760662]
 [-0.38937846 16.01656529 -0.22324843]
 [ 5.24760662 -0.22324843 19.00869223]]",[ 0.32037682 -0.28267962  0.24970399],[-0.00574699 -0.0105539   0.00272984],[-0.0672911  -0.07845354 -0.0342795 ],"[[-0.0548019 ]
 [-0.99826553]
 [ 0.02151021]]",[0.74450394],
7908,"[[22.27039438 -0.15359514  0.45938063]
 [-0.15359514 18.83212255 -0.08815912]
 [ 0.45938063 -0.08815912 16.03574625]]",[ 0.32030917 -0.28276154  0.24970854],[-7.25256454e-03 -8.32063661e-03  6.68873660e-05],[-0.06633519 -0.10467245 -0.00196949],"[[-0.04770115]
 [-0.99858069]
 [ 0.02368969]]",[0.74022473],
7909,"[[22.30636787  0.93357352  0.42741321]
 [ 0.93357352 41.57814492 -0.62749552]
 [ 0.42741321 -0.62749552 16.04772424]]",[ 0.320251   -0.28282386  0.24970516],[-6.12269891e-03 -6.60797932e-03 -5.99557940e-05],[-0.06624584 -0.10468741 -0.00191352],"[[-0.04770115]
 [-0.99858069]
 [ 0.02368969]]",[0.74087404],
7910,"[[22.32783496 -0.15780001  0.61140661]
 [-0.15780001 18.73221385 -0.0924042 ]
 [ 0.61140661 -0.0924042  16.06125724]]",[ 0.32017403 -0.2829119   0.24970099],[-0.00705668 -0.00836333 -0.00063023],[-0.06607617 -0.10367644 -0.00340577],"[[-0.04777591]
 [-0.99857787]
 [ 0.02365786]]",[0.7342268],
7911,"[[23.75891043 -0.29880427  2.8627691 ]
 [-0.29880427 16.01150728 -0.11024842]
 [ 2.8627691  -0.11024842 17.0562626 ]]",[ 0.32010315 -0.28303449  0.24971619],[-0.00634416 -0.01152386  0.00159756],[-0.06598498 -0.09029226 -0.02053398],"[[-0.04719095]
 [-0.99860539]
 [ 0.02367037]]",[0.73187918],
7912,"[[24.87039564 -0.4701815   5.55940561]
 [-0.4701815  16.0249223  -0.29468017]
 [ 5.55940561 -0.29468017 19.48428548]]",[ 0.31994684 -0.2834991   0.24988955],[-0.00504558 -0.01646612  0.00686668],[-0.06653972 -0.07664919 -0.03667203],"[[-0.06623091]
 [-0.99757681]
 [ 0.02130663]]",[0.73993861],
7913,"[[24.8511461  -0.47561087  5.34268081]
 [-0.47561087 16.02555666 -0.28708565]
 [ 5.34268081 -0.28708565 19.22492002]]",[ 0.31990088 -0.28375599  0.25000389],[-0.00247052 -0.0133894   0.00661946],[-0.06672378 -0.07734182 -0.03533544],"[[-0.06632627]
 [-0.99757536]
 [ 0.02107665]]",[0.75206112],
7914,"[[23.1817036  -0.2461621   1.82028067]
 [-0.2461621  16.67607895 -0.08869243]
 [ 1.82028067 -0.08869243 16.46240589]]",[ 0.31977735 -0.28401903  0.25007773],[-0.00729028 -0.00884868  0.00091293],[-0.06619875 -0.09632217 -0.01289505],"[[-0.04551863]
 [-0.99857491]
 [ 0.0278605 ]]",[0.7580157],
7915,"[[24.9483288   1.31588741  5.30774239]
 [ 1.31588741 42.77396626 -0.85183943]
 [ 5.30774239 -0.85183943 19.24855886]]",[ 0.31968793 -0.28410615  0.25006997],[-0.00692119 -0.00639911 -0.00094974],[-0.06666108 -0.07727201 -0.0353969 ],"[[-0.06701337]
 [-0.99753303]
 [ 0.0209062 ]]",[0.75152344],
7916,"[[24.27332848  0.53331497  3.80842963]
 [ 0.53331497 32.43355824 -0.52844141]
 [ 3.80842963 -0.52844141 17.78964505]]",[ 0.31962395 -0.28416856  0.2500628 ],[-0.00664527 -0.00705463 -0.0003382 ],[-0.06606529 -0.08460534 -0.02661972],"[[-0.05483967]
 [-0.99825933]
 [ 0.02170072]]",[0.75272445],
7917,"[[23.93132081 -0.3630609   3.41306884]
 [-0.3630609  16.01662314 -0.15623541]
 [ 3.41306884 -0.15623541 17.46873884]]",[ 0.31955339 -0.2842474   0.25005686],[-0.00859128 -0.00954592 -0.0006969 ],[-0.06564688 -0.08648923 -0.02422144],"[[-0.05491191]
 [-0.99826151]
 [ 0.02141592]]",[0.75077427],
7918,"[[24.17319421 -0.36094284  3.97017248]
 [-0.36094284 16.01593988 -0.1753299 ]
 [ 3.97017248 -0.1753299  17.92853236]]",[ 0.31938968 -0.28444269  0.25006394],[-0.0108668  -0.01281947  0.0007239 ],[-0.06527631 -0.08377472 -0.02757795],"[[-0.05441531]
 [-0.99829196]
 [ 0.02126369]]",[0.75104436],
7919,"[[23.82234714 -0.29584395  3.31494023]
 [-0.29584395 16.01118892 -0.12537222]
 [ 3.31494023 -0.12537222 17.40479942]]",[ 0.3192904  -0.28457238  0.2500783 ],[-0.00927005 -0.0123125   0.00137343],[-0.06468494 -0.08746204 -0.02350306],"[[-0.04764314]
 [-0.99859252]
 [ 0.02330469]]",[0.7522038],
7920,"[[23.78600388 -0.29467192  3.29086264]
 [-0.29467192 16.01115226 -0.12454718]
 [ 3.29086264 -0.12454718 17.39092879]]",[ 0.31919258 -0.28469655  0.25008781],[-0.00955463 -0.01248712  0.00194645],[-0.06452743 -0.08752717 -0.02336654],"[[-0.04764314]
 [-0.99859252]
 [ 0.02330469]]",[0.75349254],
7921,"[[23.75817831 -0.29379193  3.27168424]
 [-0.29379193 16.01112551 -0.12389435]
 [ 3.27168424 -0.12389435 17.37969473]]",[ 0.31911669 -0.28478566  0.25008737],[-0.00911392 -0.01126964  0.00085318],[-0.06440365 -0.08757377 -0.02325487],"[[-0.04764314]
 [-0.99859252]
 [ 0.02330469]]",[0.7544185],
7922,"[[23.73084371 -0.29291492  3.25338185]
 [-0.29291492 16.01109829 -0.1232678 ]
 [ 3.25338185 -0.1232678  17.36912527]]",[ 0.31904192 -0.28486798  0.25008542],[-0.00967081 -0.01028249 -0.00045198],[-0.06428084 -0.0876173  -0.02314876],"[[-0.04764314]
 [-0.99859252]
 [ 0.02330469]]",[0.75527566],
7923,"[[23.70160011  0.07080452  3.21344333]
 [ 0.07080452 23.60342757 -0.29937868]
 [ 3.21344333 -0.29937868 17.35501889]]",[ 0.31891393 -0.28500317  0.25007681],[-0.00683272 -0.00775797 -0.00022209],[-0.06406946 -0.08768879 -0.02296435],"[[-0.04764314]
 [-0.99859252]
 [ 0.02330469]]",[0.75668469],
7924,"[[23.71352009  0.6472973   3.19005965]
 [ 0.6472973  35.6759084  -0.58077738]
 [ 3.19005965 -0.58077738 17.35599432]]",[ 0.31887154 -0.28505039  0.25007789],[-0.00825216 -0.00685254 -0.00130016],[-0.06400016 -0.08771393 -0.02290768],"[[-0.04764314]
 [-0.99859252]
 [ 0.02330469]]",[0.75717668],
7925,"[[23.68069098  0.27321524  3.1891768 ]
 [ 0.27321524 27.82494349 -0.39722326]
 [ 3.1891768  -0.39722326 17.34628176]]",[ 0.31883097 -0.28509877  0.25008072],[-0.00685288 -0.00739415  0.00014843],[-0.06393444 -0.08773947 -0.02285296],"[[-0.04764314]
 [-0.99859252]
 [ 0.02330469]]",[0.75767972],
7926,"[[23.63002914 -0.28161675  3.1858047 ]
 [-0.28161675 16.17957004 -0.12489026]
 [ 3.1858047  -0.12489026 17.33050063]]",[ 0.31876588 -0.28518846  0.25008992],[-0.00579474 -0.00919435  0.00172447],[-0.06383123 -0.08778571 -0.02275926],"[[-0.04764314]
 [-0.99859252]
 [ 0.02330469]]",[0.75860857],
7927,"[[23.60248957 -0.28880357  3.16714914]
 [-0.28880357 16.01097108 -0.12031374]
 [ 3.16714914 -0.12031374 17.31941433]]",[ 0.31869234 -0.2852892   0.25009792],[-0.00828835 -0.01022059  0.00038714],[-0.06371441 -0.08783735 -0.02264974],"[[-0.04764314]
 [-0.99859252]
 [ 0.02330469]]",[0.75965145],
7928,"[[23.57431826 -0.28790228  3.14817625]
 [-0.28790228 16.01094326 -0.1196632 ]
 [ 3.14817625 -0.1196632  17.30850241]]",[ 0.31861599 -0.2853904   0.25010626],[-0.0071426  -0.01052234  0.0013714 ],[-0.06359269 -0.0878896  -0.02254027],"[[-0.04764314]
 [-0.99859252]
 [ 0.02330469]]",[0.76070032],
7929,"[[23.54570569 -0.28340147  3.129875  ]
 [-0.28340147 16.08537855 -0.12076912]
 [ 3.129875   -0.12076912 17.29837593]]",[ 0.31853745 -0.28548014  0.25011009],[-0.00819504 -0.0092262   0.00069457],[-0.063465   -0.08793713 -0.02243626],"[[-0.04764314]
 [-0.99859252]
 [ 0.02330469]]",[0.76163473],
7930,"[[24.25114845 -0.29623041  4.96296537]
 [-0.29623041 18.27626778 -0.31624371]
 [ 4.96296537 -0.31624371 18.99357675]]",[ 0.31847731 -0.28554619  0.25010876],[-0.00764603 -0.00827691 -0.00032465],[-0.06410721 -0.07819452 -0.03365438],"[[-0.06663489]
 [-0.99755944]
 [ 0.02085569]]",[0.76419584],
7931,"[[24.2423779   0.13350981  4.92320448]
 [ 0.13350981 24.68190609 -0.44860078]
 [ 4.92320448 -0.44860078 18.97281037]]",[ 0.31838528 -0.28565297  0.25010915],[-0.00683101 -0.00753551 -0.00021278],[-0.06395128 -0.07826971 -0.03349703],"[[-0.06663489]
 [-0.99755944]
 [ 0.02085569]]",[0.76532243],
7932,"[[24.19684157 -0.174164    4.90938894]
 [-0.174164   20.05724983 -0.35088293]
 [ 4.90938894 -0.35088293 18.9554114 ]]",[ 0.31832407 -0.2857241   0.25011038],[-0.0070177  -0.00801492  0.0002923 ],[-0.06384771 -0.07831986 -0.03339416],"[[-0.06663489]
 [-0.99755944]
 [ 0.02085569]]",[0.76607309],
