,D,eigen_values_obs,pos,vel,des_vel,normals,dists
606,"[[13.71219532 -3.97477386 -1.0191443 ]
 [-3.97477386 59.60361582  0.39052308]
 [-1.0191443   0.39052308 12.70830105]]","[[60.          0.          0.        ]
 [ 0.         14.06792625  0.        ]
 [ 0.          0.         12.        ]]",[0.41363394 0.41874083 0.17534039],[ 0.11628651 -0.12706135  0.00807282],[-0.03148244 -0.16080516  0.03077833],"[[-0.08648674]
 [ 0.99619729]
 [ 0.01053599]]",[4.2810825]
607,"[[13.71979749 -3.98442955 -1.03246067]
 [-3.98442955 59.61672325  0.4086411 ]
 [-1.03246067  0.4086411  12.72230546]]","[[60.          0.          0.        ]
 [ 0.         14.08932128  0.        ]
 [ 0.          0.         12.        ]]",[0.41477145 0.41753494 0.17543798],[ 0.11072996 -0.11453294  0.01125912],[-0.03156138 -0.1605367   0.03102052],"[[-0.08650183]
 [ 0.99619302]
 [ 0.01081252]]",[4.2478927]
608,"[[13.72884525 -3.99707612 -1.04339139]
 [-3.99707612 59.62529482  0.4155769 ]
 [-1.04339139  0.4155769  12.73357672]]","[[60.          0.          0.        ]
 [ 0.         14.10861096  0.        ]
 [ 0.          0.         12.        ]]",[0.41586982 0.41644022 0.17554965],[ 0.10644239 -0.10335021  0.01156368],[-0.0316326  -0.160291    0.03123364],"[[-0.08663867]
 [ 0.99618031]
 [ 0.01088692]]",[4.21757827]
609,"[[13.73461979 -3.99955232 -1.05130504]
 [-3.99955232 59.63310251  0.41024484]
 [-1.05130504  0.41024484 12.74274228]]","[[60.          0.          0.        ]
 [ 0.         14.12422695  0.        ]
 [ 0.          0.         12.        ]]",[0.41696935 0.41537152 0.17564525],[ 0.11043479 -0.10774175  0.00954823],[-0.03170592 -0.1600457   0.0314394 ],"[[-0.08658561]
 [ 0.99618677]
 [ 0.01071698]]",[4.18852825]
610,"[[13.74318081 -4.00751193 -1.06255402]
 [-4.00751193 59.63789215  0.41395553]
 [-1.06255402  0.41395553 12.7547999 ]]","[[60.          0.          0.        ]
 [ 0.         14.14411658  0.        ]
 [ 0.          0.         12.        ]]",[0.41811363 0.41425304 0.17572567],[ 0.114219   -0.11612169  0.00530164],[-0.03177869 -0.15978543  0.03166475],"[[-0.08668633]
 [ 0.9961775 ]
 [ 0.01076402]]",[4.15822919]
611,"[[13.74312548 -3.99209865 -1.06846609]
 [-3.99209865 59.6458444   0.391984  ]
 [-1.06846609  0.391984   12.76460822]]","[[60.          0.          0.        ]
 [ 0.         14.15762388  0.        ]
 [ 0.          0.         12.        ]]",[0.41942172 0.412965   0.17580967],[ 0.12244085 -0.12059303  0.00861954],[-0.03184936 -0.15946948  0.03192674],"[[-0.08627922]
 [ 0.99621815]
 [ 0.0102612 ]]",[4.12422687]
612,"[[13.75192729 -4.00117252 -1.08218761]
 [-4.00117252 59.64611489  0.41144661]
 [-1.08218761  0.41144661 12.77869526]]","[[60.          0.          0.        ]
 [ 0.         14.17874667  0.        ]
 [ 0.          0.         12.        ]]",[0.42046497 0.41195219 0.1758769 ],[ 0.11339776 -0.11041     0.00678635],[-0.03190677 -0.15924769  0.03212727],"[[-0.08646911]
 [ 0.99619725]
 [ 0.0106829 ]]",[4.09799951]
613,"[[13.75725082 -3.99998821 -1.09617933]
 [-3.99998821 59.64731792  0.4311803 ]
 [-1.09617933  0.4311803  12.794334  ]]","[[60.          0.          0.        ]
 [ 0.         14.19961287  0.        ]
 [ 0.          0.         12.        ]]",[0.42162898 0.41083498 0.17594042],[ 0.10296019 -0.09810366  0.0060787 ],[-0.03196505 -0.15899699  0.03235111],"[[-0.08644564]
 [ 0.99619457]
 [ 0.01111428]]",[4.06900019]
614,"[[13.76577693 -4.01068397 -1.10435895]
 [-4.01068397 59.64599495  0.42807002]
 [-1.10435895  0.42807002 12.80299357]]","[[60.          0.          0.        ]
 [ 0.         14.21500085  0.        ]
 [ 0.          0.         12.        ]]",[0.42243111 0.41006325 0.17598571],[ 0.09978486 -0.09502094  0.00508359],[-0.03200699 -0.15880363  0.03251513],"[[-0.08668339]
 [ 0.99617445]
 [ 0.01106597]]",[4.04760727]
615,"[[13.74849226 -3.9559123  -1.11016087]
 [-3.9559123  59.6560334   0.41942687]
 [-1.11016087  0.41942687 12.81796843]]","[[60.          0.          0.        ]
 [ 0.         14.22249816  0.        ]
 [ 0.          0.         12.        ]]",[0.42381851 0.40866881 0.17604634],[ 0.1102918  -0.11289365  0.0045658 ],[-0.03202557 -0.15846185  0.03281633],"[[-0.0854733 ]
 [ 0.99628119]
 [ 0.01086766]]",[4.01224453]
616,"[[13.75147259 -3.95399519 -1.11787383]
 [-3.95399519 59.65656219  0.40865425]
 [-1.11787383  0.40865425 12.82897473]]","[[60.          0.          0.        ]
 [ 0.         14.23700951  0.        ]
 [ 0.          0.         12.        ]]",[0.42476737 0.40768425 0.17607528],[ 0.11740128 -0.12277664  0.00158856],[-0.03204848 -0.15820943  0.03304523],"[[-0.08543461]
 [ 0.9962868 ]
 [ 0.01065574]]",[3.98564291]
617,"[[13.75665244 -3.95179485 -1.13374181]
 [-3.95179485 59.65649787  0.42571377]
 [-1.13374181  0.42571377 12.84817349]]","[[60.         0.         0.       ]
 [ 0.        14.2613238  0.       ]
 [ 0.         0.        12.       ]]",[0.42599573 0.40641833 0.17611951],[ 0.1233308  -0.12690613  0.00585811],[-0.03209741 -0.15790868  0.03332816],"[[-0.08540988]
 [ 0.99628464]
 [ 0.01104867]]",[3.95222829]
618,"[[13.76538195 -3.95270392 -1.15491959]
 [-3.95270392 59.65572661  0.44803558]
 [-1.15491959  0.44803558 12.87332841]]","[[60.          0.          0.        ]
 [ 0.         14.29443697  0.        ]
 [ 0.          0.         12.        ]]",[0.42763256 0.40476873 0.17616666],[ 0.11509352 -0.11379201  0.00227844],[-0.03216726 -0.15751178  0.03368923],"[[-0.08546269]
 [ 0.99627424]
 [ 0.01156604]]",[3.90879295]
619,"[[13.77038916 -3.9514267  -1.16557314]
 [-3.9514267  59.65585775  0.44924171]
 [-1.16557314  0.44924171 12.88665524]]","[[60.          0.          0.        ]
 [ 0.         14.31290215  0.        ]
 [ 0.          0.         12.        ]]",[0.42864036 0.40377701 0.17619442],[ 0.11235227 -0.11134308  0.00338669],[-0.0322156  -0.15725778  0.03390964],"[[-0.08544835]
 [ 0.99627491]
 [ 0.01161379]]",[3.88220468]
620,"[[13.77591932 -3.95193343 -1.1745736 ]
 [-3.95193343 59.6561111   0.43180693]
 [-1.1745736   0.43180693 12.89935935]]","[[60.          0.          0.        ]
 [ 0.         14.33138977  0.        ]
 [ 0.          0.         12.        ]]",[0.42977764 0.40265882 0.17622933],[ 0.11578998 -0.11284208  0.00280228],[-0.03225434 -0.15694634  0.03417457],"[[-0.08546312]
 [ 0.99627765]
 [ 0.01126486]]",[3.85140496]
621,"[[13.77585364 -3.93690709 -1.1835269 ]
 [-3.93690709 59.65926197  0.40476532]
 [-1.1835269   0.40476532 12.91524602]]","[[60.          0.          0.        ]
 [ 0.         14.35036163  0.        ]
 [ 0.          0.         12.        ]]",[0.43119521 0.40122577 0.17625207],[ 0.11739234 -0.12107875  0.00155199],[-0.03228888 -0.15654569  0.03452182],"[[-0.08512993]
 [ 0.99631235]
 [ 0.01070466]]",[3.81266363]
622,"[[13.78290898 -3.9458265  -1.19375603]
 [-3.9458265  59.65766965  0.40450031]
 [-1.19375603  0.40450031 12.92789639]]","[[60.          0.          0.        ]
 [ 0.         14.36847501  0.        ]
 [ 0.          0.         12.        ]]",[0.43199224 0.4004175  0.17626284],[ 0.10890062 -0.10961143  0.0012926 ],[-0.03231018 -0.15631983  0.03472917],"[[-0.08533658]
 [ 0.99629445]
 [ 0.01072551]]",[3.79015632]
623,"[[13.7892845  -3.95020923 -1.20972673]
 [-3.95020923 59.656552    0.4176444 ]
 [-1.20972673  0.4176444  12.94826811]]","[[60.         0.         0.       ]
 [ 0.        14.3941046  0.       ]
 [ 0.         0.        12.       ]]",[0.43317006 0.39925894 0.1763002 ],[ 0.10497385 -0.1027932   0.00371788],[-0.03233357 -0.15600825  0.03501892],"[[-0.08545365]
 [ 0.99628098]
 [ 0.01104033]]",[3.75856793]
624,"[[13.79496973 -3.95502695 -1.21964106]
 [-3.95502695 59.65572357  0.41489211]
 [-1.21964106  0.41489211 12.96133014]]","[[60.          0.          0.        ]
 [ 0.         14.41202345  0.        ]
 [ 0.          0.         12.        ]]",[0.43410064 0.39837052 0.17634333],[ 0.10313112 -0.09844519  0.00512919],[-0.03235568 -0.15576471  0.03523511],"[[-0.08556869]
 [ 0.99627148]
 [ 0.01100601]]",[3.73404152]
625,"[[13.79952054 -3.95584186 -1.23225659]
 [-3.95584186 59.65560586  0.41117437]
 [-1.23225659  0.41117437 12.97931781]]","[[60.          0.          0.        ]
 [ 0.         14.43444422  0.        ]
 [ 0.          0.         12.        ]]",[0.43528911 0.39718202 0.17637167],[ 0.11104063 -0.11190838  0.00234491],[-0.03237136 -0.15543441  0.03553053],"[[-0.08559619]
 [ 0.99626968]
 [ 0.01095512]]",[3.70207632]
626,"[[13.80454604 -3.95555828 -1.24727407]
 [-3.95555828 59.65579765  0.40150556]
 [-1.24727407  0.40150556 13.00165242]]","[[60.          0.          0.        ]
 [ 0.         14.46199611  0.        ]
 [ 0.          0.         12.        ]]",[0.43669033 0.39570656 0.17639141],[ 0.1167186  -0.12409847  0.00183156],[-0.03238887 -0.1550172   0.03590923],"[[-0.08559843]
 [ 0.99627137]
 [ 0.01078279]]",[3.66253063]
627,"[[13.81102234 -3.95970445 -1.2664737 ]
 [-3.95970445 59.65484677  0.40841202]
 [-1.2664737   0.40841202 13.02856432]]","[[60.          0.          0.        ]
 [ 0.         14.49443343  0.        ]
 [ 0.          0.         12.        ]]",[0.43812852 0.39417108 0.17641861],[ 0.11802577 -0.12499161  0.00211419],[-0.03239867 -0.15459654  0.03630337],"[[-0.08570858]
 [ 0.99625982]
 [ 0.01097331]]",[3.62222103]
628,"[[13.81812958 -3.95168442 -1.22156278]
 [-3.95168442 59.66104916  0.09097817]
 [-1.22156278  0.09097817 12.98900748]]","[[60.          0.          0.        ]
 [ 0.         14.46818623  0.        ]
 [ 0.          0.         12.        ]]",[0.43917259 0.39308077 0.17644825],[ 0.11484426 -0.11973356  0.00304377],[-0.03250949 -0.15401789  0.03658667],"[[-0.08536447]
 [ 0.99634116]
 [ 0.00414634]]",[3.58787326]
629,"[[13.759542   -3.78404141 -1.22054176]
 [-3.78404141 59.68945246  0.10390173]
 [-1.22054176  0.10390173 13.00733769]]","[[60.          0.          0.        ]
 [ 0.         14.45633215  0.        ]
 [ 0.          0.         12.        ]]",[0.44051205 0.39172607 0.17649152],[ 0.11042165 -0.10922259  0.00405036],[-0.03255919 -0.15365938  0.03684251],"[[-0.08167399]
 [ 0.99664972]
 [ 0.00432493]]",[3.55625516]
630,"[[13.70136496 -3.61962422 -1.21647739]
 [-3.61962422 59.71621064  0.09957836]
 [-1.21647739  0.09957836 13.02453265]]","[[60.          0.          0.        ]
 [ 0.         14.44210824  0.        ]
 [ 0.          0.         12.        ]]",[0.4417376  0.39049711 0.17653917],[ 0.11030014 -0.11312263  0.00324936],[-0.03257062 -0.15329081  0.03712993],"[[-0.07804941]
 [ 0.99694092]
 [ 0.00413448]]",[3.52491552]
631,"[[13.65067824 -3.47523286 -1.20963923]
 [-3.47523286 59.73888397  0.06937884]
 [-1.20963923  0.06937884 13.03826451]]","[[60.          0.          0.        ]
 [ 0.         14.42782672  0.        ]
 [ 0.          0.         12.        ]]",[0.44273759 0.38948257 0.17656808],[ 0.11040371 -0.11250379  0.00314582],[-0.03256283 -0.15292584  0.03743617],"[[-0.07485712]
 [ 0.99718847]
 [ 0.00340136]]",[3.4967232]
632,"[[13.60306614 -3.34001181 -1.20866903]
 [-3.34001181 59.75902093  0.07201285]
 [-1.20866903  0.07201285 13.05797603]]","[[60.          0.          0.        ]
 [ 0.         14.42006309  0.        ]
 [ 0.          0.         12.        ]]",[0.44361713 0.38859546 0.1766081 ],[ 0.10832649 -0.11121113  0.00483785],[-0.03253274 -0.15259864  0.0377423 ],"[[-0.07188918]
 [ 0.99740689]
 [ 0.00338111]]",[3.47159862]
633,"[[13.50715332 -3.05440983 -1.20579995]
 [-3.05440983 59.79869049  0.09478721]
 [-1.20579995  0.09478721 13.09730224]]","[[60.          0.          0.        ]
 [ 0.         14.40314605  0.        ]
 [ 0.          0.         12.        ]]",[0.44549474 0.38670886 0.17669459],[ 0.11003481 -0.11336112  0.00225134],[-0.03249585 -0.15201179  0.03829749],"[[-0.06565023]
 [ 0.99783582]
 [ 0.00370433]]",[3.42039756]
634,"[[13.45908779 -2.89549206 -1.2054619 ]
 [-2.89549206 59.81903098  0.1220962 ]
 [-1.2054619   0.1220962  13.11840695]]","[[60.          0.          0.        ]
 [ 0.         14.39652573  0.        ]
 [ 0.          0.         12.        ]]",[0.44649899 0.38569427 0.1767289 ],[ 0.11149799 -0.11277151  0.0039891 ],[-0.03253599 -0.15175567  0.03855225],"[[-0.06220164]
 [ 0.99805477]
 [ 0.00419867]]",[3.39409168]
635,"[[13.40925132 -2.73287451 -1.20186393]
 [-2.73287451 59.83890991  0.12157759]
 [-1.20186393  0.12157759 13.13971895]]","[[60.          0.          0.        ]
 [ 0.         14.38788018  0.        ]
 [ 0.          0.         12.        ]]",[0.44763274 0.38453192 0.1767719 ],[ 0.11352974 -0.1196194   0.00334577],[-0.03252563 -0.15138895  0.03887653],"[[-0.05866114]
 [ 0.99826956]
 [ 0.00409451]]",[3.36406524]
636,"[[13.35616144 -2.51754432 -1.19262526]
 [-2.51754432 59.86364697  0.08422422]
 [-1.19262526  0.08422422 13.15382823]]","[[60.          0.          0.        ]
 [ 0.         14.37363665  0.        ]
 [ 0.          0.         12.        ]]",[0.44893279 0.38315774 0.17681641],[ 0.11646537 -0.12581551  0.00371046],[-0.03270395 -0.15097013  0.0391984 ],"[[-0.05397587]
 [ 0.99853721]
 [ 0.00316939]]",[3.33216786]
637,"[[13.29476977 -2.35731083 -1.19893531]
 [-2.35731083 59.87998494  0.15966648]
 [-1.19893531  0.15966648 13.20410026]]","[[60.          0.          0.        ]
 [ 0.         14.37885497  0.        ]
 [ 0.          0.         12.        ]]",[0.45025414 0.38172881 0.17686201],[ 0.11871129 -0.12725537  0.00491433],[-0.03238521 -0.15045752  0.03970846],"[[-0.05052777]
 [ 0.99871159]
 [ 0.00470213]]",[3.29045396]
638,"[[13.23286641 -2.1517091  -1.19482708]
 [-2.1517091  59.89985591  0.17644973]
 [-1.19482708  0.17644973 13.24050362]]","[[60.          0.          0.        ]
 [ 0.         14.37322594  0.        ]
 [ 0.          0.         12.        ]]",[0.4514293  0.38049226 0.17692561],[ 0.11499582 -0.12210883  0.00634247],[-0.03226293 -0.1499769   0.04018753],"[[-0.04608594]
 [ 0.99892523]
 [ 0.00494712]]",[3.25599169]
639,"[[13.17438694 -1.94485638 -1.18741208]
 [-1.94485638 59.91800075  0.1895204 ]
 [-1.18741208  0.1895204  13.27122137]]","[[60.          0.          0.        ]
 [ 0.         14.36360907  0.        ]
 [ 0.          0.         12.        ]]",[0.45263348 0.37927795 0.1770167 ],[ 0.10699526 -0.10608149  0.00925183],[-0.03217363 -0.14958257  0.04059519],"[[-0.04162706]
 [ 0.99912015]
 [ 0.00510996]]",[3.22272186]
640,"[[13.11847704 -1.73238288 -1.17639539]
 [-1.73238288 59.93489337  0.18218619]
 [-1.17639539  0.18218619 13.29674257]]","[[60.          0.          0.        ]
 [ 0.         14.35011297  0.        ]
 [ 0.          0.         12.        ]]",[0.45391462 0.37799763 0.17712956],[ 0.10648849 -0.10765018  0.00931136],[-0.03211009 -0.14918887  0.04098178],"[[-0.03704779]
 [ 0.99930182]
 [ 0.00483139]]",[3.18846018]
641,"[[13.07776402 -1.57169595 -1.1648913 ]
 [-1.57169595 59.94662969  0.14492489]
 [-1.1648913   0.14492489 13.31194564]]","[[60.          0.          0.        ]
 [ 0.         14.33633935  0.        ]
 [ 0.          0.         12.        ]]",[0.45491892 0.37696347 0.17722125],[ 0.11143913 -0.11855827  0.00881258],[-0.03205177 -0.14883873  0.0412993 ],"[[-0.03357443]
 [ 0.99942845]
 [ 0.00394004]]",[3.16102132]
642,"[[13.00336031 -1.26254413 -1.15201147]
 [-1.26254413 59.96544057  0.14200474]
 [-1.15201147  0.14200474 13.35955319]]","[[60.          0.          0.        ]
 [ 0.         14.32835406  0.        ]
 [ 0.          0.         12.        ]]",[0.45681069 0.37491053 0.17734879],[ 0.11679777 -0.12535807  0.00876187],[-0.03191855 -0.14815194  0.04195693],"[[-0.02694554]
 [ 0.99963002]
 [ 0.00370909]]",[3.10907481]
643,"[[12.96009764 -1.07396842 -1.14192709]
 [-1.07396842 59.97493561  0.13321259]
 [-1.14192709  0.13321259 13.3861802 ]]","[[60.          0.          0.        ]
 [ 0.         14.32121344  0.        ]
 [ 0.          0.         12.        ]]",[0.45796175 0.37368586 0.17743967],[ 0.11458159 -0.12170535  0.00878222],[-0.0318255  -0.14774882  0.04233781],"[[-0.02290786]
 [ 0.99973174]
 [ 0.00341821]]",[3.0797061]
644,"[[12.93029059 -0.93763342 -1.13473905]
 [-0.93763342 59.98077824  0.13655877]
 [-1.13473905  0.13655877 13.40568379]]","[[60.          0.          0.        ]
 [ 0.         14.31675261  0.        ]
 [ 0.          0.         12.        ]]",[0.45875606 0.37286403 0.17751336],[ 0.11204348 -0.11592175  0.00958695],[-0.03176428 -0.14749013  0.04258866],"[[-0.01999838]
 [ 0.99979417]
 [ 0.00341723]]",[3.06058241]
645,"[[12.84471382 -0.5161446  -1.12390998]
 [-0.5161446  59.99319239  0.21968834]
 [-1.12390998  0.21968834 13.49996177]]","[[60.          0.          0.        ]
 [ 0.         14.33786798  0.        ]
 [ 0.          0.         12.        ]]",[0.46129168 0.37018976 0.17772455],[ 0.11771472 -0.12796143  0.00918284],[-0.03152685 -0.1465178   0.04357116],"[[-0.0110638 ]
 [ 0.99992634]
 [ 0.00499154]]",[2.99451642]
646,"[[12.82685336 -0.42381193 -1.11524761]
 [-0.42381193 59.99547808  0.17216543]
 [-1.11524761  0.17216543 13.50756939]]","[[60.          0.          0.        ]
 [ 0.         14.32990084  0.        ]
 [ 0.          0.         12.        ]]",[0.46255853 0.36882808 0.17783427],[ 0.11050314 -0.11732774  0.00989754],[-0.03147062 -0.14629402  0.04380511],"[[-0.00907643]
 [ 0.99995112]
 [ 0.00392063]]",[2.97251279]
647,"[[12.79312448 -0.23367838 -1.09845901]
 [-0.23367838 59.99855925  0.10942535]
 [-1.09845901  0.10942535 13.52229764]]","[[60.          0.          0.        ]
 [ 0.         14.31398137  0.        ]
 [ 0.          0.         12.        ]]",[0.46332132 0.36803681 0.17791934],[ 0.10978701 -0.11281671  0.01303509],[-0.03138368 -0.14588665  0.04415902],"[[-0.00500755]
 [ 0.99998441]
 [ 0.00247267]]",[2.94666371]
648,"[[ 1.27471604e+01  3.65351090e-02 -1.08149473e+00]
 [ 3.65351090e-02  5.99996759e+01  1.18007638e-01]
 [-1.08149473e+00  1.18007638e-01  1.35660431e+01]]","[[60.          0.          0.        ]
 [ 0.         14.31287947  0.        ]
 [ 0.          0.         12.        ]]",[0.46478541 0.3665602  0.17810381],[ 0.10376909 -0.10500606  0.01329596],[-0.03122521 -0.14538413  0.04468547],"[[7.15396020e-04]
 [9.99996557e-01]
 [2.52473711e-03]]",[2.91075427]
649,"[[12.7235332   0.17850784 -1.07252423]
 [ 0.17850784 59.99901115  0.12489197]
 [-1.07252423  0.12489197 13.59301218]]","[[60.          0.          0.        ]
 [ 0.         14.31555653  0.        ]
 [ 0.          0.         12.        ]]",[0.46553128 0.3657706  0.1781717 ],[ 0.10790861 -0.11649668  0.00887314],[-0.03110866 -0.14508683  0.04499761],"[[0.00371669]
 [0.9999897 ]
 [0.00260531]]",[2.89083859]
650,"[[12.68849896  0.40723217 -1.05887064]
 [ 0.40723217 59.99621138  0.12370365]
 [-1.05887064  0.12370365 13.64025923]]","[[60.          0.          0.        ]
 [ 0.         14.32496958  0.        ]
 [ 0.          0.         12.        ]]",[0.46675787 0.36438923 0.17826317],[ 0.11221907 -0.12923244  0.00850096],[-0.03091632 -0.14452415  0.04556488],"[[0.00855178]
 [0.99996038]
 [0.00247291]]",[2.85515045]
651,"[[12.65776947  0.63226055 -1.04344969]
 [ 0.63226055 59.99134618  0.1125153 ]
 [-1.04344969  0.1125153  13.68153274]]","[[60.          0.          0.        ]
 [ 0.         14.33064838  0.        ]
 [ 0.          0.         12.        ]]",[0.46801628 0.36291847 0.17834773],[ 0.11599009 -0.13453689  0.00742182],[-0.03074972 -0.14402458  0.04608491],"[[0.01330697]
 [0.99990919]
 [0.00212917]]",[2.81821329]
652,"[[12.63805292  0.796676   -1.03312818]
 [ 0.796676   59.98627864  0.13913601]
 [-1.03312818  0.13913601 13.7162915 ]]","[[60.          0.          0.        ]
 [ 0.         14.34062306  0.        ]
 [ 0.          0.         12.        ]]",[0.46892266 0.36187337 0.17840521],[ 0.11192512 -0.1289408   0.00688063],[-0.030652   -0.14372196  0.04642445],"[[0.01676119]
 [0.99985606]
 [0.00263159]]",[2.79372262]
653,"[[12.60146518  1.12357362 -1.00904016]
 [ 1.12357362 59.97303629  0.14731382]
 [-1.00904016  0.14731382 13.78283387]]","[[60.          0.          0.        ]
 [ 0.         14.35733534  0.        ]
 [ 0.          0.         12.        ]]",[0.47067764 0.35992391 0.17852203],[ 0.11006687 -0.12281059  0.00834877],[-0.03039168 -0.14302251  0.0471653 ],"[[0.02364126]
 [0.99971694]
 [0.00267037]]",[2.74588991]
654,"[[12.58399618  1.30110888 -0.99486816]
 [ 1.30110888 59.96394433  0.15492491]
 [-0.99486816  0.15492491 13.81960039]]","[[60.          0.          0.        ]
 [ 0.         14.36754089  0.        ]
 [ 0.          0.         12.        ]]",[0.47163876 0.35886076 0.17858526],[ 0.10624875 -0.11931107  0.00616742],[-0.03024158 -0.1426506   0.04755702],"[[0.02737191]
 [0.9996215 ]
 [0.00276383]]",[2.72058865]
655,"[[12.56672265  1.50191303 -0.9783351 ]
 [ 1.50191303 59.95214311  0.14875543]
 [-0.9783351   0.14875543 13.85982818]]","[[60.          0.          0.        ]
 [ 0.         14.37869394  0.        ]
 [ 0.          0.         12.        ]]",[0.47267556 0.35769649 0.17865521],[ 0.10329642 -0.1193894   0.00594594],[-0.03007348 -0.14221223  0.04801848],"[[0.03159514]
 [0.99949749]
 [0.00255244]]",[2.69187235]
656,"[[12.54396459  1.79889468 -0.95295405]
 [ 1.79889468 59.93154991  0.1455893 ]
 [-0.95295405  0.1455893  13.9283737 ]]","[[60.          0.          0.        ]
 [ 0.         14.40388819  0.        ]
 [ 0.          0.         12.        ]]",[0.47420337 0.35593779 0.17875918],[ 0.1007807  -0.11819237  0.0066049 ],[-0.02976828 -0.14151042  0.04876796],"[[0.03783161]
 [0.99928131]
 [0.00237528]]",[2.64852845]
657,"[[12.53236682  1.99059592 -0.93536659]
 [ 1.99059592 59.91613345  0.17303705]
 [-0.93536659  0.17303705 13.97631486]]","[[60.          0.          0.        ]
 [ 0.         14.42481513  0.        ]
 [ 0.          0.         12.        ]]",[0.47513426 0.35485256 0.1788293 ],[ 0.10158823 -0.11941021  0.00690419],[-0.0295835  -0.14113051  0.04921083],"[[0.04184169]
 [0.99912003]
 [0.00290606]]",[2.62216973]
658,"[[12.52169823  2.21866924 -0.91361205]
 [ 2.21866924 59.89583083  0.19280198]
 [-0.91361205  0.19280198 14.03237957]]","[[60.          0.          0.        ]
 [ 0.         14.44990863  0.        ]
 [ 0.          0.         12.        ]]",[0.47627215 0.35349371 0.17889764],[ 0.10424957 -0.12544852  0.00548371],[-0.02936474 -0.14066257  0.049751  ],"[[0.04661633]
 [0.99890754]
 [0.00326321]]",[2.58963899]
659,"[[12.51178635  2.5293832  -0.88241232]
 [ 2.5293832  59.86480306  0.19437166]
 [-0.88241232  0.19437166 14.10826419]]","[[60.         0.         0.       ]
 [ 0.        14.4848536  0.       ]
 [ 0.         0.        12.       ]]",[0.47782481 0.3515758  0.17899374],[ 0.10468555 -0.13159273  0.00587525],[-0.02903992 -0.1399715   0.05052756],"[[0.05312828]
 [0.99858254]
 [0.00320788]]",[2.54383865]
660,"[[12.50845326  2.69696312 -0.86492807]
 [ 2.69696312 59.84643921  0.1853459 ]
 [-0.86492807  0.1853459  14.15057898]]","[[60.          0.          0.        ]
 [ 0.         14.50547146  0.        ]
 [ 0.          0.         12.        ]]",[0.47867201 0.35050389 0.17904429],[ 0.10454912 -0.13102474  0.00742593],[-0.02884291 -0.13956361  0.05097526],"[[0.05664281]
 [0.9983901 ]
 [0.00296744]]",[2.51874737]
661,"[[12.5068452   2.9349851  -0.83865835]
 [ 2.9349851  59.81814582  0.19970247]
 [-0.83865835  0.19970247 14.2171003 ]]","[[60.          0.          0.        ]
 [ 0.         14.54209132  0.        ]
 [ 0.          0.         12.        ]]",[0.47984516 0.34902049 0.17911634],[ 0.10426734 -0.13359924  0.00540514],[-0.02856706 -0.13902618  0.05159903],"[[0.06162335]
 [0.99809427]
 [0.00322481]]",[2.4842981]
662,"[[12.51160568  3.31606234 -0.79337807]
 [ 3.31606234 59.76783343  0.22223727]
 [-0.79337807  0.22223727 14.32569386]]","[[60.          0.          0.        ]
 [ 0.         14.60513296  0.        ]
 [ 0.          0.         12.        ]]",[0.48168361 0.34677745 0.17926077],[ 0.09809887 -0.11661531  0.0089373 ],[-0.02811438 -0.13817815  0.05259284],"[[0.06959821]
 [0.99756845]
 [0.00364492]]",[2.43155302]
663,"[[12.51656113  3.51337286 -0.76848634]
 [ 3.51337286 59.73945452  0.22027333]
 [-0.76848634  0.22027333 14.38768664]]","[[60.          0.          0.        ]
 [ 0.         14.64370228  0.        ]
 [ 0.          0.         12.        ]]",[0.48263447 0.34566225 0.17936388],[ 0.09305772 -0.1052227   0.01269318],[-0.02782302 -0.13765675  0.053176  ],"[[0.07373183]
 [0.9972717 ]
 [0.00357383]]",[2.40448675]
664,"[[12.52455242  3.71579598 -0.74225369]
 [ 3.71579598 59.7086817   0.20768273]
 [-0.74225369  0.20768273 14.44709344]]","[[60.          0.          0.        ]
 [ 0.         14.68032756  0.        ]
 [ 0.          0.         12.        ]]",[0.48359229 0.34450811 0.1794657 ],[ 0.09820878 -0.12208546  0.00875379],[-0.02753394 -0.13714841  0.05375674],"[[0.0779778 ]
 [0.99694972]
 [0.00327465]]",[2.37618164]
665,"[[12.54106125  3.9986856  -0.70359062]
 [ 3.9986856  59.66249252  0.22379336]
 [-0.70359062  0.22379336 14.53919664]]","[[60.          0.          0.        ]
 [ 0.         14.74275041  0.        ]
 [ 0.          0.         12.        ]]",[0.48490394 0.34281251 0.17955792],[ 0.10314825 -0.13436491  0.00879297],[-0.02716026 -0.13648791  0.0545569 ],"[[0.08390456]
 [0.99646727]
 [0.00360681]]",[2.33581891]
666,"[[12.5696961   4.25296112 -0.68131614]
 [ 4.25296112 59.61826893  0.19217127]
 [-0.68131614  0.19217127 14.57057961]]","[[60.          0.          0.        ]
 [ 0.         14.75854464  0.        ]
 [ 0.          0.         12.        ]]",[0.4860304  0.34133881 0.17965652],[ 0.10148998 -0.13156686  0.00995564],[-0.02723414 -0.13611382  0.05492225],"[[0.08926795]
 [0.9960035 ]
 [0.00287443]]",[2.31035996]
