,D,eigen_values_obs,pos,vel,des_vel,normals,dists
1312,"[[18.10008878 12.60070596  6.1912751 ]
 [12.60070596 56.20249682 -1.37244355]
 [ 6.1912751  -1.37244355 29.31889282]]","[[60.          0.          0.        ]
 [ 0.         31.62147842  0.        ]
 [ 0.          0.         12.        ]]",[0.52336426 0.25518764 0.18109116],[ 0.09244501 -0.09797225  0.03782281],[ 0.02539567 -0.08700509  0.1344497 ],"[[0.29008806]
 [0.95687059]
 [0.0157349 ]]",[0.58514264]
1313,"[[18.4428097  12.721155    6.67899074]
 [12.721155   56.09822822 -1.57672196]
 [ 6.67899074 -1.57672196 30.40825803]]","[[60.          0.          0.        ]
 [ 0.         32.94929595  0.        ]
 [ 0.          0.         12.        ]]",[0.52420393 0.25427118 0.18144104],[ 0.09186626 -0.10204306  0.03780709],[ 0.02900208 -0.08357159  0.13961492],"[[0.29497124]
 [0.95537761]
 [0.01567144]]",[0.56755753]
1314,"[[18.94700193 12.89392816  7.36711673]
 [12.89392816 55.94306762 -1.87451425]
 [ 7.36711673 -1.87451425 31.89307103]]","[[60.          0.          0.        ]
 [ 0.         34.78314059  0.        ]
 [ 0.          0.         12.        ]]",[0.52522339 0.2531488  0.18187169],[ 0.09107111 -0.10078385  0.03842825],[ 0.03422741 -0.07880855  0.14688771],"[[0.30216401]
 [0.95312774]
 [0.01563408]]",[0.5442246]
1315,"[[19.34786367 13.15591469  7.67846053]
 [13.15591469 55.73374041 -2.00671294]
 [ 7.67846053 -2.00671294 32.324213  ]]","[[60.          0.          0.        ]
 [ 0.         35.40581708  0.        ]
 [ 0.          0.         12.        ]]",[0.52640213 0.25190553 0.18236508],[ 0.09094621 -0.09372017  0.03925322],[ 0.03625916 -0.07812492  0.14957207],"[[0.31081479]
 [0.95031253]
 [0.01732831]]",[0.52298238]
1316,"[[19.52137345 13.38945852  7.563699  ]
 [13.38945852 55.56238734 -2.01970137]
 [ 7.563699   -2.01970137 31.760894  ]]","[[60.          0.          0.        ]
 [ 0.         34.84465479  0.        ]
 [ 0.          0.         12.        ]]",[0.52713604 0.25116881 0.18268817],[ 0.09351303 -0.09412683  0.04111919],[ 0.03508776 -0.08054671  0.14754115],"[[0.31686793]
 [0.94831647]
 [0.01704649]]",[0.50813357]
1317,"[[19.65181704 13.62312543  7.34742553]
 [13.62312543 55.39190733 -1.99841047]
 [ 7.34742553 -1.99841047 30.93722285]]","[[60.          0.          0.        ]
 [ 0.         33.98094722  0.        ]
 [ 0.          0.         12.        ]]",[0.52787761 0.25044063 0.18301515],[ 0.09336204 -0.09097137  0.0416326 ],[ 0.03311555 -0.08378268  0.14427186],"[[0.32254395]
 [0.94641126]
 [0.01646606]]",[0.49569619]
1318,"[[20.04722235 13.86795434  7.58755931]
 [13.86795434 55.17796179 -2.15559741]
 [ 7.58755931 -2.15559741 31.18773975]]","[[60.          0.          0.        ]
 [ 0.         34.41292389  0.        ]
 [ 0.          0.         12.        ]]",[0.52907827 0.24929888 0.18355364],[ 0.09097727 -0.08549573  0.04178783],[ 0.03477311 -0.08343597  0.14604953],"[[0.3306636 ]
 [0.94360474]
 [0.01648249]]",[0.48013287]
1319,"[[20.4144056  14.09449283  7.78982322]
 [14.09449283 54.97363129 -2.30786581]
 [ 7.78982322 -2.30786581 31.38896407]]","[[60.          0.          0.        ]
 [ 0.         34.77700097  0.        ]
 [ 0.          0.         12.        ]]",[0.53022427 0.24828962 0.18411089],[ 0.08661667 -0.07680247  0.04438544],[ 0.03621093 -0.08317816  0.14758202],"[[0.33820485]
 [0.94093336]
 [0.01618285]]",[0.46722603]
1320,"[[20.8116367  14.31225484  8.01050061]
 [14.31225484 54.76537267 -2.47583619]
 [ 8.01050061 -2.47583619 31.56999235]]","[[60.          0.          0.        ]
 [ 0.         35.14700173  0.        ]
 [ 0.          0.         12.        ]]",[0.53133011 0.24734532 0.18468953],[ 0.08520437 -0.07559509  0.04433809],[ 0.03787951 -0.08298418  0.14909452],"[[0.34585007]
 [0.93815763]
 [0.01574771]]",[0.45423611]
1321,"[[21.1645412  14.52456502  8.18955373]
 [14.52456502 54.56116614 -2.64474914]
 [ 8.18955373 -2.64474914 31.81016284]]","[[60.          0.          0.        ]
 [ 0.         35.53587018  0.        ]
 [ 0.          0.         12.        ]]",[0.5323316  0.24632944 0.18519711],[ 0.08109718 -0.08978612  0.03937161],[ 0.03929121 -0.08247465  0.15083931],"[[0.3529994 ]
 [0.93550675]
 [0.01478288]]",[0.44021803]
1322,"[[21.61825945 14.7544855   8.46553299]
 [14.7544855  54.32206477 -2.85647573]
 [ 8.46553299 -2.85647573 32.19897438]]","[[60.          0.          0.        ]
 [ 0.         36.13929859  0.        ]
 [ 0.          0.         12.        ]]",[0.53346926 0.24495268 0.18575171],[ 0.08156357 -0.10082157  0.0410338 ],[ 0.04155091 -0.0816713   0.15357781],"[[0.36152512]
 [0.93225271]
 [0.01429967]]",[0.41854681]
1323,"[[21.97342224 14.92906599  8.67633914]
 [14.92906599 54.13285357 -3.01289268]
 [ 8.67633914 -3.01289268 32.48715147]]","[[60.          0.          0.        ]
 [ 0.         36.59342728  0.        ]
 [ 0.          0.         12.        ]]",[0.53434044 0.24390512 0.18620711],[ 0.07844609 -0.09400154  0.0416855 ],[ 0.04327674 -0.08117242  0.15567768],"[[0.36823384]
 [0.92962287]
 [0.01432304]]",[0.40250047]
1324,"[[22.3085918  15.08060747  8.86220231]
 [15.08060747 53.96136644 -3.19925787]
 [ 8.86220231 -3.19925787 32.74821229]]","[[60.          0.          0.        ]
 [ 0.         37.01817053  0.        ]
 [ 0.          0.         12.        ]]",[0.53505589 0.2431284  0.18660457],[ 0.07906562 -0.08510752  0.0443481 ],[ 0.04508121 -0.0804371   0.15766171],"[[0.37403297]
 [0.92732749]
 [0.01276966]]",[0.38724917]
1325,"[[22.62193912 15.1382284   8.97911033]
 [15.1382284  53.86893594 -3.60678458]
 [ 8.97911033 -3.60678458 32.8493867 ]]","[[60.          0.          0.        ]
 [ 0.         37.34026176  0.        ]
 [ 0.          0.         12.        ]]",[0.53570408 0.24249803 0.18697354],[ 0.08295255 -0.08072745  0.04761414],[ 0.04803892 -0.07844786  0.15935752],"[[0.37561246]
 [0.92677617]
 [0.00110435]]",[0.3753503]
1326,"[[23.07994253 15.43214941  9.30284794]
 [15.43214941 53.54257527 -3.47635887]
 [ 9.30284794 -3.47635887 33.2807821 ]]","[[60.         0.         0.       ]
 [ 0.        37.9032999  0.       ]
 [ 0.         0.        12.       ]]",[0.53684997 0.24144258 0.1876476 ],[ 0.0813392  -0.07394812  0.05031083],[ 0.04836128 -0.07990156  0.16130918],"[[0.38894536]
 [0.92112917]
 [0.01557396]]",[0.37718674]
1327,"[[23.56011245 15.45754061 10.1335287 ]
 [15.45754061 53.43711865 -3.94177407]
 [10.1335287  -3.94177407 35.61525567]]","[[60.          0.          0.        ]
 [ 0.         40.61248676  0.        ]
 [ 0.          0.         12.        ]]",[0.53762554 0.24074692 0.18813895],[ 0.07572954 -0.07057798  0.04805267],[ 0.05710245 -0.07134986  0.17445795],"[[0.3940462 ]
 [0.91896488]
 [0.01520322]]",[0.3630548]
1328,"[[23.70964453 15.54718618 10.1696648 ]
 [15.54718618 53.33360228 -4.00322119]
 [10.1696648  -4.00322119 35.64288757]]","[[60.          0.          0.        ]
 [ 0.         40.68613439  0.        ]
 [ 0.          0.         12.        ]]",[0.53820555 0.24022576 0.1885407 ],[ 0.07064069 -0.06534784  0.04926797],[ 0.05757482 -0.07163465  0.175284  ],"[[0.39731851]
 [0.91755679]
 [0.01508443]]",[0.35236073]
1329,"[[23.89172828 15.63563027 10.24720268]
 [15.63563027 53.22362962 -4.0848539 ]
 [10.24720268 -4.0848539  35.74830997]]","[[60.          0.          0.        ]
 [ 0.         40.86366787  0.        ]
 [ 0.          0.         12.        ]]",[0.53870634 0.23976635 0.18891877],[ 0.07107877 -0.0641206   0.05404476],[ 0.05838741 -0.07154371  0.17632634],"[[0.4009316 ]
 [0.91598315]
 [0.01512348]]",[0.34697099]
1330,"[[23.97478508 15.80100005  9.95390441]
 [15.80100005 53.06109973 -3.92963832]
 [ 9.95390441 -3.92963832 34.68091978]]","[[60.         0.         0.       ]
 [ 0.        39.7168046  0.       ]
 [ 0.         0.        12.       ]]",[0.5394713  0.23907009 0.18952469],[ 0.07884261 -0.07137236  0.06231384],[ 0.05460794 -0.07669248  0.17097814],"[[0.40569792]
 [0.91383652]
 [0.01766381]]",[0.34146257]
1331,"[[24.14251633 15.99031479  9.68547181]
 [15.99031479 52.86053167 -3.86404865]
 [ 9.68547181 -3.86404865 33.67199557]]","[[60.          0.          0.        ]
 [ 0.         38.67504357  0.        ]
 [ 0.          0.         12.        ]]",[0.5402238  0.23836997 0.190111  ],[ 0.08173478 -0.07671862  0.06329643],[ 0.05161612 -0.08104274  0.16622485],"[[0.41115436]
 [0.91139789]
 [0.01749233]]",[0.33295407]
1332,"[[24.44746886 16.12309133  9.79687795]
 [16.12309133 52.67971243 -3.99685498]
 [ 9.79687795 -3.99685498 33.77668062]]","[[60.         0.         0.       ]
 [ 0.        38.9038619  0.       ]
 [ 0.         0.        12.       ]]",[0.5410472  0.23761848 0.19073517],[ 0.0927497  -0.08313466  0.0704054 ],[ 0.05272731 -0.08113597  0.16746368],"[[0.41688731]
 [0.90879483]
 [0.01723172]]",[0.32548871]
1333,"[[24.85331688 16.15960379 10.33515901]
 [16.15960379 52.55400705 -4.1533254 ]
 [10.33515901 -4.1533254  34.83873972]]","[[60.          0.          0.        ]
 [ 0.         40.24606365  0.        ]
 [ 0.          0.         12.        ]]",[0.54225198 0.23653388 0.1916345 ],[ 0.10205204 -0.09133237  0.07592126],[ 0.05735471 -0.07903564  0.17417979],"[[0.42355059]
 [0.90554107]
 [0.0245002 ]]",[0.3253697]
1334,"[[25.36713811 16.33813252 10.43517788]
 [16.33813252 52.28569384 -4.53740859]
 [10.43517788 -4.53740859 34.8641307 ]]","[[60.          0.          0.        ]
 [ 0.         40.51696265  0.        ]
 [ 0.          0.         12.        ]]",[0.54332144 0.23556853 0.1924585 ],[ 0.10606989 -0.09721997  0.08203665],[ 0.06018664 -0.07834487  0.1762805 ],"[[0.43049938]
 [0.9024523 ]
 [0.01581576]]",[0.30274901]
1335,"[[25.71666244 16.53391887 10.31124318]
 [16.53391887 52.01944203 -4.58248819]
 [10.31124318 -4.58248819 34.15636849]]","[[60.          0.          0.        ]
 [ 0.         39.89247297  0.        ]
 [ 0.          0.         12.        ]]",[0.54418825 0.23477581 0.19313408],[ 0.10845411 -0.10077301  0.08459731],[ 0.05862425 -0.08170715  0.1730958 ],"[[0.43810288]
 [0.89879246]
 [0.01542661]]",[0.29378427]
1336,"[[26.51528697 16.81426148 10.56113186]
 [16.81426148 51.54999318 -4.91441406]
 [10.56113186 -4.91441406 34.33405615]]","[[60.         0.         0.       ]
 [ 0.        40.3993363  0.       ]
 [ 0.         0.        12.       ]]",[0.54612269 0.23302356 0.19468991],[ 0.10652885 -0.09675274  0.08608602],[ 0.0613949  -0.08247294  0.17588503],"[[0.4525995 ]
 [0.89157881]
 [0.01552156]]",[0.27697415]
1337,"[[27.9675565  17.39539475 10.91906497]
 [17.39539475 50.5404472  -5.40282186]
 [10.91906497 -5.40282186 34.74178667]]","[[60.          0.          0.        ]
 [ 0.         41.24979038  0.        ]
 [ 0.          0.         12.        ]]",[0.54983998 0.22936812 0.19803087],[ 0.1055122  -0.12146732  0.09457319],[ 0.06444379 -0.08497631  0.18110057],"[[0.48274513]
 [0.87549897]
 [0.02141721]]",[0.24929746]
1338,"[[28.66858003 17.48268451 11.59308132]
 [17.48268451 50.23804412 -6.11176094]
 [11.59308132 -6.11176094 36.83723899]]","[[60.          0.          0.        ]
 [ 0.         43.74386314  0.        ]
 [ 0.          0.         12.        ]]",[0.55120546 0.22788684 0.199289  ],[ 0.10403651 -0.11254555  0.09608642],[ 0.07606648 -0.07725301  0.19707411],"[[0.49184239]
 [0.87052845]
 [0.01647071]]",[0.21964625]
1339,"[[29.20120239 17.66266098 11.66837003]
 [17.66266098 49.86362831 -6.32771518]
 [11.66837003 -6.32771518 36.90822196]]","[[60.          0.          0.        ]
 [ 0.         43.97305266  0.        ]
 [ 0.          0.         12.        ]]",[0.55254738 0.22663041 0.20054817],[ 0.11224186 -0.10254321  0.1031431 ],[ 0.07755537 -0.07840233  0.19928765],"[[0.50220948]
 [0.86458178]
 [0.01685184]]",[0.20802694]
1340,"[[29.6285775  17.77370019 11.48100103]
 [17.77370019 49.59564831 -6.4769663 ]
 [11.48100103 -6.4769663  36.04049085]]","[[60.          0.          0.        ]
 [ 0.         43.26471666  0.        ]
 [ 0.          0.         12.        ]]",[0.55349363 0.22584528 0.20140145],[ 0.11893655 -0.09522404  0.10633593],[ 0.07628813 -0.08177643  0.19528551],"[[0.50803787]
 [0.8612693 ]
 [0.01061671]]",[0.19367111]
1341,"[[30.27539918 17.94049759 11.44740782]
 [17.94049759 49.16879136 -6.6602438 ]
 [11.44740782 -6.6602438  35.54992033]]","[[60.          0.          0.        ]
 [ 0.         42.99411087  0.        ]
 [ 0.          0.         12.        ]]",[0.55504745 0.2246602  0.20272444],[ 0.11958451 -0.09083239  0.10011194],[ 0.07582585 -0.0850813   0.19348051],"[[0.51969627]
 [0.8542852 ]
 [0.0106105 ]]",[0.1891396]
1342,"[[30.45664318 17.97702985 11.45793903]
 [17.97702985 49.05775701 -6.7152592 ]
 [11.45793903 -6.7152592  35.45923584]]","[[60.          0.          0.        ]
 [ 0.         42.97363604  0.        ]
 [ 0.          0.         12.        ]]",[0.55551542 0.22435988 0.20312176],[ 0.11655308 -0.08031182  0.09777232],[ 0.07589893 -0.0858242   0.19320158],"[[0.52287188]
 [0.85234167]
 [0.01089367]]",[0.19026562]
1343,"[[17.35549402 -3.500631   11.16829824]
 [-3.500631   14.28819551 -7.30018385]
 [11.16829824 -7.30018385 35.29026698]]","[[12.          0.          0.        ]
 [ 0.         42.93395651  0.        ]
 [ 0.          0.         12.        ]]",[0.55698674 0.22356108 0.20446817],[ 0.11109951 -0.05651577  0.10641073],[ 0.07587891 -0.08743255  0.19303993],"[[0.53184425]
 [0.84677853]
 [0.0103839 ]]",[0.19293987]
1344,"[[28.28815718 13.58442848 11.41023587]
 [13.58442848 41.13721265 -7.0618039 ]
 [11.41023587 -7.0618039  35.42637087]]","[[49.74200416  0.          0.        ]
 [ 0.         43.10973654  0.        ]
 [ 0.          0.         12.        ]]",[0.55830469 0.22282849 0.205814  ],[ 0.10806865 -0.06777404  0.11148894],[ 0.07537835 -0.08895032  0.19413711],"[[0.54119011]
 [0.84073591]
 [0.01662481]]",[0.20503777]
1345,"[[31.52492236 18.32466251 11.55700015]
 [18.32466251 48.19989828 -7.05203352]
 [11.55700015 -7.05203352 35.70021015]]","[[60.          0.          0.        ]
 [ 0.         43.42503079  0.        ]
 [ 0.          0.         12.        ]]",[0.55913616 0.22218286 0.20666084],[ 0.09946726 -0.08023487  0.10018563],[ 0.07672598 -0.08858253  0.19668381],"[[0.54580218]
 [0.83775238]
 [0.01646014]]",[0.20188709]
1346,"[[31.82497658 18.38779414 11.51163546]
 [18.38779414 47.99203242 -7.12443083]
 [11.51163546 -7.12443083 35.41835235]]","[[60.          0.          0.        ]
 [ 0.         43.23536135  0.        ]
 [ 0.          0.         12.        ]]",[0.55994948 0.22148224 0.20749039],[ 0.10232691 -0.09378607  0.10213266],[ 0.07621235 -0.09045119  0.19572869],"[[0.55112356]
 [0.83426443]
 [0.01629973]]",[0.19783981]
1347,"[[32.15055706 18.44767261 11.45687253]
 [18.44767261 47.77229139 -7.19104422]
 [11.45687253 -7.19104422 35.06655213]]","[[60.          0.          0.        ]
 [ 0.         42.98940057  0.        ]
 [ 0.          0.         12.        ]]",[0.56078034 0.22074093 0.20835043],[ 0.10446812 -0.09201427  0.11090656],[ 0.07543154 -0.09262148  0.19425866],"[[0.55683153]
 [0.83046454]
 [0.01634915]]",[0.19466654]
1348,"[[32.48631246 18.5120284  11.4707465 ]
 [18.5120284  47.53668382 -7.31941534]
 [11.4707465  -7.31941534 35.0506494 ]]","[[60.          0.          0.        ]
 [ 0.         43.07364569  0.        ]
 [ 0.          0.         12.        ]]",[0.5616672  0.22000601 0.20930686],[ 0.11322405 -0.0932074   0.12274978],[ 0.0759443  -0.09352944  0.19498786],"[[0.56283774]
 [0.82640613]
 [0.01632745]]",[0.19224869]
1349,"[[33.08359052 18.58312463 11.51541355]
 [18.58312463 47.16669399 -7.6869682 ]
 [11.51541355 -7.6869682  35.22346953]]","[[60.          0.          0.        ]
 [ 0.         43.47375404  0.        ]
 [ 0.          0.         12.        ]]",[0.56312464 0.21870392 0.2108969 ],[ 0.11125802 -0.10995291  0.11897167],[ 0.07919254 -0.09345467  0.19824637],"[[0.57126497]
 [0.82069351]
 [0.01088561]]",[0.17775149]
1350,"[[33.49432859 18.62961848 11.55343465]
 [18.62961848 46.90267982 -7.86078296]
 [11.55343465 -7.86078296 35.24437121]]","[[60.          0.          0.        ]
 [ 0.         43.64137963  0.        ]
 [ 0.          0.         12.        ]]",[0.56394746 0.217796   0.21179395],[ 0.09919551 -0.11465425  0.10836173],[ 0.0802764  -0.09433746  0.19935996],"[[0.57812462]
 [0.81587779]
 [0.01074046]]",[0.17183846]
1351,"[[33.8922285  18.6749832  11.59202999]
 [18.6749832  46.63837945 -8.03644126]
 [11.59202999 -8.03644126 35.31280605]]","[[60.          0.          0.        ]
 [ 0.         43.84341399  0.        ]
 [ 0.          0.         12.        ]]",[0.56479114 0.21682644 0.21277865],[ 0.09307715 -0.10943155  0.10831801],[ 0.08151461 -0.09511247  0.20091973],"[[0.5848628 ]
 [0.81106297]
 [0.01060012]]",[0.16458706]
1352,"[[34.23067006 18.80424205 11.85081147]
 [18.80424205 46.2699689  -8.2606272 ]
 [11.85081147 -8.2606272  36.52351084]]","[[60.          0.          0.        ]
 [ 0.         45.02414979  0.        ]
 [ 0.          0.         12.        ]]",[0.56588928 0.21569928 0.21414465],[ 0.09943411 -0.1021685   0.12536205],[ 0.08535214 -0.09279822  0.20978349],"[[0.59454081]
 [0.80388014]
 [0.01726139]]",[0.16914204]
1353,"[[34.86782572 18.9219744  11.93120309]
 [18.9219744  45.74601607 -8.6199635 ]
 [11.93120309 -8.6199635  37.12988865]]","[[60.          0.          0.        ]
 [ 0.         45.74373045  0.        ]
 [ 0.          0.         12.        ]]",[0.5675962  0.21381618 0.21621497],[ 0.11066282 -0.1271864   0.12724456],[ 0.08857042 -0.09181838  0.21499922],"[[0.60646582]
 [0.79493264]
 [0.01677196]]",[0.15450355]
1354,"[[35.27620879 18.91660477 11.82654756]
 [18.91660477 45.51870845 -8.67336179]
 [11.82654756 -8.67336179 36.43456069]]","[[60.          0.          0.        ]
 [ 0.         45.22947793  0.        ]
 [ 0.          0.         12.        ]]",[0.56846938 0.2128096  0.21721339],[ 0.10703954 -0.12900139  0.12375455],[ 0.08722421 -0.09636017  0.21285286],"[[0.61255828]
 [0.79025188]
 [0.01656278]]",[0.14658614]
1355,"[[35.70815469 18.89550965 11.67446652]
 [18.89550965 45.29388456 -8.6882932 ]
 [11.67446652 -8.6882932  35.50369789]]","[[60.          0.          0.        ]
 [ 0.         44.50573714  0.        ]
 [ 0.          0.         12.        ]]",[0.56924205 0.21196901 0.21813831],[ 0.1097157  -0.11787634  0.13296511],[ 0.08416632 -0.10094976  0.20725372],"[[0.61877486]
 [0.78539857]
 [0.0163328 ]]",[0.14206516]
1356,"[[36.2439539  18.92243862 11.66309135]
 [18.92243862 44.91905852 -8.88703987]
 [11.66309135 -8.88703987 35.44232554]]","[[60.          0.          0.        ]
 [ 0.         44.60533796  0.        ]
 [ 0.          0.         12.        ]]",[0.57061996 0.21057611 0.21988656],[ 0.11806274 -0.11456599  0.15118786],[ 0.08478526 -0.1028562   0.20832922],"[[0.62794157]
 [0.77808236]
 [0.01665023]]",[0.13914614]
1357,"[[36.61798104 18.93327721 11.64434596]
 [18.93327721 44.66567118 -9.17931706]
 [11.64434596 -9.17931706 35.67301874]]","[[60.          0.          0.        ]
 [ 0.         44.95667096  0.        ]
 [ 0.          0.         12.        ]]",[0.57144526 0.20973647 0.22092099],[ 0.11847365 -0.11549974  0.14809452],[ 0.08767007 -0.10170278  0.2108803 ],"[[0.63239657]
 [0.77457456]
 [0.010432  ]]",[0.12514866]
1358,"[[37.07248989 18.87368582 11.75500839]
 [18.87368582 44.45276274 -9.23290281]
 [11.75500839 -9.23290281 35.43069546]]","[[60.          0.          0.        ]
 [ 0.         44.95594808  0.        ]
 [ 0.          0.         12.        ]]",[0.57267771 0.20858278 0.22236903],[ 0.12349785 -0.11187997  0.14501722],[ 0.0867961  -0.10508005  0.20958201],"[[0.64103801]
 [0.7672895 ]
 [0.01836022]]",[0.12567475]
1359,"[[35.3119002  16.29142086 11.76172429]
 [16.29142086 41.29418488 -9.34965492]
 [11.76172429 -9.34965492 35.17024771]]","[[54.87601313  0.          0.        ]
 [ 0.         44.90031965  0.        ]
 [ 0.          0.         12.        ]]",[0.57389088 0.207543   0.22378207],[ 0.12084688 -0.1047928   0.14021264],[ 0.08548073 -0.10863432  0.20830658],"[[0.64912434]
 [0.76021187]
 [0.02674866]]",[0.12845407]
1360,"[[ 17.11905292  -4.97980907  10.82252682]
 [ -4.97980907  16.84435281 -10.52814224]
 [ 10.82252682 -10.52814224  34.88061651]]","[[12.          0.          0.        ]
 [ 0.         44.84402224  0.        ]
 [ 0.          0.         12.        ]]",[0.57507797 0.20655328 0.22523401],[ 0.11790841 -0.09653664  0.14726007],[ 0.08392462 -0.11215246  0.20707121],"[[0.65671956]
 [0.75327611]
 [0.0359795 ]]",[0.131274]
1361,"[[ 16.89539232  -4.99883975  10.7123586 ]
 [ -4.99883975  17.10447318 -10.93872778]
 [ 10.7123586  -10.93872778  35.44135449]]","[[12.       0.       0.     ]
 [ 0.      45.44122  0.     ]
 [ 0.       0.      12.     ]]",[0.5761852  0.20568418 0.22663233],[ 0.12116388 -0.10199243  0.15325368],[ 0.08361544 -0.11069245  0.2079799 ],"[[0.66374818]
 [0.74659695]
 [0.04507044]]",[0.13415752]
1362,"[[ 23.05437445   2.05808399  11.04150061]
 [  2.05808399  25.06958124 -10.82247792]
 [ 11.04150061 -10.82247792  36.10145948]]","[[26.17286074  0.          0.        ]
 [ 0.         46.05255443  0.        ]
 [ 0.          0.         12.        ]]",[0.57775522 0.20433019 0.2285602 ],[ 0.11771677 -0.10963975  0.14162079],[ 0.08274791 -0.10918175  0.20912228],"[[0.67422855]
 [0.73660961]
 [0.05312394]]",[0.14909379]
1363,"[[36.18742333 16.0160691  12.09061864]
 [16.0160691  40.38026298 -9.6623447 ]
 [12.09061864 -9.6623447  35.60608542]]","[[54.48081124  0.          0.        ]
 [ 0.         45.69296049  0.        ]
 [ 0.          0.         12.        ]]",[0.5786663  0.20343475 0.22964255],[ 0.11419291 -0.11420256  0.13431157],[ 0.08053844 -0.11453196  0.20711347],"[[0.68031941]
 [0.73029358]
 [0.06194179]]",[0.14630694]
1364,"[[ 16.46988338  -5.23992396   9.9856252 ]
 [ -5.23992396  18.14262179 -11.7058796 ]
 [  9.9856252  -11.7058796   34.30767609]]","[[12.          0.          0.        ]
 [ 0.         44.92018126  0.        ]
 [ 0.          0.         12.        ]]",[0.57981796 0.20238039 0.23107007],[ 0.11614911 -0.10334698  0.14594731],[ 0.07708311 -0.12305422  0.20350885],"[[0.68730443]
 [0.72282779]
 [0.07164218]]",[0.14882034]
1365,"[[ 16.3646538   -5.3573942    9.67303865]
 [ -5.3573942   18.57593337 -11.87317103]
 [  9.67303865 -11.87317103  33.43759411]]","[[12.          0.          0.        ]
 [ 0.         44.37818128  0.        ]
 [ 0.          0.         12.        ]]",[0.58110688 0.20126861 0.23276093],[ 0.11318958 -0.10526711  0.14948791],[ 0.07317083 -0.12887248  0.19848692],"[[0.694787  ]
 [0.71450002]
 [0.08222375]]",[0.15507235]
1366,"[[ 16.25788999  -5.41032229   9.49023639]
 [ -5.41032229  18.90289492 -12.08481428]
 [  9.49023639 -12.08481428  33.17629147]]","[[12.01104036  0.          0.        ]
 [ 0.         44.32603601  0.        ]
 [ 0.          0.         12.        ]]",[0.58208792 0.20030676 0.23408595],[ 0.1056087  -0.10892217  0.14274519],[ 0.07159221 -0.13157712  0.1969305 ],"[[0.70017419]
 [0.70822242]
 [0.09042736]]",[0.15800004]
1367,"[[ 16.09227384  -5.44587716   9.28661863]
 [ -5.44587716  19.24721247 -12.35835778]
 [  9.28661863 -12.35835778  33.07417268]]","[[12.          0.          0.        ]
 [ 0.         44.41365899  0.        ]
 [ 0.          0.         12.        ]]",[0.58332617 0.19915517 0.23581846],[ 0.10264446 -0.08845448  0.14495535],[ 0.07020798 -0.13394398  0.19640856],"[[0.7059001 ]
 [0.7011978 ]
 [0.10013339]]",[0.1646706]
1368,"[[ 15.91438347  -5.41054523   9.18704486]
 [ -5.41054523  19.47857227 -12.69853147]
 [  9.18704486 -12.69853147  33.56196342]]","[[12.          0.          0.        ]
 [ 0.         44.95491915  0.        ]
 [ 0.          0.         12.        ]]",[0.58419328 0.19843663 0.23703995],[ 0.1131573  -0.09397668  0.15752586],[ 0.07083821 -0.13338405  0.19922511],"[[0.71001099]
 [0.69595944]
 [0.10735386]]",[0.16925969]
1369,"[[ 15.63478492  -5.48661063   8.7053383 ]
 [ -5.48661063  20.28189201 -13.14047535]
 [  8.7053383  -13.14047535  32.84935327]]","[[12.          0.          0.        ]
 [ 0.         44.76603021  0.        ]
 [ 0.          0.         12.        ]]",[0.58646132 0.19608771 0.24010935],[ 0.11611626 -0.12630861  0.15200072],[ 0.0665688  -0.14015738  0.19536684],"[[0.7223928 ]
 [0.67975788]
 [0.12679856]]",[0.17685878]
1370,"[[ 15.50646333  -5.58311655   8.39690999]
 [ -5.58311655  20.88963822 -13.36986096]
 [  8.39690999 -13.36986096  32.10803787]]","[[12.          0.          0.        ]
 [ 0.         44.50413942  0.        ]
 [ 0.          0.         12.        ]]",[0.58771753 0.19476647 0.24173274],[ 0.11494116 -0.12374944  0.1470227 ],[ 0.06356823 -0.14530345  0.19080694],"[[0.72796388]
 [0.67075079]
 [0.14199285]]",[0.16967176]
1371,"[[ 15.44698135  -5.64756762   8.17246647]
 [ -5.64756762  21.25302947 -13.38984819]
 [  8.17246647 -13.38984819  31.37614434]]","[[12.          0.          0.        ]
 [ 0.         44.07615516  0.        ]
 [ 0.          0.         12.        ]]",[0.58862183 0.19377849 0.24290826],[ 0.11394588 -0.12572049  0.14927278],[ 0.06052583 -0.14921767  0.18621378],"[[0.73399297]
 [0.66274452]
 [0.14840494]]",[0.17431026]
1372,"[[ 15.30938252  -5.66380999   7.91518891]
 [ -5.66380999  21.69327161 -13.5463718 ]
 [  7.91518891 -13.5463718   30.93108915]]","[[12.          0.          0.        ]
 [ 0.         43.93374328  0.        ]
 [ 0.          0.         12.        ]]",[0.58979452 0.19256319 0.24446878],[ 0.11926343 -0.11853444  0.15873034],[ 0.05798306 -0.15248726  0.18341784],"[[0.74058157]
 [0.65318641]
 [0.15775442]]",[0.18229888]
1373,"[[ 15.19982542  -5.6856115    7.75042457]
 [ -5.6856115   22.10248179 -13.771346  ]
 [  7.75042457 -13.771346    30.77261198]]","[[12.         0.         0.       ]
 [ 0.        44.0749192  0.       ]
 [ 0.         0.        12.       ]]",[0.59096068 0.19145407 0.24607698],[ 0.10988679 -0.10731457  0.15557832],[ 0.05741727 -0.15494553  0.18299953],"[[0.74380246]
 [0.64705016]
 [0.1675828 ]]",[0.19001147]
