,D,eigen_values_obs,pos,vel,des_vel,normals,dists
1099,"[[13.73771007  7.51537309 -1.74845465]
 [ 7.51537309 44.50302426 -7.561842  ]
 [-1.74845465 -7.561842   13.75926566]]",,[0.61434744 0.03008876 0.29696367],[-0.46815019 -0.15218043 -0.27027752],[-0.05492593 -0.2375476   0.05526555],"[[0.88005484]
 [0.01705747]
 [0.47456561]]",[0.44075948]
1100,"[[13.32605119  6.5554243  -1.73373681]
 [ 6.5554243  44.40718615 -8.5708459 ]
 [-1.73373681 -8.5708459  14.26676266]]",,[0.60804344 0.02837999 0.29327734],[-0.54201085 -0.14059048 -0.31170002],[-0.04798096 -0.23719712  0.06273238],"[[0.88005672]
 [0.01576549]
 [0.4746068 ]]",[0.25803399]
1101,"[[ 12.83467      5.15036956  -1.68081515]
 [  5.15036956  43.78059167 -10.37154698]
 [ -1.68081515 -10.37154698  15.38473833]]",,[0.60338174 0.0272657  0.29062608],[-0.58760848 -0.14233479 -0.33706728],[-0.03806678 -0.23489282  0.07665691],"[[0.88299526]
 [0.0220323 ]
 [0.46886453]]",[0.13192329]
1102,"[[ 12.51029138   3.9827667   -1.49922045]
 [  3.9827667   43.08504489 -11.7012465 ]
 [ -1.49922045 -11.7012465   16.40466373]]",,[0.59709304 0.02589961 0.28712938],[-0.63582988 -0.13426062 -0.34714132],[-0.02976445 -0.23230818  0.08744704],"[[0.88270724]
 [0.02192866]
 [0.4694114 ]]",[-0.05206672]
1103,"[[ 12.58787503   4.29351199  -1.54391022]
 [  4.29351199  43.35742174 -11.27586091]
 [ -1.54391022 -11.27586091  16.05470324]]",,[0.59037774 0.0245125  0.2833975 ],[-0.67591809 -0.14056984 -0.36853652],[-0.03194709 -0.23332374  0.08390122],"[[0.88282405]
 [0.0219075 ]
 [0.46919267]]",[-0.21034849]
1104,"[[ 12.52783965   4.04842571  -1.52769828]
 [  4.04842571  43.05062432 -11.7171436 ]
 [ -1.52769828 -11.7171436   16.42153603]]",,[0.58256848 0.0229065  0.27910451],[-0.70547248 -0.14144366 -0.37656701],[-0.03027191 -0.23217953  0.08761437],"[[0.88483027]
 [0.02249539]
 [0.46537013]]",[-0.33920264]
1105,"[[ 12.61673004   4.39950127  -1.57045031]
 [  4.39950127  43.38425255 -11.20295373]
 [ -1.57045031 -11.20295373  15.99901741]]",,[0.57514798 0.02139723 0.27492305],[-0.75409646 -0.15176692 -0.43119648],[-0.03272173 -0.23342354  0.0833231 ],"[[0.88510012]
 [0.02214514]
 [0.4648735 ]]",[-0.43176652]
1106,"[[ 12.66673886   4.58781497  -1.58430176]
 [  4.58781497  43.56865073 -10.90154444]
 [ -1.58430176 -10.90154444  15.76461041]]",,[0.56832553 0.02000233 0.2709696 ],[-0.74925085 -0.15629328 -0.41891162],[-0.03402253 -0.23410828  0.08084418],"[[0.88613334]
 [0.02256279]
 [0.4628808 ]]",[-0.49813635]
1107,"[[ 12.66855572   4.59999285  -1.56879096]
 [  4.59999285  43.65021772 -10.79405494]
 [ -1.56879096 -10.79405494  15.68122656]]",,[0.56073893 0.01839413 0.26652624],[-0.75497914 -0.15883468 -0.43787545],[-0.03406886 -0.23441053  0.07994384],"[[0.88870936]
 [0.02692441]
 [0.45767974]]",[-0.55649534]
1108,"[[ 12.64831016   4.52588399  -1.56052354]
 [  4.52588399  43.59541101 -10.89408893]
 [ -1.56052354 -10.89408893  15.75627883]]",,[0.55338906 0.01677391 0.26205784],[-0.72195076 -0.15865884 -0.43697893],[-0.03354905 -0.23420748  0.08075467],"[[0.89207831]
 [0.02772902]
 [0.45102926]]",[-0.6030973]
1109,"[[ 12.67660841   4.63022594  -1.56879304]
 [  4.63022594  43.68596769 -10.73570194]
 [ -1.56879304 -10.73570194  15.6374239 ]]",,[0.54622076 0.01504665 0.25734847],[-0.70867277 -0.1729837  -0.46909221],[-0.03427342 -0.23454288  0.0794668 ],"[[0.89222681]
 [0.02243613]
 [0.45102987]]",[-0.64268527]
1110,"[[ 12.66085884   4.57674269  -1.55164761]
 [  4.57674269  43.69598748 -10.74585284]
 [ -1.55164761 -10.74585284  15.64315367]]",,[0.53945409 0.01325919 0.25255416],[-0.6689514  -0.17720276 -0.4795813 ],[-0.03387218 -0.23457996  0.07952936],"[[0.89533172]
 [0.0215452 ]
 [0.44487853]]",[-0.67464305]
1111,"[[ 12.61705043   4.41750285  -1.52273861]
 [  4.41750285  43.62518076 -10.90138147]
 [ -1.52273861 -10.90138147  15.75776881]]",,[0.53298988 0.01140739 0.24762304],[-0.63964028 -0.18189499 -0.49400943],[-0.03273023 -0.23431779  0.08077069],"[[0.90537362]
 [0.01974382]
 [0.42415656]]",[-0.70118564]
1112,"[[ 12.47806892   3.85565562  -1.45459645]
 [  3.85565562  43.09610299 -11.7314111 ]
 [ -1.45459645 -11.7314111   16.4258281 ]]",,[0.52704981 0.0095414  0.24272598],[-0.57702941 -0.18120136 -0.481673  ],[-0.02880939 -0.2323495   0.08765688],"[[0.91865767]
 [0.02053475]
 [0.39452047]]",[-0.72291373]
1113,"[[ 12.34235672   3.22844052  -1.3359661 ]
 [  3.22844052  42.44435156 -12.59822551]
 [ -1.3359661  -12.59822551  17.21329172]]",,[0.5215405  0.00755948 0.23777522],[-0.53314178 -0.20153095 -0.49262292],[-0.02437969 -0.22990167  0.09513597],"[[0.9341884 ]
 [0.02153621]
 [0.35612951]]",[-0.74117946]
1114,"[[ 12.05586152   1.22836042  -0.70641686]
 [  1.22836042  39.01089043 -15.5336726 ]
 [ -0.70641686 -15.5336726   20.93324805]]",,[0.51670738 0.00540813 0.2329357 ],[-0.45402143 -0.21711375 -0.46578925],[-0.00984793 -0.21655001  0.12453558],"[[0.95544863]
 [0.02086729]
 [0.29441888]]",[-0.75586246]
1115,"[[ 12.00911692   0.48946008  -0.29758142]
 [  0.48946008  38.27765336 -15.97626   ]
 [ -0.29758142 -15.97626     21.71322973]]",,[0.51207883 0.00282452 0.22764103],[-0.40294216 -0.23609148 -0.46892441],[-0.00397844 -0.21359056  0.12985856],"[[0.97527229]
 [0.02292764]
 [0.21981421]]",[-0.76937643]
1116,"[[ 12.05862491   1.31275352  -0.619466  ]
 [  1.31275352  41.39572552 -13.87134161]
 [ -0.619466   -13.87134161  18.54564957]]",,[5.08444420e-01 2.26789928e-04 2.22956551e-01],[-0.35702869 -0.25972142 -0.46362013],[-0.01008858 -0.2259076   0.10660195],"[[0.98872407]
 [0.02547914]
 [0.14756531]]",[-0.77925947]
1117,"[[ 1.20001193e+01  5.80161642e-02 -3.04777275e-02]
 [ 5.80161642e-02  4.02136620e+01 -1.48215297e+01]
 [-3.04777275e-02 -1.48215297e+01  1.97862187e+01]]",,[ 0.50565789 -0.00224123  0.21891031],[-0.31062314 -0.27219309 -0.45068933],[-0.0004551  -0.22131889  0.11626582],"[[0.99812504]
 [0.02684448]
 [0.05500705]]",[-0.78578486]
1118,"[[ 12.02775683  -0.86961752   0.49217975]
 [ -0.86961752  39.24499    -15.41991976]
 [  0.49217975 -15.41991976  20.72725317]]",,[ 0.5029086  -0.00511873  0.21446763],[-0.260865   -0.29150885 -0.43317631],[ 0.00694183 -0.21748639  0.12309135],"[[ 0.99955569]
 [ 0.02950283]
 [-0.00424301]]",[-0.79185697]
1119,"[[ 12.04097407  -1.04801624   0.61241302]
 [ -1.04801624  38.80568367 -15.66402238]
 [  0.61241302 -15.66402238  21.15334226]]",,[ 0.50046199 -0.00800963  0.21009725],[-0.21869977 -0.2913246  -0.42411854],[ 0.00843419 -0.21572586  0.12606038],"[[ 0.99958816]
 [ 0.02866892]
 [-0.00126939]]",[-0.79723988]
1120,"[[ 12.02988314  -0.90542673   0.50507684]
 [ -0.90542673  39.43344423 -15.30327848]
 [  0.50507684 -15.30327848  20.53667262]]",,[ 0.49821526 -0.01123043  0.20553706],[-0.1855278  -0.2801382  -0.39709538],[ 0.00720281 -0.21823727  0.12173994],"[[ 0.99947705]
 [ 0.0323136 ]
 [-0.00120759]]",[-0.80238051]
1121,"[[ 12.03401434  -0.96751498   0.53597961]
 [ -0.96751498  39.52030909 -15.24557738]
 [  0.53597961 -15.24557738  20.44567657]]",,[ 0.4966202  -0.01387118  0.2020061 ],[-0.17346645 -0.28599912 -0.375985  ],[ 0.00768457 -0.21858251  0.12108936],"[[ 0.99943126]
 [ 0.03360899]
 [-0.00275719]]",[-0.80594678]
1122,"[[ 12.03269618  -0.95157177   0.52010041]
 [ -0.95157177  39.69402917 -15.13672057]
 [  0.52010041 -15.13672057  20.27327465]]",,[ 0.49486215 -0.0168148   0.19816741],[-0.16454015 -0.28653077 -0.36841652],[ 0.0075342  -0.21927132  0.11984709],"[[ 0.99947301]
 [ 0.03222978]
 [-0.00386463]]",[-0.80961231]
1123,"[[ 12.02723029  -0.87213653   0.467896  ]
 [ -0.87213653  39.93294703 -14.98585804]
 [  0.467896   -14.98585804  20.03982268]]",,[ 0.4932451 -0.0196115  0.1944839],[-0.14441048 -0.27786763 -0.35838736],[ 0.00687567 -0.22021512  0.11814409],"[[ 0.99960929]
 [ 0.02659314]
 [-0.00860619]]",[-0.81303882]
1124,"[[ 12.15320811  -1.9744741    1.26232778]
 [ -1.9744741   37.44609328 -16.26828654]
 [  1.26232778 -16.26828654  22.40069861]]",,[ 0.4916019  -0.02236604  0.19094774],[-0.16651202 -0.27196994 -0.33475298],[ 0.01630909 -0.21018384  0.13437548],"[[ 0.99956272]
 [ 0.0292869 ]
 [-0.0040794 ]]",[-0.81630798]
1125,"[[ 12.02306939  -0.80749929   0.42179476]
 [ -0.80749929  40.26494504 -14.76410675]
 [  0.42179476 -14.76410675  19.71198557]]",,[ 0.49000348 -0.02502426  0.18762018],[-0.14533201 -0.25353308 -0.32086486],[ 0.00632859 -0.22151994  0.11571026],"[[ 0.99967919]
 [ 0.02282398]
 [-0.0109808 ]]",[-0.8194599]
1126,"[[ 12.02005243  -0.7557719    0.38767788]
 [ -0.7557719   40.48488819 -14.61149987]
 [  0.38767788 -14.61149987  19.49505939]]",,[ 0.48837644 -0.02773176  0.18450104],[-0.15837412 -0.26678298 -0.30794519],[ 0.00590027 -0.22238015  0.11407128],"[[ 0.9997214 ]
 [ 0.02115139]
 [-0.01047575]]",[-0.82208981]
1127,"[[ 12.02012941  -0.75919463   0.38454767]
 [ -0.75919463  40.63355747 -14.50348507]
 [  0.38454767 -14.50348507  19.34631313]]",,[ 0.48687575 -0.03062814  0.18144857],[-0.1180371  -0.24454148 -0.24975964],[ 0.00591159 -0.22295972  0.11293368],"[[ 0.99972034]
 [ 0.02123249]
 [-0.01041271]]",[-0.82439208]
1128,"[[ 12.01994647  -0.75712308   0.38005241]
 [ -0.75712308  40.73868178 -14.42593076]
 [  0.38005241 -14.42593076  19.24137175]]",,[ 0.48682695 -0.03257221  0.17997262],[ 0.0556462  -0.20360358 -0.11728002],[ 0.00588467 -0.22336863  0.11212415],"[[ 0.99972292]
 [ 0.02097053]
 [-0.01069241]]",[-0.82445732]
1129,"[[ 12.01419503  -0.64082113   0.31649302]
 [ -0.64082113  40.92926225 -14.28777712]
 [  0.31649302 -14.28777712  19.05654272]]",,[ 0.48871008 -0.03411661  0.18014499],[ 0.21868362 -0.13699615  0.04802045],[ 0.00496429 -0.22410804  0.11068397],"[[ 0.99975289]
 [ 0.01337716]
 [-0.01775443]]",[-0.82110128]
1130,"[[ 12.00801678  -0.48310482   0.23483906]
 [ -0.48310482  41.11273557 -14.1518097 ]
 [  0.23483906 -14.1518097   18.87924765]]",,[ 0.49148708 -0.03541207  0.18140914],[ 0.2324743  -0.11802771  0.12381979],[ 0.00373069 -0.22481758  0.10928467],"[[ 0.99971363]
 [ 0.00523912]
 [-0.02334976]]",[-0.8164156]
1131,"[[ 14.09179737  -5.42739464   6.43991277]
 [ -5.42739464  26.08196273 -16.70905058]
 [  6.43991277 -16.70905058  31.82623991]]",,[ 0.49335365 -0.03644668  0.18253379],[ 0.2095887  -0.11698969  0.13546855],[ 0.0602627  -0.15635809  0.18552778],"[[ 0.99874026]
 [ 0.00304578]
 [-0.050086  ]]",[-0.81661207]
1132,"[[ 14.97194764  -5.61267146   8.16428572]
 [ -5.61267146  22.59981021 -15.4186611 ]
 [  8.16428572 -15.4186611   34.42824216]]",,[ 0.49475537 -0.03770724  0.1837559 ],[ 0.12316545 -0.12639899  0.11595139],[ 0.07183057 -0.13565562  0.19732694],"[[ 0.99843117]
 [ 0.00812467]
 [-0.05540024]]",[-0.81804302]
1133,"[[ 15.01262149  -5.61726238   8.2355843 ]
 [ -5.61726238  22.47381383 -15.35587461]
 [  8.2355843  -15.35587461  34.51356468]]",,[ 0.4953356  -0.0389318   0.18476228],[ 0.04413885 -0.12383019  0.09496661],[ 0.07232044 -0.13484697  0.19770192],"[[ 0.99825432]
 [ 0.01169015]
 [-0.05789341]]",[-0.82036151]
1134,"[[ 14.70343408  -5.63084408   7.63601112]
 [ -5.63084408  23.72819613 -15.90465564]
 [  7.63601112 -15.90465564  33.56836979]]",,[ 0.4954651  -0.03996282  0.18581834],[ 0.00803402 -0.09724219  0.11583971],[ 0.06850885 -0.14269356  0.19350733],"[[ 0.99768643]
 [ 0.01031739]
 [-0.06719628]]",[-0.8224929]
1135,"[[ 14.37254092  -5.57378441   6.97964542]
 [ -5.57378441  25.09443066 -16.39720454]
 [  6.97964542 -16.39720454  32.53302841]]",,[ 0.49529922 -0.04082285  0.18701197],[-0.01840067 -0.08867216  0.123596  ],[ 0.06417939 -0.15077595  0.18880577],"[[ 0.99718032]
 [ 0.01284385]
 [-0.0739354 ]]",[-0.82420192]
1136,"[[ 14.7617887   -5.54048478   7.81664536]
 [ -5.54048478  23.11488784 -15.68114342]
 [  7.81664536 -15.68114342  34.12332346]]",,[ 0.49482292 -0.04172728  0.18814921],[-0.05872086 -0.0948336   0.10474953],[ 0.06924429 -0.13891249  0.19598099],"[[ 0.99655946]
 [ 0.01566095]
 [-0.08138779]]",[-0.8263897]
1137,"[[ 14.35583022  -5.38464633   7.08981917]
 [ -5.38464633  24.30751512 -16.20497454]
 [  7.08981917 -16.20497454  33.33665466]]",,[ 0.49396497 -0.04283159  0.18909869],[-0.08589029 -0.11090617  0.10181904],[ 0.06395298 -0.14617528  0.19246507],"[[ 0.99659054]
 [ 0.02458165]
 [-0.07875931]]",[-0.82824262]
1138,"[[ 13.46129266  -4.88458207   5.1586837 ]
 [ -4.88458207  28.32742204 -17.24364639]
 [  5.1586837  -17.24364639  30.2112853 ]]",,[ 0.49304973 -0.04410737  0.19025785],[-0.08684478 -0.12968798  0.1249372 ],[ 0.05036831 -0.16836335  0.17781118],"[[ 0.99688101]
 [ 0.02957434]
 [-0.07316834]]",[-0.82918934]
1139,"[[ 12.59802121  -3.6069762    2.85672135]
 [ -3.6069762   33.75554497 -17.23036867]
 [  2.85672135 -17.23036867  25.64643382]]",,[ 0.49218179 -0.04539938  0.19159731],[-0.08467312 -0.12762149  0.13664964],[ 0.0322216  -0.19434517  0.15392117],"[[ 0.99716144]
 [ 0.02871673]
 [-0.0696018 ]]",[-0.82952603]
1140,"[[ 12.14815395  -1.97112189   1.19426589]
 [ -1.97112189  38.22489353 -15.88917257]
 [  1.19426589 -15.88917257  21.62695252]]",,[ 0.49134634 -0.0466693   0.19296645],[-0.08014318 -0.1278726   0.13844445],[ 0.01603782 -0.21337603  0.12928054],"[[ 0.99749389]
 [ 0.03846455]
 [-0.05938359]]",[-0.82964007]
1141,"[[ 12.11190031  -1.70933136   1.04598084]
 [ -1.70933136  38.11086244 -15.97786271]
 [  1.04598084 -15.97786271  21.77723725]]",,[ 0.49062399 -0.0479396   0.19424891],[-0.07655283 -0.15179996  0.14464794],[ 0.01393813 -0.21291162  0.13028573],"[[ 0.9984439 ]
 [ 0.04692967]
 [-0.03012277]]",[-0.82896132]
1142,"[[ 12.08765033  -1.51211601   0.92802716]
 [ -1.51211601  38.08655176 -16.01003391]
 [  0.92802716 -16.01003391  21.82579791]]",,[ 0.48980374 -0.04982573  0.19584205],[-0.07195847 -0.17414805  0.14595201],[ 0.01233575 -0.21281248  0.13060887],"[[ 0.9987336 ]
 [ 0.04719623]
 [-0.01742746]]",[-0.8279996]
1143,"[[ 12.07961781  -1.43209295   0.89945088]
 [ -1.43209295  37.75918956 -16.17850695]
 [  0.89945088 -16.17850695  22.16119263]]",,[ 0.48920194 -0.05170614  0.19738498],[-0.05787599 -0.19070518  0.15368719],[ 0.01175693 -0.21147297  0.13281927],"[[0.99815113]
 [0.06029753]
 [0.00765029]]",[-0.82683873]
1144,"[[ 12.05491883  -1.1913182    0.74486414]
 [ -1.1913182   37.84248738 -16.15785112]
 [  0.74486414 -16.15785112  22.1025938 ]]",,[ 0.48880596 -0.05360502  0.19906375],[-0.03616281 -0.18689712  0.17060939],[ 0.00976449 -0.21181461  0.13243574],"[[0.99807068]
 [0.05868521]
 [0.02027201]]",[-0.82530505]
1145,"[[ 12.05577969  -1.19693301   0.75651108]
 [ -1.19693301  37.68405274 -16.2333818 ]
 [  0.75651108 -16.2333818   22.26016756]]",,[ 0.48853163 -0.05544554  0.20082433],[-0.0271342  -0.18548301  0.17484218],[ 0.00984072 -0.21116432  0.13346457],"[[0.99749424]
 [0.06464841]
 [0.02873705]]",[-0.82427241]
1146,"[[ 12.07657718  -1.39754292   0.89318985]
 [ -1.39754292  37.50533049 -16.30082477]
 [  0.89318985 -16.30082477  22.41809234]]",,[ 0.48825536 -0.05734089  0.20247859],[-0.02688275 -0.19401745  0.16293146],[ 0.01153024 -0.21042834  0.13448779],"[[0.99711769]
 [0.07126787]
 [0.02602297]]",[-0.82354147]
1147,"[[ 12.0768007   -1.40047193   0.89308743]
 [ -1.40047193  37.53780988 -16.28557953]
 [  0.89308743 -16.28557953  22.38538943]]",,[ 0.48804249 -0.05928453  0.20411924],[-0.0174496  -0.19240435  0.16558564],[ 0.01154706 -0.21056228  0.13427654],"[[0.99705342]
 [0.07183649]
 [0.02690732]]",[-0.82238778]
1148,"[[ 12.07687385  -1.39968909   0.89577862]
 [ -1.39968909  37.48499438 -16.30998865]
 [  0.89577862 -16.30998865  22.43813178]]",,[ 0.48796882 -0.06141819  0.20599496],[-0.00257556 -0.19695054  0.17433094],[ 0.01155256 -0.21034444  0.13461707],"[[0.99695107]
 [0.07277289]
 [0.02815423]]",[-0.82118505]
1149,"[[ 12.32641028  -2.64409904   2.15707364]
 [ -2.64409904  33.41862604 -17.47345805]
 [  2.15707364 -17.47345805  26.25496368]]",,[ 0.48802998 -0.06326682  0.20765163],[ 0.00912401 -0.20580094  0.18707545],[ 0.02380514 -0.19283442  0.15731561],"[[0.99706525]
 [0.07281921]
 [0.0236275 ]]",[-0.82049061]
1150,"[[ 12.57038688  -3.27127111   3.08340266]
 [ -3.27127111  30.76132666 -17.68386742]
 [  3.08340266 -17.68386742  28.66828646]]",,[ 0.48811408 -0.0653628   0.20946918],[ 0.0051537  -0.20755555  0.1740749 ],[ 0.03146832 -0.18047645  0.17011172],"[[0.99694475]
 [0.0756228 ]
 [0.01955387]]",[-0.81990119]
1151,"[[ 12.87668577  -3.68953048   4.144813  ]
 [ -3.68953048  27.52738229 -17.44343792]
 [  4.144813   -17.44343792  31.59593194]]",,[ 0.48818835 -0.067336    0.21117846],[ 0.00633097 -0.19598377  0.16717444],[ 0.03901312 -0.16418666  0.18444705],"[[0.99705653]
 [0.07453471]
 [0.01796791]]",[-0.81943161]
1152,"[[ 12.96667514  -3.71888709   4.47612811]
 [ -3.71888709  26.3068966  -17.2200716 ]
 [  4.47612811 -17.2200716   32.72642826]]",,[ 0.48832486 -0.0692333   0.21289245],[ 0.01414064 -0.18936313  0.17233981],[ 0.04096652 -0.15760191  0.18969286],"[[0.99706112]
 [0.07435625]
 [0.0184463 ]]",[-0.81909267]
1153,"[[ 12.8837519   -3.72140085   4.1455068 ]
 [ -3.72140085  27.67048886 -17.45636141]
 [  4.1455068  -17.45636141  31.44575924]]",,[ 0.4885086  -0.07117825  0.21462409],[ 0.01994748 -0.19491205  0.17341217],[ 0.03917003 -0.16494153  0.18373894],"[[0.99735097]
 [0.07269655]
 [0.00250074]]",[-0.81911113]
1154,"[[16.24817969 11.60657907 -0.41804363]
 [11.60657907 43.71068258 -1.14214953]
 [-0.41804363 -1.14214953 12.04113773]]",,[ 0.48874658 -0.07308113  0.21641966],[ 0.02292878 -0.18735321  0.17891012],[-0.08587964 -0.23463433  0.00845102],"[[ 0.00582116]
 [-0.01692199]
 [ 0.99983987]]",[-0.81733137]
1155,"[[16.53367474 11.93948335 -0.32683543]
 [11.93948335 43.44276349 -0.86072478]
 [-0.32683543 -0.86072478 12.02356177]]",,[ 0.48895842 -0.07499881  0.21818427],[ 0.01852674 -0.19898981  0.17460989],[-0.08871845 -0.23364103  0.00639577],"[[ 0.00813354]
 [-0.01611018]
 [ 0.99983714]]",[-0.81506028]
1156,"[[14.75677893  9.53391269 -0.86528626]
 [ 9.53391269 44.97162863 -2.99246469]
 [-0.86528626 -2.99246469 12.27159244]]",,[ 0.48907998 -0.07740295  0.21998226],[ 0.01061322 -0.22362872  0.16303498],[-0.06918146 -0.23925386  0.02171439],"[[ 0.0142082 ]
 [-0.01308175]
 [ 0.99981348]]",[-0.81264827]
1157,"[[16.2799234  11.64394096 -0.42206287]
 [11.64394096 43.67845505 -1.14826241]
 [-0.42206287 -1.14826241 12.04162156]]",,[ 0.48917688 -0.07960449  0.22158019],[ 0.00973298 -0.22170259  0.16101093],[-0.0861999  -0.23451507  0.00850057],"[[ 0.00955023]
 [-0.01454063]
 [ 0.99984867]]",[-0.81069022]
1158,"[[18.79483999 14.04819501  1.04527796]
 [14.04819501 41.04436064  2.16109117]
 [ 1.04527796  2.16109117 12.16079937]]",,[ 0.48933165 -0.08196257  0.22333106],[ 0.01412965 -0.21798821  0.1569663 ],[-0.10861214 -0.22455342 -0.01670825],"[[ 0.00490919]
 [-0.07656175]
 [ 0.99705276]]",[-0.80845823]
1159,"[[21.72836976 15.41173041  4.24955279]
 [15.41173041 36.41533783  6.73216207]
 [ 4.24955279  6.73216207 13.8562924 ]]",,[ 0.48942185 -0.08378034  0.2245453 ],[ 0.01105177 -0.22516653  0.15170857],[-0.12995973 -0.20588283 -0.05676909],"[[ 0.01967829]
 [-0.27892194]
 [ 0.96011214]]",[-0.80643234]
1160,"[[22.94851309 15.52857869  5.75671576]
 [15.52857869 34.02461229  8.16490906]
 [ 5.75671576  8.16490906 15.02687462]]",,[ 0.48943922 -0.08621762  0.22597484],[-0.00300208 -0.24513594  0.13852485],[-0.13786891 -0.19554328 -0.07249131],"[[ 0.03172454]
 [-0.36701408]
 [ 0.92967426]]",[-0.80306104]
1161,"[[24.50442179 15.10738198  8.09726063]
 [15.10738198 30.25218265  9.78281215]
 [ 8.09726063  9.78281215 17.24339557]]",,[ 0.48931338 -0.08873448  0.22726392],[-0.01672835 -0.26046812  0.12485533],[-0.14733997 -0.17801072 -0.09541026],"[[ 0.15577088]
 [-0.56369776]
 [ 0.81115983]]",[-0.80059727]
1162,"[[25.73368259 13.95570155 10.53740623]
 [13.95570155 26.18130967 10.70775413]
 [10.53740623 10.70775413 20.08500774]]",,[ 0.48902681 -0.09177202  0.22857083],[-0.0262636  -0.28230399  0.11877698],[-0.15441243 -0.15690867 -0.11847562],"[[ 0.1708133 ]
 [-0.71376271]
 [ 0.67923899]]",[-0.79737116]
1163,"[[24.90411448 14.64651469  9.13846585]
 [14.64651469 28.62418549 10.37240289]
 [ 9.13846585 10.37240289 18.47170003]]",,[ 0.48874584 -0.09428548  0.22962486],[-0.03084248 -0.27290805  0.11548393],[-0.14967624 -0.16988653 -0.10599807],"[[ 0.16628001]
 [-0.69618468]
 [ 0.69833935]]",[-0.79496576]
1164,"[[25.49849751 13.97502284 10.41322294]
 [13.97502284 26.46837052 10.78083159]
 [10.41322294 10.78083159 20.03313198]]",,[ 0.48832841 -0.09693842  0.23069177],[-0.04475955 -0.25861616  0.10110727],[-0.15308459 -0.1584888  -0.11809492],"[[ 0.1107018 ]
 [-0.72305222]
 [ 0.68186553]]",[-0.79209437]
1165,"[[26.39864568 12.8931609  12.03314793]
 [12.8931609  23.54508568 10.77499342]
 [12.03314793 10.77499342 22.05626864]]",,[ 0.48767007 -0.09971109  0.23150781],[-0.07447533 -0.28791819  0.07476358],[-0.15810645 -0.14157525 -0.13213175],"[[ 0.04505121]
 [-0.71290328]
 [ 0.69981377]]",[-0.78887391]
1166,"[[26.78127038 11.99013431 13.03366636]
 [11.99013431 21.72604635 10.57252904]
 [13.03366636 10.57252904 23.49268327]]",,[ 0.48684136 -0.10256948  0.23213879],[-0.08469447 -0.28319768  0.06085401],[-0.16019341 -0.12994421 -0.14125358],"[[ 0.04819345]
 [-0.76173596]
 [ 0.64609265]]",[-0.78607112]
1167,"[[26.97995241 11.13151287 13.81914374]
 [11.13151287 20.27176051 10.26892291]
 [13.81914374 10.26892291 24.74828708]]",,[ 0.48597879 -0.10540941  0.23273651],[-0.08427047 -0.28631099  0.06193454],[-0.16126643 -0.11983612 -0.14876976],"[[ 0.05163429]
 [-0.80433353]
 [ 0.59193029]]",[-0.78311959]
1168,"[[27.07841562 10.32753974 14.45013037]
 [10.32753974 19.07355996  9.8972133 ]
 [14.45013037  9.8972133  25.84802442]]",,[ 0.4851438  -0.10830491  0.23335495],[-0.084132   -0.29036287  0.06040649],[-0.16179557 -0.11081735 -0.15505389],"[[ 0.05403706]
 [-0.83820108]
 [ 0.54267757]]",[-0.7798915]
1169,"[[27.20048757  9.85598767 14.79939989]
 [ 9.85598767 18.39061692  9.59592265]
 [14.79939989  9.59592265 26.40889551]]",,[ 0.48431675 -0.11107924  0.23389909],[-0.08585325 -0.27109227  0.04939947],[-0.16244918 -0.10533196 -0.15816271],"[[ 0.05557601]
 [-0.85642433]
 [ 0.51327251]]",[-0.77628189]
1170,"[[27.24757011  9.51873713 15.02723438]
 [ 9.51873713 17.94234727  9.38118617]
 [15.02723438  9.38118617 26.81008262]]",,[ 0.483418   -0.11379171  0.23428901],[-0.09664808 -0.28046141  0.03261057],[-0.16270057 -0.10157054 -0.16034946],"[[ 0.05891576]
 [-0.86925754]
 [ 0.49083628]]",[-0.77257117]
1171,"[[27.16116223  9.13434748 15.24810468]
 [ 9.13434748 17.50329207  9.18672885]
 [15.24810468  9.18672885 27.3355457 ]]",,[ 0.48243493 -0.11655643  0.23453724],[-0.09732899 -0.27120878  0.0231883 ],[-0.1622389  -0.09774624 -0.16316927],"[[ 0.07156945]
 [-0.88542032]
 [ 0.45924795]]",[-0.76819418]
1172,"[[27.1107287   8.84676307 15.40736495]
 [ 8.84676307 17.17944689  9.02043243]
 [15.40736495  9.02043243 27.70982441]]",,[ 0.48146291 -0.11926734  0.23474711],[-0.09453597 -0.27021424  0.02439793],[-0.16196884 -0.09482666 -0.16514842],"[[ 0.06578141]
 [-0.89182881]
 [ 0.44756473]]",[-0.76519049]
1173,"[[27.14632074  8.93620745 15.36231464]
 [ 8.93620745 17.27229054  9.06364212]
 [15.36231464  9.06364212 27.58138872]]",,[ 0.4804992  -0.12203815  0.23495387],[-0.09598792 -0.275772    0.02062309],[-0.16215948 -0.09567279 -0.16447195],"[[ 0.06525588]
 [-0.90012419]
 [ 0.43071814]]",[-0.76184448]
1174,"[[27.34606127  9.82536881 14.84650588]
 [ 9.82536881 18.29072637  9.50552675]
 [14.84650588  9.50552675 26.36321236]]",,[ 0.47950714 -0.12467449  0.2350665 ],[-0.10116394 -0.26169183  0.00871097],[-0.1632252  -0.1045055  -0.15791179],"[[ 0.06653279]
 [-0.90459143]
 [ 0.42105549]]",[-0.75890728]
