,D,eigen_values_obs,pos,vel,des_vel,normals,dists
262,"[[ 1.68032349e+01  1.22410861e+01 -3.46648870e-02]
 [ 1.22410861e+01  4.31965149e+01 -8.83437673e-02]
 [-3.46648870e-02 -8.83437673e-02  1.20002502e+01]]",,[0.62436226 0.07154424 0.36644373],[ 0.00180593 -0.25507394 -0.0145113 ],[-0.09131785 -0.23272434  0.00065904],"[[ 0.68577179]
 [-0.05618898]
 [ 0.72564444]]",[1.34368423]
263,"[[16.67998539 12.10463477 -0.23458048]
 [12.10463477 43.30825645 -0.60673503]
 [-0.23458048 -0.60673503 12.01175816]]",,[0.6243606  0.06798408 0.36624157],[-0.00124325 -0.25606887 -0.01380541],[-0.09013864 -0.23314076  0.00451813],"[[ 0.6879952 ]
 [-0.04809116]
 [ 0.72412005]]",[1.35205816]
264,"[[16.63768419 12.05655305 -0.29672341]
 [12.05655305 43.34333116 -0.77138965]
 [-0.29672341 -0.77138965 12.01898464]]",,[0.62430149 0.06579721 0.36608583],[-0.00860867 -0.23662417 -0.0175345 ],[-0.08973035 -0.23327131  0.00574103],"[[ 0.68774368]
 [-0.04661171]
 [ 0.72445564]]",[1.34601507]
265,"[[16.48699316 11.87956124 -0.52409063]
 [11.87956124 43.4517919  -1.38755878]
 [-0.52409063 -1.38755878 12.06121493]]",,[0.62415734 0.06303765 0.36583868],[-0.01314879 -0.22951987 -0.02008243],[-0.08826052 -0.23367457  0.01030902],"[[ 0.69479936]
 [-0.05456972]
 [ 0.71713039]]",[1.31655764]
266,"[[16.5494019  11.95334374 -0.44607639]
 [11.95334374 43.40685957 -1.17204515]
 [-0.44607639 -1.17204515 12.04373853]]",,[0.62396304 0.06011545 0.36554013],[-0.01654828 -0.25637682 -0.0276323 ],[-0.0888722  -0.2335076   0.00871407],"[[ 0.69620324]
 [-0.05454528]
 [ 0.71576942]]",[1.30116054]
267,"[[16.77261017 12.20711259 -0.1502017 ]
 [12.20711259 43.22266274 -0.38417742]
 [-0.1502017  -0.38417742 12.00472709]]",,[0.62373981 0.0573153  0.36517671],[-0.02113058 -0.25260162 -0.03464788],[-0.09102627 -0.23282185  0.00286474],"[[ 0.69154371]
 [-0.04663921]
 [ 0.72082735]]",[1.31123443]
268,"[[16.78854583 12.22429427 -0.15526835]
 [12.22429427 43.2064196  -0.3963721 ]
 [-0.15526835 -0.3963721  12.00503457]]",,[0.62342783 0.05430493 0.3646638 ],[-0.02783038 -0.24437752 -0.04631141],[-0.09117811 -0.23276128  0.00295645],"[[ 0.69189783]
 [-0.04663693]
 [ 0.72048761]]",[1.31217752]
269,"[[16.79299504 12.22891071 -0.16959614]
 [12.22891071 43.20100394 -0.43270982]
 [-0.16959614 -0.43270982 12.00600102]]",,[0.62301907 0.0513706  0.36401585],[-0.03871827 -0.23826228 -0.05990444],[-0.09122046 -0.23274108  0.00322776],"[[ 0.69251983]
 [-0.04666455]
 [ 0.71988798]]",[1.30546438]
270,"[[16.77839238 12.21273059 -0.19571322]
 [12.21273059 43.2135916  -0.50020857]
 [-0.19571322 -0.50020857 12.00801601]]",,[0.62247898 0.04885284 0.3632387 ],[-0.05309046 -0.22319643 -0.07474604],[-0.09108139 -0.23278802  0.00373051],"[[ 0.69322909]
 [-0.0467301 ]
 [ 0.71920076]]",[1.28745538]
271,"[[16.69283589 12.11738744 -0.29716178]
 [12.11738744 43.2883471  -0.76730244]
 [-0.29716178 -0.76730244 12.01881701]]",,[0.62165012 0.046261   0.3621533 ],[-0.07597587 -0.21955083 -0.09480582],[-0.09026231 -0.23306662  0.00571563],"[[ 0.69428109]
 [-0.04682992]
 [ 0.71817876]]",[1.25466694]
272,"[[16.61708256 12.03139771 -0.37813998]
 [12.03139771 43.3519477  -0.98537387]
 [-0.37813998 -0.98537387 12.03096974]]",,[0.62084177 0.04430179 0.36117491],[-0.09466708 -0.22138379 -0.11028015],[-0.08953082 -0.23330337  0.00733259],"[[ 0.6951775 ]
 [-0.04682196]
 [ 0.71731161]]",[1.22241732]
273,"[[16.52053029 11.91935896 -0.48247117]
 [11.91935896 43.4279761  -1.27213993]
 [-0.48247117 -1.27213993 12.05149361]]",,[0.62018363 0.04297867 0.36042088],[-0.11008217 -0.22291747 -0.12526632],[-0.08858974 -0.23358608  0.00945508],"[[ 0.69858661]
 [-0.04807463]
 [ 0.71390867]]",[1.19307467]
274,"[[16.48240081 11.87538857 -0.49965823]
 [11.87538857 43.46190173 -1.32376285]
 [-0.49965823 -1.32376285 12.05569746]]",,[0.61884575 0.04081664 0.35897775],[-0.14038482 -0.20931401 -0.14766252],[-0.08821534 -0.23371212  0.00983346],"[[ 0.6994672 ]
 [-0.04814384]
 [ 0.71304124]]",[1.14323833]
275,"[[16.49473096 11.89134579 -0.45122435]
 [11.89134579 43.4599708  -1.19376772]
 [-0.45122435 -1.19376772 12.04529824]]",,[0.61716072 0.03877393 0.35725883],[-0.1771764  -0.19997415 -0.17707952],[-0.08833659 -0.23370495  0.00886808],"[[ 0.69697859]
 [-0.04681594]
 [ 0.71556209]]",[1.08894176]
276,"[[16.3892944  11.76704336 -0.53421314]
 [11.76704336 43.54568747 -1.43214571]
 [-0.53421314 -1.43214571 12.06501812]]",,[0.61507115 0.03684225 0.35521794],[-0.21708027 -0.19029474 -0.20831908],[-0.08729435 -0.23402312  0.01062444],"[[ 0.69685443]
 [-0.04690985]
 [ 0.71567686]]",[1.0220788]
277,"[[16.25217717 11.60145727 -0.63526122]
 [11.60145727 43.6529169  -1.73321938]
 [-0.63526122 -1.73321938 12.09490593]]",,[0.61251696 0.03500521 0.35282648],[-0.26385888 -0.17426203 -0.23920188],[-0.08592003 -0.23442052  0.01283617],"[[ 0.6963757 ]
 [-0.04687337]
 [ 0.71614508]]",[0.93965661]
278,"[[15.6250341  10.76434335 -1.22035559]
 [10.76434335 43.96413727 -3.62378014]
 [-1.22035559 -3.62378014 12.41082862]]",,[0.60843166 0.03278719 0.34925213],[-0.33065461 -0.16127302 -0.28013368],[-0.07933134 -0.23557015  0.02670663],"[[ 0.70050431]
 [-0.05469522]
 [ 0.71154911]]",[0.7928324]
279,"[[15.31270457 10.30623581 -1.43696085]
 [10.30623581 44.06398102 -4.47056387]
 [-1.43696085 -4.47056387 12.62331441]]",,[0.60544183 0.03153183 0.34670094],[-0.37897898 -0.15378039 -0.32114222],[-0.07583682 -0.23593778  0.03289594],"[[ 0.69980251]
 [-0.05460665]
 [ 0.71224614]]",[0.686572]
280,"[[14.92783229  9.69830056 -1.66515066]
 [ 9.69830056 44.12514396 -5.51572973]
 [-1.66515066 -5.51572973 12.94702376]]",,[0.60074813 0.02994985 0.34285086],[-0.44422856 -0.13805    -0.36133478],[-0.07129546 -0.2361627   0.04054798],"[[ 0.69742948]
 [-0.0544708 ]
 [ 0.71458034]]",[0.53808376]
281,"[[15.26014206 10.25535801 -1.25068787]
 [10.25535801 44.26005671 -3.93426164]
 [-1.25068787 -3.93426164 12.47980122]]",,[0.59690507 0.02890436 0.33974281],[-0.48170596 -0.12330288 -0.38853537],[-0.07523276 -0.23665807  0.02886154],"[[ 0.6937276 ]
 [-0.04519331]
 [ 0.71881819]]",[0.42500387]
282,"[[14.96493732  9.79689447 -1.40276477]
 [ 9.79689447 44.37138962 -4.63508566]
 [-1.40276477 -4.63508566 12.66367305]]",,[0.59176199 0.02766884 0.33566843],[-0.52612777 -0.12118486 -0.41417329],[-0.07174581 -0.23706609  0.03394422],"[[ 0.68949164]
 [-0.04739732]
 [ 0.72274115]]",[0.26947381]
283,"[[14.56864426  9.12984494 -1.58719608]
 [ 9.12984494 44.45060826 -5.64144064]
 [-1.58719608 -5.64144064 12.98074749]]",,[0.58562612 0.02641311 0.33085856],[-0.56967266 -0.10940192 -0.44554771],[-0.06677913 -0.23735598  0.04126362],"[[ 0.68430335]
 [-0.04705474]
 [ 0.72767766]]",[0.08346904]
284,"[[14.39196125  8.81161096 -1.65669508]
 [ 8.81161096 44.460596   -6.10300546]
 [-1.65669508 -6.10300546 13.14744276]]",,[0.58039261 0.02545461 0.32669958],[-0.58379216 -0.10562914 -0.46377809],[-0.06444153 -0.2373925   0.04463281],"[[ 0.67954741]
 [-0.04681601]
 [ 0.73213631]]",[-0.07647475]
285,"[[14.33755174  8.70690392 -1.69633095]
 [ 8.70690392 44.43144292 -6.31848712]
 [-1.69633095 -6.31848712 13.23100534]]",,[0.57678818 0.02485314 0.32379567],[-0.59926377 -0.09699199 -0.4790378 ],[-0.06370439 -0.23728588  0.04622945],"[[ 0.67637754]
 [-0.04664012]
 [ 0.73507695]]",[-0.16985367]
286,"[[14.25306115  8.54145312 -1.75427914]
 [ 8.54145312 44.38102151 -6.65054877]
 [-1.75427914 -6.65054877 13.36591734]]",,[0.56819548 0.0234195  0.31659076],[-0.60879417 -0.09762719 -0.50757785],[-0.0625425  -0.23710135  0.04869686],"[[ 0.66882645]
 [-0.04619347]
 [ 0.74198204]]",[-0.33669049]
287,"[[14.27259196  8.58057149 -1.73851357]
 [ 8.58057149 44.39745991 -6.56406437]
 [-1.73851357 -6.56406437 13.32994812]]",,[0.56185957 0.02239511 0.31115105],[-0.63910362 -0.10114655 -0.54653569],[-0.06281299 -0.23716153  0.04805141],"[[ 0.66300087]
 [-0.04597312]
 [ 0.74720568]]",[-0.42550531]
288,"[[14.36190933  8.75607603 -1.66770883]
 [ 8.75607603 44.46054643 -6.18253425]
 [-1.66770883 -6.18253425 13.17754425]]",,[0.55547441 0.02129484 0.30554295],[-0.64466881 -0.10840648 -0.56988909],[-0.06403544 -0.23739232  0.04521446],"[[ 0.65655078]
 [-0.04563428]
 [ 0.75290012]]",[-0.49581138]
289,"[[14.43909214  8.90473319 -1.60120992]
 [ 8.90473319 44.50974905 -5.84575995]
 [-1.60120992 -5.84575995 13.05115882]]",,[0.54912107 0.02010632 0.29966774],[-0.62472644 -0.11763924 -0.58148115],[-0.0650733  -0.23757217  0.04271918],"[[ 0.65055978]
 [-0.04529145]
 [ 0.75810333]]",[-0.55296979]
290,"[[14.51211744  9.04218132 -1.53767705]
 [ 9.04218132 44.54666434 -5.53475505]
 [-1.53767705 -5.53475505 12.94121822]]",,[0.54165042 0.018627   0.29238351],[-0.62099717 -0.1305548  -0.60768533],[-0.06604025 -0.23770702  0.0404235 ],"[[ 0.64236755]
 [-0.04839361]
 [ 0.7648673 ]]",[-0.60727668]
291,"[[14.54108711  9.09531874 -1.51564812]
 [ 9.09531874 44.5548946  -5.42496268]
 [-1.51564812 -5.42496268 12.90401829]]",,[0.53679594 0.01759332 0.28748812],[-0.60724946 -0.13556216 -0.61662801],[-0.06641995 -0.23773707  0.03961662],"[[ 0.63936928]
 [-0.05077949]
 [ 0.7672212 ]]",[-0.63682613]
292,"[[14.55072467  9.11373995 -1.50320849]
 [ 9.11373995 44.56339541 -5.37096436]
 [-1.50320849 -5.37096436 12.88587992]]",,[0.53104432 0.01630519 0.28138816],[-0.56732813 -0.12427051 -0.60668228],[-0.06654578 -0.23776811  0.03921716],"[[ 0.6348935 ]
 [-0.05053326]
 [ 0.77094529]]",[-0.66840995]
293,"[[14.57114651  9.15171465 -1.48209281]
 [ 9.15171465 44.57452679 -5.27534716]
 [-1.48209281 -5.27534716 12.85432669]]",,[0.52413772 0.01462703 0.2733849 ],[-0.50201263 -0.12307958 -0.60955832],[-0.06681165 -0.23780874  0.03851241],"[[ 0.62992189]
 [-0.05147367]
 [ 0.77495088]]",[-0.70232988]
294,"[[14.61482342  9.22985328 -1.45125803]
 [ 9.22985328 44.57971115 -5.12267812]
 [-1.45125803 -5.12267812 12.80546543]]",,[0.5209023  0.01367396 0.2691528 ],[-0.45135826 -0.13171076 -0.59495891],[-0.06737673 -0.23782767  0.03739489],"[[ 0.619354  ]
 [-0.05229025]
 [ 0.7833686 ]]",[-0.71673004]
295,"[[14.60028632  9.2033073  -1.46558976]
 [ 9.2033073  44.57366874 -5.18722606]
 [-1.46558976 -5.18722606 12.82604494]]",,[0.5168467  0.01225294 0.2630898 ],[-0.386916   -0.14222838 -0.59705086],[-0.06718918 -0.23780561  0.03786959],"[[ 0.62553025]
 [-0.0527771 ]
 [ 0.7784128 ]]",[-0.73486014]
296,"[[14.5451302   9.1039906  -1.50477728]
 [ 9.1039906  44.56518853 -5.38262373]
 [-1.50477728 -5.38262373 12.88968127]]",,[0.51319819 0.01054595 0.25654901],[-0.31008091 -0.15449261 -0.57812964],[-0.06647277 -0.23777465  0.03930122],"[[ 0.64406516]
 [-0.05393058]
 [ 0.76306721]]",[-0.75136032]
297,"[[14.39095578  8.81361071 -1.63646104]
 [ 8.81361071 44.48898806 -6.03237028]
 [-1.63646104 -6.03237028 13.12005616]]",,[0.51076441 0.00908008 0.25142097],[-0.26834567 -0.16098125 -0.56690405],[-0.06442798 -0.2374963   0.04409696],"[[ 0.66576563]
 [-0.05666059]
 [ 0.74400653]]",[-0.76255651]
298,"[[14.20874132  8.45696812 -1.76517407]
 [ 8.45696812 44.38057311 -6.75860986]
 [-1.76517407 -6.75860986 13.41068557]]",,[0.50848142 0.00735008 0.24580389],[-0.2098749  -0.17113984 -0.54290854],[-0.06192431 -0.23709971  0.04948845],"[[ 0.70493349]
 [-0.05870484]
 [ 0.70683981]]",[-0.7732836]
299,"[[14.06339235  8.16895765 -1.81457092]
 [ 8.16895765 44.34085316 -7.18387511]
 [-1.81457092 -7.18387511 13.59575449]]",,[0.5065468  0.00555187 0.24029793],[-0.17339311 -0.18674678 -0.53561831],[-0.05985214 -0.23695425  0.05263466],"[[ 0.75587151]
 [-0.06125236]
 [ 0.65184845]]",[-0.7824111]
300,"[[13.88271525  7.80542772 -1.81890908]
 [ 7.80542772 44.36001942 -7.54089786]
 [-1.81890908 -7.54089786 13.75726534]]",,[0.5048143  0.00367263 0.234954  ],[-0.16311028 -0.18421589 -0.5299423 ],[-0.0571717  -0.23702445  0.05523412],"[[ 0.81502112]
 [-0.06382417]
 [ 0.57590542]]",[-0.79019972]
301,"[[13.49039686  6.91731671 -1.89307524]
 [ 6.91731671 44.10505308 -8.78625102]
 [-1.89307524 -8.78625102 14.40455005]]",,[0.50319416 0.00165159 0.22969045],[-0.15707158 -0.19707163 -0.5046931 ],[-0.05086742 -0.23608884  0.06461088],"[[ 0.88552856]
 [-0.06489769]
 [ 0.46002984]]",[-0.79685853]
302,"[[ 13.08231729   5.85789778  -1.86468375]
 [  5.85789778  43.70508923 -10.09235171]
 [ -1.86468375 -10.09235171  15.21259348]]",,[ 5.01615226e-01 -4.60215976e-04  2.24539056e-01],[-0.15531302 -0.20757712 -0.50421361],[-0.0433477  -0.23461363  0.07468212],"[[ 0.93989685]
 [-0.06708254]
 [ 0.33480419]]",[-0.8025482]
303,"[[ 12.35128182   3.25169966  -1.39613605]
 [  3.25169966  42.09990876 -12.92356983]
 [ -1.39613605 -12.92356983  17.54880942]]",,[ 0.49963512 -0.00305711  0.21861288],[-0.17035824 -0.2214974  -0.48465137],[-0.02469543 -0.22859743  0.09814963],"[[ 0.99265506]
 [-0.06285445]
 [ 0.10336949]]",[-0.80804979]
304,"[[ 12.10605252   1.7489138   -0.86483764]
 [  1.7489138   40.84136505 -14.2620512 ]
 [ -0.86483764 -14.2620512   19.05258243]]",,[ 0.49828568 -0.00483335  0.21484808],[-0.17165194 -0.23166192 -0.45723877],[-0.01356904 -0.22376732  0.11065291],"[[ 9.98154443e-01]
 [-6.07251763e-02]
 [-4.00425766e-04]]",[-0.81098929]
305,"[[ 12.02563502   0.83044956  -0.48224181]
 [  0.83044956  38.90251133 -15.62228042]
 [ -0.48224181 -15.62228042  21.07185365]]",,[ 0.49661894 -0.00711046  0.21022784],[-0.16846969 -0.21998977 -0.44792102],[-0.00667123 -0.21611513  0.12549799],"[[ 9.98020140e-01]
 [-6.28933460e-02]
 [ 4.76259893e-04]]",[-0.81489344]
306,"[[ 12.00845664  -0.44827046   0.32159168]
 [ -0.44827046  35.76196072 -17.0469605 ]
 [  0.32159168 -17.0469605   24.22958263]]",,[ 0.49488118 -0.00950592  0.20586173],[-0.16493067 -0.23460309 -0.42230381],[ 0.00383167 -0.20310934  0.14571175],"[[ 9.98019077e-01]
 [-6.29111707e-02]
 [ 3.26624051e-04]]",[-0.81888025]
307,"[[ 12.00087656  -0.14723285   0.09938706]
 [ -0.14723285  36.73028025 -16.69376082]
 [  0.09938706 -16.69376082  23.26884319]]",,[ 0.49310679 -0.01203092  0.20166455],[-0.17380249 -0.26127358 -0.40391615],[ 0.00123361 -0.20720645  0.13987124],"[[ 0.99785601]
 [-0.06538867]
 [-0.00277552]]",[-0.82269897]
308,"[[ 12.0335702    0.9601395   -0.53435241]
 [  0.9601395   39.46089592 -15.28298336]
 [ -0.53435241 -15.28298336  20.50553388]]",,[ 0.49139452 -0.01463978  0.19761586],[-0.17494536 -0.25653907 -0.39726909],[-0.00763424 -0.21834644  0.1215177 ],"[[ 0.99784878]
 [-0.065493  ]
 [-0.00291137]]",[-0.82598605]
309,"[[ 12.10835783   1.78019337  -0.8485588 ]
 [  1.78019337  41.24651057 -13.94083612]
 [ -0.8485588  -13.94083612  18.6451316 ]]",,[ 0.48934545 -0.01790255  0.19320223],[-0.1775485  -0.26702765 -0.35910283],[-0.01371573 -0.22533351  0.10740897],"[[ 0.99818294]
 [-0.06024671]
 [ 0.00107259]]",[-0.8293139]
310,"[[ 12.10855475   1.78467579  -0.84327892]
 [  1.78467579  41.34065582 -13.86378223]
 [ -0.84327892 -13.86378223  18.55078942]]",,[ 0.48800034 -0.02014672  0.19044504],[-0.15940107 -0.27816392 -0.32798401],[-0.01372819 -0.2256959   0.10664379],"[[ 0.99818859]
 [-0.0601507 ]
 [ 0.00119606]]",[-0.83129575]
311,"[[ 12.11068919   1.80635335  -0.84240508]
 [  1.80635335  41.47814888 -13.74733377]
 [ -0.84240508 -13.74733377  18.41116193]]",,[ 0.48624265 -0.02289157  0.18710151],[-0.17691961 -0.27106657 -0.32541909],[-0.01386249 -0.2262241   0.10550113],"[[ 0.99806673]
 [-0.0621174 ]
 [-0.00205457]]",[-0.83391159]
312,"[[ 12.09749234   1.69283012  -0.79658381]
 [  1.69283012  41.3938348  -13.83166132]
 [ -0.79658381 -13.83166132  18.50867286]]",,[ 0.48443546 -0.02551042  0.18396272],[-0.16736723 -0.26246491 -0.29936499],[-0.0130099  -0.22590034  0.10630042],"[[ 0.99807073]
 [-0.06196531]
 [-0.00388841]]",[-0.83643054]
313,"[[ 12.07872822   1.51530173  -0.72929989]
 [  1.51530173  41.1653925  -14.03701788]
 [ -0.72929989 -14.03701788  18.75587929]]",,[ 0.48286808 -0.02815454  0.18103444],[-0.12103559 -0.23141847 -0.24726757],[-0.01169106 -0.2250208   0.10830031],"[[ 0.9980511 ]
 [-0.06224469]
 [-0.00442633]]",[-0.83847956]
314,"[[ 12.19527941  -2.00163942   1.72782072]
 [ -2.00163942  32.51706478 -17.71038748]
 [  1.72782072 -17.71038748  27.28765581]]",,[ 0.48276666 -0.02996689  0.17960389],[ 0.01917551 -0.19111512 -0.13513689],[ 0.01841268 -0.18873236  0.1629143 ],"[[ 9.97956918e-01]
 [-6.38891722e-02]
 [-4.04356739e-04]]",[-0.83900018]
315,"[[ 12.38727305  -2.70762842   2.54177062]
 [ -2.70762842  30.93044603 -17.77084743]
 [  2.54177062 -17.77084743  28.68228092]]",,[ 0.48457458 -0.03188513  0.17933996],[ 0.19139325 -0.14775293  0.02430022],[ 0.02592969 -0.18128805  0.17018312],"[[ 0.99667334]
 [-0.07708423]
 [-0.02646255]]",[-0.83777732]
316,"[[ 12.32617056  -2.557211     2.25752629]
 [ -2.557211    32.04879912 -17.69923993]
 [  2.25752629 -17.69923993  27.62503032]]",,[ 0.48717915 -0.0331683   0.18031515],[ 0.27281097 -0.1254776   0.11499315],[ 0.02379639 -0.18656619  0.16470212],"[[ 0.99521966]
 [-0.08706822]
 [-0.04423737]]",[-0.83542843]
317,"[[ 13.06009182  -3.90410978   4.66877261]
 [ -3.90410978  26.37806886 -17.19417173]
 [  4.66877261 -17.19417173  32.56183932]]",,[ 0.49049838 -0.03449477  0.18207783],[ 0.26708763 -0.10982058  0.14778843],[ 0.04290032 -0.15799343  0.18893818],"[[ 0.99562951]
 [-0.0820092 ]
 [-0.04468067]]",[-0.83271351]
318,"[[ 14.27077188  -4.53920464   7.4824464 ]
 [ -4.53920464  21.07373345 -14.95718512]
 [  7.4824464  -14.95718512  36.65549466]]",,[ 0.49275893 -0.03572653  0.1835302 ],[ 0.18370072 -0.11069061  0.1324148 ],[ 0.06278784 -0.12551099  0.20689291],"[[ 0.9943759 ]
 [-0.08101273]
 [-0.06821665]]",[-0.83369573]
319,"[[ 14.36521811  -4.62469758   7.62664851]
 [ -4.62469758  21.04264501 -14.91234267]
 [  7.62664851 -14.91234267  36.59213688]]",,[ 0.49397598 -0.03661068  0.18463403],[ 0.12218265 -0.09368407  0.12082859],[ 0.06408027 -0.1252958   0.20662692],"[[ 0.99342139]
 [-0.07992317]
 [-0.08201363]]",[-0.83555776]
320,"[[ 14.27430838  -4.56416763   7.47469042]
 [ -4.56416763  21.15954334 -15.00048999]
 [  7.47469042 -15.00048999  36.56614828]]",,[ 0.49513038 -0.0378949   0.18647459],[ 0.05917045 -0.08484369  0.12599748],[ 0.06283671 -0.12610307  0.20651771],"[[ 0.99304976]
 [-0.08148268]
 [-0.08492786]]",[-0.83630057]
321,"[[ 14.64520924  -4.62340147   8.17646375]
 [ -4.62340147  20.0809642  -14.29114718]
 [  8.17646375 -14.29114718  37.27382656]]",,[ 0.49529471 -0.03931606  0.18827488],[-0.014526   -0.092318    0.10392211],[ 0.06776708 -0.11844599  0.20947117],"[[ 0.9899867 ]
 [-0.08302929]
 [-0.11415986]]",[-0.83861235]
322,"[[ 14.50236424  -4.45419449   7.99896477]
 [ -4.45419449  19.92844153 -14.23811299]
 [  7.99896477 -14.23811299  37.56919422]]",,[ 0.49450039 -0.0410483   0.18997039],[-0.05226778 -0.10182811  0.10448557],[ 0.06591193 -0.11732287  0.21069163],"[[ 0.98933002]
 [-0.08425342]
 [-0.11885901]]",[-0.84091424]
323,"[[ 12.27162925  -1.93269121   2.44327145]
 [ -1.93269121  25.75144713 -17.38431774]
 [  2.44327145 -17.38431774  33.97692362]]",,[ 0.49389529 -0.04289809  0.19223088],[-0.01550211 -0.10671569  0.13796948],[ 0.02171586 -0.15451227  0.19533147],"[[ 0.96802122]
 [-0.07102423]
 [ 0.24060438]]",[-0.84254418]
324,"[[ 12.06142052   1.17849373  -0.90472023]
 [  1.17849373  34.61210935 -17.35913592]
 [ -0.90472023 -17.35913592  25.32647013]]",,[ 0.49387298 -0.04468559  0.1944129 ],[ 0.00020454 -0.12946356  0.14684436],[-0.01032632 -0.19813413  0.15210599],"[[ 0.84782007]
 [-0.05656298]
 [ 0.52725872]]",[-0.84300469]
325,"[[ 12.49642997   3.68989087  -2.00243392]
 [  3.68989087  39.42641544 -14.88379647]
 [ -2.00243392 -14.88379647  20.07715459]]",,[ 0.49396255 -0.04694861  0.19671306],[ 0.01071755 -0.15627696  0.15711677],[-0.02935741 -0.21820931  0.11841806],"[[ 0.76983164]
 [-0.04852194]
 [ 0.63639992]]",[-0.84246944]
326,"[[14.24697829  8.4368963  -2.15895524]
 [ 8.4368963  43.67864132 -8.10638961]
 [-2.15895524 -8.10638961 14.0743804 ]]",,[ 0.49438263 -0.04939238  0.19932322],[ 0.03287293 -0.15800824  0.17728372],[-0.06245802 -0.23451576  0.06001129],"[[ 0.6345846 ]
 [-0.04268354]
 [ 0.77167383]]",[-0.84003664]
327,"[[15.18063639 10.0506293  -1.83611355]
 [10.0506293  43.75941442 -5.80201392]
 [-1.83611355 -5.80201392 13.05994919]]",,[ 0.49475188 -0.05104147  0.20109898],[ 0.03570755 -0.16930923  0.1747462 ],[-0.07430974 -0.23481455  0.04289743],"[[ 0.59322188]
 [-0.04085162]
 [ 0.80400183]]",[-0.83857277]
328,"[[15.63439223 10.72176146 -1.63497542]
 [10.72176146 43.63009425 -4.82331442]
 [-1.63497542 -4.82331442 12.73551352]]",,[ 0.49524893 -0.05437564  0.20397671],[ 0.02278971 -0.19433516  0.15585755],[-0.07943368 -0.23433599  0.0357342 ],"[[ 0.48589457]
 [-0.03151194]
 [ 0.87344918]]",[-0.83546804]
329,"[[15.54386622 10.58999627 -1.69474929]
 [10.58999627 43.64567002 -5.06435275]
 [-1.69474929 -5.06435275 12.81046376]]",,[ 0.4954282  -0.05602785  0.20521783],[ 0.02431426 -0.20793664  0.15844231],[-0.07843816 -0.23439368  0.03751073],"[[ 0.50125392]
 [-0.02934405]
 [ 0.86480254]]",[-0.83403723]
330,"[[16.4630498  11.80824041 -1.14736116]
 [11.80824041 43.24198651 -3.03566328]
 [-1.14736116 -3.03566328 12.29496369]]",,[ 0.49567464 -0.05793833  0.20664936],[ 0.02707579 -0.21635987  0.15782717],[-0.08802471 -0.23289388  0.0226294 ],"[[ 0.29990057]
 [-0.02067875]
 [ 0.95374632]]",[-0.83225647]
331,"[[15.61095551 10.67972622 -1.70259995]
 [10.67972622 43.58625238 -5.03559273]
 [-1.70259995 -5.03559273 12.80279211]]",,[ 0.49595862 -0.06008942  0.2082538 ],[ 0.02833274 -0.21284913  0.15991086],[-0.07917714 -0.23417353  0.03733278],"[[ 0.48872671]
 [-0.02622074]
 [ 0.87204282]]",[-0.8307689]
332,"[[18.16574948 13.56159525  0.18343679]
 [13.56159525 41.8287931   0.40347009]
 [ 0.18343679  0.40347009 12.00545742]]",,[ 0.49612276 -0.0625324   0.20988705],[ 0.00773853 -0.22389139  0.14103781],[-0.1034622  -0.22756559 -0.0030781 ],"[[ 0.01641204]
 [-0.02098309]
 [ 0.99964511]]",[-0.82816674]
333,"[[16.62268062 11.99437858 -1.08729414]
 [11.99437858 43.12157847 -2.82118073]
 [-1.08729414 -2.82118073 12.25574091]]",,[ 0.49601088 -0.06541714  0.21137605],[-0.01365739 -0.23905084  0.12017233],[-0.08958508 -0.23244466  0.02107118],"[[ 0.28028007]
 [-0.02102502]
 [ 0.95968799]]",[-0.8265759]
334,"[[15.92777002 11.11415977 -1.56454339]
 [11.11415977 43.44902751 -4.42708842]
 [-1.56454339 -4.42708842 12.62320248]]",,[ 0.49575803 -0.06805776  0.21264066],[-0.02471771 -0.2371202   0.11603907],[-0.08257751 -0.2336643   0.03289299],"[[ 0.42265047]
 [-0.02182357]
 [ 0.90602997]]",[-0.82520581]
335,"[[16.51582339 11.86674564 -1.16504473]
 [11.86674564 43.18360479 -3.06152129]
 [-1.16504473 -3.06152129 12.30057181]]",,[ 0.49550585 -0.07044696  0.21386958],[-0.02368288 -0.23842041  0.12433516],[-0.08854361 -0.23267618  0.02284351],"[[ 0.2994495 ]
 [-0.02030291]
 [ 0.95389611]]",[-0.82342884]
336,"[[14.34100646  8.79794676 -1.17985341]
 [ 8.79794676 45.0643544  -4.43411314]
 [-1.17985341 -4.43411314 12.59463914]]",,[ 0.49518806 -0.07288535  0.21510375],[-0.03508881 -0.24328462  0.11998704],[-0.06375145 -0.23959005  0.03213035],"[[ 0.03718891]
 [-0.0170434 ]
 [ 0.9991629 ]]",[-0.82177215]
337,"[[14.64548473  9.34156059 -0.98696833]
 [ 9.34156059 44.98630052 -3.48511726]
 [-0.98696833 -3.48511726 12.36821475]]",,[ 0.49470011 -0.07533459  0.21617772],[-0.05267377 -0.2412139   0.10363163],[-0.06777061 -0.23930709  0.02528363],"[[-0.01818375]
 [-0.02050653]
 [ 0.99962435]]",[-0.82039413]
