,D,eigen_values_obs,pos,vel,des_vel,normals,dists
314,"[[26.12614366 -1.22234083  1.94339178]
 [-1.22234083 12.10576964 -0.16816246]
 [ 1.94339178 -0.16816246 12.26736041]]","[[12.          0.          0.        ]
 [ 0.         26.49927371  0.        ]
 [ 0.          0.         12.        ]]",[ 0.44665875 -0.33020583  0.17693429],[-0.09211006 -0.15199117 -0.02564927],[-0.1699098  -0.1062769  -0.02395529],"[[-0.08396206]
 [-0.99633459]
 [-0.01636332]]",[2.42340727]
315,"[[25.89233099 -1.25109709  1.83328424]
 [-1.25109709 12.11266964 -0.16509948]
 [ 1.83328424 -0.16509948 12.24192708]]","[[12.          0.          0.        ]
 [ 0.         26.24692771  0.        ]
 [ 0.          0.         12.        ]]",[ 0.44548812 -0.33212575  0.17664418],[-0.09984082 -0.16131929 -0.02437104],[-0.16885387 -0.10677385 -0.02285044],"[[-0.08755741]
 [-0.99602729]
 [-0.01622789]]",[2.47566375]
316,"[[25.61114649 -1.28388259  1.71035781]
 [-1.28388259 12.12110328 -0.16133091]
 [ 1.71035781 -0.16133091 12.21492119]]","[[12.          0.          0.        ]
 [ 0.         25.94717097  0.        ]
 [ 0.          0.         12.        ]]",[ 0.44410952 -0.3343386   0.17632573],[-0.10578633 -0.17093496 -0.02512839],[-0.16757286 -0.10734451 -0.02159301],"[[-0.0919139 ]
 [-0.99563967]
 [-0.01592119]]",[2.53700195]
317,"[[25.43022824 -1.30756041  1.64715057]
 [-1.30756041 12.12730344 -0.16036577]
 [ 1.64715057 -0.16036577 12.20201481]]","[[12.          0.          0.        ]
 [ 0.         25.75954649  0.        ]
 [ 0.          0.         12.        ]]",[ 0.44327486 -0.33568774  0.1761317 ],[-0.1021798  -0.16568755 -0.02498727],[-0.16688972 -0.10770216 -0.02080767],"[[-0.0951392 ]
 [-0.99535953]
 [-0.01441981]]",[2.57384047]
318,"[[24.94722099 -1.35958342  1.42021194]
 [-1.35958342 12.14276941 -0.14913599]
 [ 1.42021194 -0.14913599 12.15578648]]","[[12.          0.          0.        ]
 [ 0.         25.24577688  0.        ]
 [ 0.          0.         12.        ]]",[ 0.44096712 -0.33951491  0.17563351],[-0.09991918 -0.16576241 -0.02161978],[-0.16489842 -0.10876821 -0.01859887],"[[-0.10275818]
 [-0.99458801]
 [-0.01534453]]",[2.67711218]
319,"[[24.85048273 -1.38593741  1.38763581]
 [-1.38593741 12.14947473 -0.14965791]
 [ 1.38763581 -0.14965791 12.14984131]]","[[12.          0.          0.        ]
 [ 0.         25.14979877  0.        ]
 [ 0.          0.         12.        ]]",[ 0.44018741 -0.34079923  0.17545452],[-0.09272481 -0.15783662 -0.02000317],[-0.16456693 -0.10867315 -0.01819483],"[[-0.10563934]
 [-0.99429462]
 [-0.01478314]]",[2.7039375]
320,"[[24.71459796 -1.37333304  1.29228078]
 [-1.37333304 12.14833687 -0.13958223]
 [ 1.29228078 -0.13958223 12.13134427]]","[[12.         0.         0.       ]
 [ 0.        24.9942791  0.       ]
 [ 0.         0.        12.       ]]",[ 0.43901279 -0.34280243  0.17518794],[-0.09060998 -0.15207854 -0.0222633 ],[-0.16369615 -0.10929951 -0.01712148],"[[-0.10590973]
 [-0.99426862]
 [-0.01459616]]",[2.75827747]
321,"[[24.54175383 -1.35557177  1.1796851 ]
 [-1.35557177 12.14651658 -0.12750592]
 [ 1.1796851  -0.12750592 12.11096191]]","[[12.          0.          0.        ]
 [ 0.         24.79923231  0.        ]
 [ 0.          0.         12.        ]]",[ 0.43758482 -0.34520844  0.17489643],[-0.09747663 -0.16170514 -0.02004758],[-0.16262097 -0.11013734 -0.01581203],"[[-0.10614227]
 [-0.99425175]
 [-0.01404564]]",[2.82395545]
322,"[[24.34192368 -1.32438742  1.03472   ]
 [-1.32438742 12.14211739 -0.11103376]
 [ 1.03472    -0.11103376 12.08674867]]","[[12.          0.          0.        ]
 [ 0.         24.57078975  0.        ]
 [ 0.          0.         12.        ]]",[ 0.43572697 -0.34819695  0.17453528],[-0.10082294 -0.16147718 -0.02106099],[-0.16119519 -0.11120916 -0.0141954 ],"[[-0.10550972]
 [-0.99431722]
 [-0.01417609]]",[2.90553298]
323,"[[24.16806045 -1.30973865  0.91429775]
 [-1.30973865 12.14097689 -0.09841265]
 [ 0.91429775 -0.09841265 12.06869956]]","[[12.         0.         0.       ]
 [ 0.        24.3777369  0.       ]
 [ 0.         0.        12.       ]]",[ 0.43410489 -0.35075649  0.17425342],[-0.10003975 -0.15550915 -0.01703399],[-0.16014102 -0.11200023 -0.0129065 ],"[[-0.10591146]
 [-0.99426607]
 [-0.01475634]]",[2.97110248]
324,"[[23.96223276 -1.28324175  0.77408623]
 [-1.28324175 12.13765903 -0.08303966]
 [ 0.77408623 -0.08303966 12.05009178]]","[[12.          0.          0.        ]
 [ 0.         24.14998356  0.        ]
 [ 0.          0.         12.        ]]",[ 0.43198896 -0.35403365  0.17388113],[-0.09478661 -0.15123643 -0.01425854],[-0.15876721 -0.11302787 -0.01129248],"[[-0.10570943]
 [-0.99428817]
 [-0.01471579]]",[3.05801372]
325,"[[23.85136977 -1.2388492   0.65709923]
 [-1.2388492  12.12949957 -0.068688  ]
 [ 0.65709923 -0.068688   12.03643287]]","[[12.          0.          0.        ]
 [ 0.         24.01730222  0.        ]
 [ 0.          0.         12.        ]]",[ 0.43040386 -0.35654738  0.17361683],[-0.0963596  -0.14907708 -0.01419877],[-0.15772117 -0.11403314 -0.00997911],"[[-0.10311861]
 [-0.99455255]
 [-0.01522432]]",[3.12751834]
326,"[[23.67493301 -1.24897758  0.57757108]
 [-1.24897758 12.1336149  -0.06178822]
 [ 0.57757108 -0.06178822 12.02857304]]","[[12.          0.          0.        ]
 [ 0.         23.83712095  0.        ]
 [ 0.          0.         12.        ]]",[ 0.42877839 -0.35903641  0.17337541],[-0.10346553 -0.15567286 -0.01421089],[-0.15687841 -0.11441056 -0.00902684],"[[-0.10563039]
 [-0.99429339]
 [-0.01492874]]",[3.18836052]
327,"[[23.5909623  -1.20966538  0.48204172]
 [-1.20966538 12.12624408 -0.05030723]
 [ 0.48204172 -0.05030723 12.02004702]]","[[12.          0.          0.        ]
 [ 0.         23.73725339  0.        ]
 [ 0.          0.         12.        ]]",[ 0.42734179 -0.36121925  0.17317011],[-0.09893733 -0.15602755 -0.01129453],[-0.1560019  -0.11523957 -0.0079528 ],"[[-0.10314942]
 [-0.99454528]
 [-0.0154881 ]]",[3.24982363]
328,"[[23.46541908 -1.22503857  0.44450149]
 [-1.22503857 12.13089094 -0.04749338]
 [ 0.44450149 -0.04749338 12.01723283]]","[[12.          0.          0.        ]
 [ 0.         23.61354284  0.        ]
 [ 0.          0.         12.        ]]",[ 0.42635402 -0.36277522  0.17305954],[-0.09889191 -0.15567957 -0.01027075],[-0.15553279 -0.11540464 -0.00742434],"[[-0.10566598]
 [-0.99429275]
 [-0.01471817]]",[3.28790665]
329,"[[23.43172464 -1.19007568  0.37638776]
 [-1.19007568 12.12389033 -0.03918306]
 [ 0.37638776 -0.03918306 12.01239251]]","[[12.          0.          0.        ]
 [ 0.         23.56800747  0.        ]
 [ 0.          0.         12.        ]]",[ 0.42535778 -0.36434298  0.17293939],[-0.09856002 -0.15593041 -0.01240875],[-0.1549521  -0.11600978 -0.00668359],"[[-0.10302855]
 [-0.99455877]
 [-0.01542614]]",[3.33402125]
330,"[[23.32228721 -1.20495107  0.3406855 ]
 [-1.20495107 12.12823443 -0.03625675]
 [ 0.3406855  -0.03625675 12.01025116]]","[[12.         0.         0.       ]
 [ 0.        23.4607728  0.       ]
 [ 0.         0.        12.       ]]",[ 0.42456825 -0.36558658  0.17283553],[-0.09648666 -0.15502806 -0.01279503],[-0.15458319 -0.11614536 -0.00623166],"[[-0.1053623 ]
 [-0.99431843]
 [-0.01515421]]",[3.3643347]
331,"[[23.0710197  -1.28200933  0.35848538]
 [-1.28200933 12.14845497 -0.04151213]
 [ 0.35848538 -0.04151213 12.01160794]]","[[12.          0.          0.        ]
 [ 0.         23.23108262  0.        ]
 [ 0.          0.         12.        ]]",[ 0.4235769  -0.36722764  0.17272397],[-0.08756569 -0.14494345 -0.01143938],[-0.15450068 -0.11596164 -0.0057468 ],"[[-0.11472753]
 [-0.99335337]
 [-0.00931008]]",[3.4025497]
332,"[[22.94611523 -1.26863012  0.26874036]
 [-1.26863012 12.14703138 -0.0311464 ]
 [ 0.26874036 -0.0311464  12.0065979 ]]","[[12.          0.          0.        ]
 [ 0.         23.09974451  0.        ]
 [ 0.          0.         12.        ]]",[ 0.42200169 -0.36988515  0.1725659 ],[-0.09146259 -0.15333227 -0.00720133],[-0.15380033 -0.11659388 -0.00463278],"[[-0.11489842]
 [-0.9933343 ]
 [-0.00923737]]",[3.47775433]
333,"[[22.86173566 -1.25747745  0.20538666]
 [-1.25747745 12.14557982 -0.02377788]
 [ 0.20538666 -0.02377788 12.0038837 ]]","[[12.          0.          0.        ]
 [ 0.         23.01119918  0.        ]
 [ 0.          0.         12.        ]]",[ 0.42082849 -0.37177541  0.17244747],[-0.09509504 -0.15674341 -0.00856017],[-0.15327557 -0.11703151 -0.00387267],"[[-0.11482175]
 [-0.99334117]
 [-0.00944857]]",[3.52914714]
334,"[[ 2.27594546e+01 -1.24552250e+00  1.37739251e-01]
 [-1.24552250e+00  1.21441826e+01 -1.59447985e-02]
 [ 1.37739251e-01 -1.59447985e-02  1.20017633e+01]]","[[12.          0.          0.        ]
 [ 0.         22.90540053  0.        ]
 [ 0.          0.         12.        ]]",[ 0.41947026 -0.37396098  0.17232427],[-0.09602056 -0.15436753 -0.00709749],[-0.15266039 -0.11753784 -0.00304583],"[[-0.1148663 ]
 [-0.9933346 ]
 [-0.00959677]]",[3.58569043]
335,"[[ 2.26663575e+01 -1.23425318e+00  8.54049238e-02]
 [-1.23425318e+00  1.21428211e+01 -9.88259573e-03]
 [ 8.54049238e-02 -9.88259573e-03  1.20006838e+01]]","[[12.          0.          0.        ]
 [ 0.         22.80986242  0.        ]
 [ 0.          0.         12.        ]]",[ 0.41819777 -0.37594332  0.17221265],[-0.10003534 -0.15024709 -0.01057295],[-0.15207756 -0.1179897  -0.00233393],"[[-0.11486996]
 [-0.99333787]
 [-0.00920707]]",[3.6370127]
336,"[[ 2.25794202e+01 -1.22226934e+00  3.30386573e-02]
 [-1.22226934e+00  1.21412121e+01 -3.81704641e-03]
 [ 3.30386573e-02 -3.81704641e-03  1.20001032e+01]]","[[12.          0.          0.        ]
 [ 0.         22.72073549  0.        ]
 [ 0.          0.         12.        ]]",[ 0.41688715 -0.37787641  0.17208223],[-0.10189128 -0.148277   -0.01153703],[-0.15147763 -0.11840419 -0.0016461 ],"[[-0.11473674]
 [-0.99335474]
 [-0.00904676]]",[3.6880169]
337,"[[ 2.25085122e+01 -1.21076199e+00 -1.57315112e-02]
 [-1.21076199e+00  1.21395007e+01  1.81254163e-03]
 [-1.57315112e-02  1.81254163e-03  1.20000236e+01]]","[[12.          0.          0.        ]
 [ 0.         22.64803645  0.        ]
 [ 0.          0.         12.        ]]",[ 0.41572929 -0.3795587   0.17196465],[-0.09511715 -0.13539759 -0.01047563],[-0.1509624  -0.1187642  -0.00103864],"[[-0.11446877]
 [-0.99338445]
 [-0.00917769]]",[3.7331867]
338,"[[ 2.24266392e+01 -1.20349482e+00 -7.21494619e-02]
 [-1.20349482e+00  1.21389134e+01  8.32785160e-03]
 [-7.21494619e-02  8.32785160e-03  1.20004993e+01]]","[[12.         0.         0.       ]
 [ 0.        22.5660518  0.       ]
 [ 0.         0.        12.       ]]",[ 0.41459316 -0.38115196  0.17185528],[-0.09563356 -0.13165651 -0.01038686],[-0.15043901 -0.11908114 -0.00046262],"[[-0.11472794]
 [-0.99334356]
 [-0.01029861]]",[3.77586772]
339,"[[ 2.24666030e+01 -1.10957365e+00 -2.05591139e-01]
 [-1.10957365e+00  1.21176269e+01  2.17948946e-02]
 [-2.05591139e-01  2.17948946e-02  1.20040383e+01]]","[[12.          0.          0.        ]
 [ 0.         22.58826823  0.        ]
 [ 0.          0.         12.        ]]",[ 0.4127446  -0.38362059  0.17171156],[-0.10872411 -0.14005454 -0.00861236],[-0.14932553 -0.12024725  0.00063911],"[[-0.10569741]
 [-0.99428708]
 [-0.01487468]]",[3.85005516]
340,"[[22.35029077 -1.09760465 -0.25947726]
 [-1.09760465 12.11639634  0.02751647]
 [-0.25947726  0.02751647 12.00650498]]","[[12.          0.          0.        ]
 [ 0.         22.47319209  0.        ]
 [ 0.          0.         12.        ]]",[ 0.41102381 -0.38586115  0.17160118],[-0.10680451 -0.13856855 -0.00694276],[-0.14855826 -0.12073769  0.00136162],"[[-0.10580873]
 [-0.99427706]
 [-0.01475258]]",[3.90618119]
341,"[[22.24556721 -1.08590836 -0.31301837]
 [-1.08590836 12.11509338  0.03317623]
 [-0.31301837  0.03317623 12.00956321]]","[[12.         0.         0.       ]
 [ 0.        22.3702238  0.       ]
 [ 0.         0.        12.       ]]",[ 0.40926079 -0.38820168  0.17152614],[-0.10117637 -0.13761428 -0.00323469],[-0.14784586 -0.12118187  0.00206254],"[[-0.10583336]
 [-0.99427374]
 [-0.01479976]]",[3.96660158]
342,"[[22.19497416 -1.08041911 -0.33979733]
 [-1.08041911 12.11449813  0.03601025]
 [-0.33979733  0.03601025 12.01132541]]","[[12.         0.         0.       ]
 [ 0.        22.3207977  0.       ]
 [ 0.         0.        12.       ]]",[ 0.4083421  -0.38944766  0.17150082],[-0.10123469 -0.13747784 -0.00364858],[-0.14750102 -0.1213911   0.00241826],"[[-0.10586183]
 [-0.99427068]
 [-0.0148018 ]]",[3.99976392]
343,"[[22.15482755 -1.07245261 -0.38243145]
 [-1.07245261 12.11332825  0.04038998]
 [-0.38243145  0.04038998 12.01440242]]","[[12.          0.          0.        ]
 [ 0.         22.28246628  0.        ]
 [ 0.          0.         12.        ]]",[ 0.40754319 -0.39054395  0.17148252],[-0.0943268  -0.13642161  0.00029934],[-0.14718199 -0.12159154  0.00275397],"[[-0.10563207]
 [-0.99426889]
 [-0.01646912]]",[4.02849147]
344,"[[22.10315555 -1.07002033 -0.39035635]
 [-1.07002033 12.11392305  0.04135375]
 [-0.39035635  0.04135375 12.01508244]]","[[12.          0.          0.        ]
 [ 0.         22.23133505  0.        ]
 [ 0.          0.         12.        ]]",[ 0.40678713 -0.39160559  0.17147092],[-0.0939129  -0.13538176  0.00081928],[-0.14693578 -0.12181691  0.00308048],"[[-0.10594075]
 [-0.99426062]
 [-0.014912  ]]",[4.05941987]
345,"[[22.05820016 -1.05989503 -0.43380521]
 [-1.05989503 12.11396143  0.04576022]
 [-0.43380521  0.04576022 12.0187108 ]]","[[12.          0.          0.        ]
 [ 0.         22.18773461  0.        ]
 [ 0.          0.         12.        ]]",[ 0.40586669 -0.39290591  0.17146876],[-9.28344565e-02 -1.28642392e-01  7.42368469e-05],[-0.14658584 -0.12204648  0.00345156],"[[-0.10571975]
 [-0.9942602 ]
 [-0.01643132]]",[4.09305762]
346,"[[21.99897238 -1.0531904  -0.44484166]
 [-1.0531904  12.11702865  0.04697384]
 [-0.44484166  0.04697384 12.01979276]]","[[12.          0.          0.        ]
 [ 0.         22.12739785  0.        ]
 [ 0.          0.         12.        ]]",[ 0.40492148 -0.39422342  0.17147093],[-0.09347084 -0.13348763  0.00324403],[-0.14627488 -0.12231246  0.00382551],"[[-0.10602969]
 [-0.99425187]
 [-0.01486335]]",[4.12969551]
347,"[[21.95523652 -1.04122789 -0.47051695]
 [-1.04122789 12.12070356  0.04944575]
 [-0.47051695  0.04944575 12.0222428 ]]","[[12.          0.          0.        ]
 [ 0.         22.08194847  0.        ]
 [ 0.          0.         12.        ]]",[ 0.40403398 -0.39545443  0.17147957],[-0.09545418 -0.13670847  0.00382714],[-0.14596555 -0.12254705  0.00416694],"[[-0.10594451]
 [-0.99426008]
 [-0.01492146]]",[4.16215668]
348,"[[21.90520293 -1.02306956 -0.500225  ]
 [-1.02306956 12.1286617   0.05212911]
 [-0.500225    0.05212911 12.0252713 ]]","[[12.          0.          0.        ]
 [ 0.         22.02752968  0.        ]
 [ 0.          0.         12.        ]]",[ 0.40294091 -0.39699569  0.1714958 ],[-0.09502845 -0.13757117  0.00302978],[-0.14559786 -0.1228206   0.00457787],"[[-0.10588402]
 [-0.99426705]
 [-0.01488675]]",[4.2034185]
349,"[[21.8567267  -0.99622665 -0.53046412]
 [-0.99622665 12.14193613  0.05445318]
 [-0.53046412  0.05445318 12.0285653 ]]","[[12.          0.          0.        ]
 [ 0.         21.97053512  0.        ]
 [ 0.          0.         12.        ]]",[ 0.40175272 -0.39865425  0.17152412],[-0.10068875 -0.13697582  0.00212829],[-0.14519752 -0.12313232  0.00501178],"[[-0.10567276]
 [-0.99429157]
 [-0.01474959]]",[4.24842903]
350,"[[21.80515845 -0.9653079  -0.55794529]
 [-0.9653079  12.16128695  0.0562873 ]
 [-0.55794529  0.0562873  12.03177674]]","[[12.          0.          0.        ]
 [ 0.         21.90712545  0.        ]
 [ 0.          0.         12.        ]]",[ 0.40055999 -0.40028545  0.17156468],[-0.0986044  -0.13221809  0.00266175],[-0.14479509 -0.12342578  0.00541694],"[[-0.10578317]
 [-0.99428238]
 [-0.01457629]]",[4.2924249]
351,"[[21.75267405 -0.91839754 -0.59043752]
 [-0.91839754 12.191471    0.05778363]
 [-0.59043752  0.05778363 12.03579112]]","[[12.          0.          0.        ]
 [ 0.         21.83534655  0.        ]
 [ 0.          0.         12.        ]]",[ 0.39914117 -0.40216509  0.17161495],[-0.10249237 -0.13032961  0.00040751],[-0.14431261 -0.12377782  0.00588075],"[[-0.10575521]
 [-0.9942868 ]
 [-0.01447736]]",[4.34308865]
352,"[[21.71612466 -0.86564896 -0.62286175]
 [-0.86564896 12.22551575  0.05868275]
 [-0.62286175  0.05868275 12.03999772]]","[[12.          0.          0.        ]
 [ 0.         21.77670669  0.        ]
 [ 0.          0.         12.        ]]",[ 0.39786675 -0.40382336  0.17167067],[-0.09501103 -0.12385186  0.00380293],[-0.14387505 -0.12409703  0.00628045],"[[-0.10549927]
 [-0.99430909]
 [-0.01481015]]",[4.38738301]
353,"[[21.67139553 -0.7768169  -0.65849819]
 [-0.7768169  12.28916385  0.05783171]
 [-0.65849819  0.05783171 12.04494293]]","[[12.          0.          0.        ]
 [ 0.         21.69054026  0.        ]
 [ 0.          0.         12.        ]]",[ 0.39608304 -0.40616918  0.17178977],[-0.09140149 -0.12438636  0.01020114],[-0.14328969 -0.12452698  0.00679249],"[[-0.10542869]
 [-0.99431867]
 [-0.01466853]]",[4.45037081]
354,"[[21.64144344 -0.69475487 -0.68723749]
 [-0.69475487 12.35098549  0.05620378]
 [-0.68723749  0.05620378 12.04913433]]","[[12.          0.          0.        ]
 [ 0.         21.62111648  0.        ]
 [ 0.          0.         12.        ]]",[ 0.39467119 -0.40797706  0.17188236],[-0.10536451 -0.1312936   0.00651871],[-0.14282756 -0.12485108  0.00717982],"[[-0.10550798]
 [-0.9943094 ]
 [-0.01472693]]",[4.49873242]
355,"[[21.62010613 -0.60318662 -0.71606795]
 [-0.60318662 12.41992329  0.05357182]
 [-0.71606795  0.05357182 12.05349707]]","[[12.          0.          0.        ]
 [ 0.         21.55585559  0.        ]
 [ 0.          0.         12.        ]]",[ 0.39329784 -0.40966755  0.17196367],[-0.10735775 -0.12867681  0.00537835],[-0.14235858 -0.12517922  0.00755214],"[[-0.10539025]
 [-0.99431965]
 [-0.01487684]]",[4.54429091]
356,"[[21.60483684 -0.51898241 -0.73505569]
 [-0.51898241 12.48667964  0.05015327]
 [-0.73505569  0.05015327 12.05649107]]","[[12.         0.         0.       ]
 [ 0.        21.4981666  0.       ]
 [ 0.         0.        12.       ]]",[ 0.39216114 -0.41108361  0.17205219],[-0.10527947 -0.12987155  0.00667204],[-0.14198674 -0.12544193  0.00783738],"[[-0.10551008]
 [-0.99430988]
 [-0.01467925]]",[4.58242517]
357,"[[21.60676294 -0.40652845 -0.76109215]
 [-0.40652845 12.57440862  0.04517022]
 [-0.76109215  0.04517022 12.06059882]]","[[12.          0.          0.        ]
 [ 0.         21.44434272  0.        ]
 [ 0.          0.         12.        ]]",[ 0.3908666  -0.41274753  0.17217562],[-0.09693706 -0.12657726  0.00985231],[-0.14158411 -0.12574261  0.00815221],"[[-0.1052639 ]
 [-0.99433274]
 [-0.01489687]]",[4.62701588]
358,"[[21.61735744 -0.23422177 -0.78883048]
 [-0.23422177 12.71622676  0.0357898 ]
 [-0.78883048  0.0357898  12.06508792]]","[[12.          0.          0.        ]
 [ 0.         21.36529502  0.        ]
 [ 0.          0.         12.        ]]",[ 0.38913423 -0.41504307  0.17236885],[-0.09442775 -0.12421262  0.01174381],[-0.14108692 -0.12611519  0.00854936],"[[-0.10544208]
 [-0.99431809]
 [-0.01461175]]",[4.68891044]
359,"[[21.63966929 -0.11803242 -0.80087869]
 [-0.11803242 12.81261148  0.02851853]
 [-0.80087869  0.02851853 12.0669699 ]]","[[12.          0.          0.        ]
 [ 0.         21.32589945  0.        ]
 [ 0.          0.         12.        ]]",[ 0.38815526 -0.41640676  0.17251638],[-0.08811735 -0.1222419   0.0117051 ],[-0.14084056 -0.12632781  0.0087473 ],"[[-0.10541326]
 [-0.99432698]
 [-0.01420929]]",[4.72626647]
360,"[[ 2.16672335e+01 -6.43435864e-03 -8.15093704e-01]
 [-6.43435864e-03  1.29051718e+01  2.16517869e-02]
 [-8.15093704e-01  2.16517869e-02  1.20692170e+01]]","[[12.          0.          0.        ]
 [ 0.         21.29490273  0.        ]
 [ 0.          0.         12.        ]]",[ 0.38728398 -0.41763746  0.17266611],[-0.09023271 -0.12401419  0.01496439],[-0.14063118 -0.12650826  0.00890487],"[[-0.10532226]
 [-0.99433518]
 [-0.01431012]]",[4.75944687]
361,"[[ 2.17042123e+01  1.53009353e-01 -8.34392582e-01]
 [ 1.53009353e-01  1.30385658e+01  1.12913946e-02]
 [-8.34392582e-01  1.12913946e-02  1.20723200e+01]]","[[12.          0.          0.        ]
 [ 0.         21.24856906  0.        ]
 [ 0.          0.         12.        ]]",[ 0.38606093 -0.41928228  0.17285754],[-0.09585568 -0.12600117  0.01412658],[-0.140312   -0.12676668  0.00912558],"[[-0.10520054]
 [-0.9943471 ]
 [-0.01437659]]",[4.80331625]
362,"[[ 2.17310272e+01  2.85815326e-01 -8.48461928e-01]
 [ 2.85815326e-01  1.31516272e+01  2.15518473e-03]
 [-8.48461928e-01  2.15518473e-03  1.20746198e+01]]","[[12.          0.          0.        ]
 [ 0.         21.20563997  0.        ]
 [ 0.          0.         12.        ]]",[ 0.3850576  -0.4205751   0.17300648],[-0.10016143 -0.12949869  0.01567198],[-0.1400308  -0.12697883  0.00929958],"[[-0.10522587]
 [-0.9943455 ]
 [-0.01430166]]",[4.83749931]
363,"[[ 2.17611727e+01  4.10449349e-01 -8.60931401e-01]
 [ 4.10449349e-01  1.32580647e+01 -6.61015702e-03]
 [-8.60931401e-01 -6.61015702e-03  1.20766395e+01]]","[[12.         0.         0.       ]
 [ 0.        21.1704145  0.       ]
 [ 0.         0.        12.       ]]",[ 0.38417256 -0.42172384  0.17315096],[-0.09818767 -0.12514865  0.0146701 ],[-0.13979085 -0.12716174  0.00943707],"[[-0.10518822]
 [-0.99434907]
 [-0.01433066]]",[4.86780066]
364,"[[21.79613717  0.58503727 -0.84224704]
 [ 0.58503727 13.41364452 -0.02281665]
 [-0.84224704 -0.02281665 12.07296212]]","[[12.          0.          0.        ]
 [ 0.         21.10499685  0.        ]
 [ 0.          0.         12.        ]]",[ 0.38309123 -0.42312126  0.17333082],[-0.10056877 -0.12844714  0.01577433],[-0.13946778 -0.12744101  0.00961669],"[[-0.10542808]
 [-0.99437009]
 [-0.01063201]]",[4.90892379]
365,"[[21.83575849  0.73566373 -0.85517267]
 [ 0.73566373 13.54489374 -0.03418171]
 [-0.85517267 -0.03418171 12.0749485 ]]","[[12.          0.          0.        ]
 [ 0.         21.06509505  0.        ]
 [ 0.          0.         12.        ]]",[ 0.3821092  -0.42438177  0.17350015],[-0.09521102 -0.1233802   0.01553147],[-0.139204   -0.12763772  0.00975992],"[[-0.10544279]
 [-0.9943694 ]
 [-0.01055089]]",[4.94172748]
366,"[[21.88102072  0.89756201 -0.86780376]
 [ 0.89756201 13.68701554 -0.04672702]
 [-0.86780376 -0.04672702 12.07685701]]","[[12.          0.          0.        ]
 [ 0.         21.02468156  0.        ]
 [ 0.          0.         12.        ]]",[ 0.38111288 -0.42565552  0.1736718 ],[-0.09745522 -0.125649    0.01679263],[-0.13893986 -0.12783682  0.00989869],"[[-0.10546572]
 [-0.99436826]
 [-0.01042828]]",[4.97539105]
367,"[[21.91685995  1.0163819  -0.87670756]
 [ 1.0163819  13.79171031 -0.05596444]
 [-0.87670756 -0.05596444 12.07818658]]","[[12.          0.          0.        ]
 [ 0.         20.99767614  0.        ]
 [ 0.          0.         12.        ]]",[ 0.38042947 -0.42653993  0.17379981],[-0.09542954 -0.12423559  0.01839851],[-0.13876294 -0.12797489  0.00998303],"[[-0.10546572]
 [-0.99436826]
 [-0.01042828]]",[4.99914531]
368,"[[21.96651153  1.16682907 -0.88704445]
 [ 1.16682907 13.92467256 -0.06762577]
 [-0.88704445 -0.06762577 12.07968307]]","[[12.          0.          0.        ]
 [ 0.         20.96750982  0.        ]
 [ 0.          0.         12.        ]]",[ 0.37960018 -0.42763839  0.17397373],[-0.08998608 -0.11816168  0.01964478],[-0.13856496 -0.12813279  0.01006541],"[[-0.10545448]
 [-0.9943686 ]
 [-0.01050936]]",[5.02824116]
369,"[[22.06814477  1.44690324 -0.90074402]
 [ 1.44690324 14.17260608 -0.08963427]
 [-0.90074402 -0.08963427 12.08139161]]","[[12.          0.          0.        ]
 [ 0.         20.92064611  0.        ]
 [ 0.          0.         12.        ]]",[ 0.37818417 -0.42953854  0.17430933],[-0.08982691 -0.11917653  0.02280834],[-0.13823989 -0.12841792  0.01016789],"[[-0.10519465]
 [-0.99439692]
 [-0.01043314]]",[5.07961886]
370,"[[22.15499088  1.67409635 -0.94194164]
 [ 1.67409635 14.3716465  -0.10440714]
 [-0.94194164 -0.10440714 12.08860635]]","[[12.         0.         0.       ]
 [ 0.        20.8956759  0.       ]
 [ 0.         0.        12.       ]]",[ 0.37697277 -0.43111261  0.17459395],[-0.09639517 -0.12004731  0.01990588],[-0.13797678 -0.12861503  0.01022808],"[[-0.10490484]
 [-0.99438386]
 [-0.0139901 ]]",[5.11863328]
371,"[[22.25418123  1.96829129 -0.95189666]
 [ 1.96829129 14.63876004 -0.12798131]
 [-0.95189666 -0.12798131 12.08968975]]","[[12.          0.          0.        ]
 [ 0.         20.83876661  0.        ]
 [ 0.          0.         12.        ]]",[ 0.37557486 -0.43287095  0.17491974],[-0.09816105 -0.12213199  0.02353753],[-0.13761841 -0.12890747  0.01029391],"[[-0.10490852]
 [-0.99438547]
 [-0.01384696]]",[5.16770924]
372,"[[22.38988544  2.33977687 -0.96119175]
 [ 2.33977687 14.97777909 -0.15725649]
 [-0.96119175 -0.15725649 12.09035205]]","[[12.          0.          0.        ]
 [ 0.         20.77809571  0.        ]
 [ 0.          0.         12.        ]]",[ 0.37390722 -0.43501384  0.17536325],[-0.09701708 -0.12593138  0.02689482],[-0.13721906 -0.1292491   0.01031882],"[[-0.10472734]
 [-0.99440575]
 [-0.01376197]]",[5.22639013]
