,D,eigen_values_obs,pos,vel,des_vel,normals,dists
734,"[[14.09566073 -8.29830825 -1.47988934]
 [-8.29830825 44.85928822  5.86000288]
 [-1.47988934  5.86000288 13.04505105]]",,[ 0.55733379 -0.40449528  0.23062429],[0.09079543 0.11759102 0.00493657],[-0.04005291  0.15859983  0.0282841 ],"[[ 0.25932921]
 [-0.96335348]
 [ 0.06854511]]",[4.18864519]
735,"[[14.09484389 -8.29519776 -1.48852381]
 [-8.29519776 44.84746243  5.89428142]
 [-1.48852381  5.89428142 13.05769368]]",,[ 0.55826864 -0.40330259  0.23069249],[0.09162957 0.11825033 0.00615957],[-0.04002945  0.15850928  0.02844355],"[[ 0.26302316]
 [-0.96232463]
 [ 0.06892111]]",[4.16953813]
736,"[[14.09901927 -8.29947024 -1.50917381]
 [-8.29947024 44.81589989  5.96723588]
 [-1.50917381  5.96723588 13.08508083]]",,[ 0.55928672 -0.4019851   0.23076125],[0.09076501 0.11791329 0.00638057],[-0.04001727  0.15822728  0.02877201],"[[ 0.2703994 ]
 [-0.96060306]
 [ 0.06423341]]",[4.15274894]
737,"[[14.09542613 -8.2902481  -1.52194492]
 [-8.2902481  44.79915846  6.02135329]
 [-1.52194492  6.02135329 13.10541542]]",,[ 0.56028832 -0.40067395  0.230832  ],[0.09251792 0.12151729 0.00691253],[-0.0399479   0.15804804  0.02901486],"[[ 0.27435962]
 [-0.95949045]
 [ 0.06406933]]",[4.12362692]
738,"[[14.09704247 -8.29023913 -1.53879075]
 [-8.29023913 44.77380682  6.08330232]
 [-1.53879075  6.08330232 13.12915071]]",,[ 0.56129571 -0.39935474  0.23091528],[0.09191513 0.12046613 0.00773888],[-0.03992666  0.15784207  0.02929782],"[[ 0.2769209 ]
 [-0.95875733]
 [ 0.06402504]]",[4.09779328]
739,"[[14.09573395 -8.28534264 -1.55158589]
 [-8.28534264 44.75554258  6.13409003]
 [-1.55158589  6.13409003 13.14872347]]",,[ 0.56211903 -0.3982755   0.23097351],[0.09129214 0.11939881 0.0069606 ],[-0.03989344  0.15771602  0.02953528],"[[ 0.27982313]
 [-0.95786989]
 [ 0.06468614]]",[4.07090048]
740,"[[14.09529445 -8.28288216 -1.56019368]
 [-8.28288216 44.74295746  6.16758205]
 [-1.56019368  6.16758205 13.16174809]]",,[ 0.56284587 -0.39733054  0.23102818],[0.09101752 0.116338   0.00818939],[-0.03987415  0.15762602  0.02969101],"[[ 0.2827763 ]
 [-0.95698058]
 [ 0.06500566]]",[4.05348256]
741,"[[14.09228204 -8.27643181 -1.56370902]
 [-8.27643181 44.7390486   6.18555761]
 [-1.56370902  6.18555761 13.16866936]]",,[ 0.56400702 -0.39582841  0.23113352],[0.08798955 0.11261757 0.00979563],[-0.03986072  0.15767687  0.02979071],"[[ 0.28406583]
 [-0.95619361]
 [ 0.07071337]]",[4.01789383]
742,"[[14.10392114 -8.29602398 -1.57818343]
 [-8.29602398 44.71225933  6.22297449]
 [-1.57818343  6.22297449 13.18381953]]",,[ 0.56476202 -0.39482891  0.23117911],[0.08501651 0.11130779 0.00578439],[-0.03995326  0.15754068  0.02996955],"[[ 0.29019389]
 [-0.95466046]
 [ 0.06641474]]",[4.01492729]
743,"[[14.10319747 -8.29296695 -1.58693677]
 [-8.29296695 44.69940269  6.25733647]
 [-1.58693677  6.25733647 13.19739984]]",,[ 0.56551754 -0.39381859  0.23123384],[0.08439772 0.11403816 0.00554389],[-0.039929    0.15744118  0.03012784],"[[ 0.29325241]
 [-0.95371874]
 [ 0.06651007]]",[3.99674]
744,"[[14.10086901 -8.28670046 -1.59631737]
 [-8.28670046 44.68619047  6.29653912]
 [-1.59631737  6.29653912 13.21294052]]",,[ 0.56627754 -0.39280855  0.23130298],[0.08497427 0.11245884 0.00830779],[-0.03988544  0.15732476  0.03030642],"[[ 0.29635693]
 [-0.95274728]
 [ 0.0666723 ]]",[3.97745928]
745,"[[14.06935444 -8.22817204 -1.58483969]
 [-8.22817204 44.71687724  6.30164336]
 [-1.58483969  6.30164336 13.21376832]]",,[ 0.56724241 -0.39152115  0.23138288],[0.08952484 0.12200931 0.00434628],[-0.03959372  0.15743263  0.03032332],"[[ 0.29697792]
 [-0.95189874]
 [ 0.07545137]]",[3.93813354]
746,"[[14.06687017 -8.2232752  -1.58528191]
 [-8.2232752  44.71722436  6.30722221]
 [-1.58528191  6.30722221 13.21590547]]",,[ 0.56814576 -0.39033692  0.23146521],[0.09021436 0.11718368 0.00884737],[-0.03957057  0.15743595  0.03035048],"[[ 0.30189007]
 [-0.95034418]
 [ 0.07555352]]",[3.93050846]
747,"[[14.0654816  -8.21968841 -1.58992012]
 [-8.21968841 44.71066534  6.32716744]
 [-1.58992012  6.32716744 13.22385306]]",,[ 0.56897115 -0.389263    0.2315475 ],[0.09124452 0.11704639 0.01057138],[-0.03955225  0.15740016  0.03044564],"[[ 0.30605305]
 [-0.94899793]
 [ 0.07572622]]",[3.91842467]
748,"[[14.07575037 -8.23313256 -1.62289921]
 [-8.23313256 44.65540639  6.4369707 ]
 [-1.62289921  6.4369707  13.26884325]]",,[ 0.56997322 -0.38795308  0.23165925],[0.08817795 0.11682573 0.00977603],[-0.03958956  0.15702567  0.0309526 ],"[[ 0.31058003]
 [-0.94773515]
 [ 0.07306247]]",[3.90241624]
749,"[[14.07841998 -8.23118116 -1.6585977 ]
 [-8.23118116 44.59800425  6.56855604]
 [-1.6585977   6.56855604 13.32357577]]",,[ 0.57076711 -0.3868866   0.23173624],[0.08785181 0.11840175 0.00878401],[-0.03953881  0.15658584  0.03155233],"[[ 0.31594309]
 [-0.94624681]
 [ 0.06925993]]",[3.87857923]
750,"[[14.07509181 -8.22161847 -1.67400383]
 [-8.22161847 44.57446731  6.63248764]
 [-1.67400383  6.63248764 13.35044088]]",,[ 0.57165398 -0.38568875  0.2318287 ],[0.08896629 0.12138983 0.00876747],[-0.03948754  0.15645162  0.03185512],"[[ 0.31901192]
 [-0.94516109]
 [ 0.07001361]]",[3.84257396]
751,"[[14.07925488 -8.22934544 -1.6756338 ]
 [-8.22934544 44.57038223  6.63188024]
 [-1.6756338   6.63188024 13.35036289]]",,[ 0.57227723 -0.38485233  0.23190354],[0.0880486  0.11597689 0.01432379],[-0.03954516  0.15651318  0.03186873],"[[ 0.32167231]
 [-0.94423821]
 [ 0.07029318]]",[3.82245794]
752,"[[14.07178077 -8.21480491 -1.67595125]
 [-8.21480491 44.57247125  6.64530376]
 [-1.67595125  6.64530376 13.35574798]]",,[ 0.57363465 -0.38304439  0.23205148],[0.08907869 0.11806341 0.0106796 ],[-0.03949429  0.15659858  0.03194861],"[[ 0.3247316 ]
 [-0.94274645]
 [ 0.07601662]]",[3.78526362]
753,"[[14.07209489 -8.21495043 -1.67822169]
 [-8.21495043 44.56868742  6.65341537]
 [-1.67822169  6.65341537 13.35921769]]",,[ 0.57435023 -0.38209644  0.23213147],[0.08922606 0.11841411 0.0105845 ],[-0.03950482  0.15661934  0.03199556],"[[ 0.32828939]
 [-0.94146643]
 [ 0.07659655]]",[3.77967595]
754,"[[14.07828813 -8.22408692 -1.69218364]
 [-8.22408692 44.5439022   6.69621558]
 [-1.69218364  6.69621558 13.37780967]]",,[ 0.57522475 -0.38093734  0.23224441],[0.08547871 0.11568185 0.00924885],[-0.03954592  0.15648892  0.03219907],"[[ 0.33543658]
 [-0.93928953]
 [ 0.07223214]]",[3.77355114]
755,"[[14.07317079 -8.21113607 -1.70685549]
 [-8.21113607 44.52156358  6.76028369]
 [-1.70685549  6.76028369 13.40526563]]",,[ 0.57604563 -0.37982105  0.23232584],[0.08093434 0.11091802 0.00746008],[-0.03945944  0.15628566  0.03248723],"[[ 0.33883702]
 [-0.93807255]
 [ 0.07217587]]",[3.75145554]
756,"[[14.0619669  -8.18758182 -1.7154022 ]
 [-8.18758182 44.51094681  6.81145555]
 [-1.7154022   6.81145555 13.4270863 ]]",,[ 0.57704155 -0.37845943  0.23243629],[0.083011   0.11265174 0.01054133],[-0.03933468  0.15618867  0.03272351],"[[ 0.34296753]
 [-0.93654642]
 [ 0.07248502]]",[3.72533775]
757,"[[14.06147973 -8.18454527 -1.72533773]
 [-8.18454527 44.4945137   6.84998477]
 [-1.72533773  6.84998477 13.44400657]]",,[ 0.5777237  -0.3775348   0.23252541],[0.08577157 0.11576604 0.01100825],[-0.03931677  0.15609656  0.03290583],"[[ 0.34611511]
 [-0.93536415]
 [ 0.07278897]]",[3.70663669]
758,"[[14.05424019 -8.17002598 -1.7272578 ]
 [-8.17002598 44.49343719  6.86956723]
 [-1.7272578   6.86956723 13.45232262]]",,[ 0.57879572 -0.37609547  0.23266763],[0.0897524  0.12053136 0.01156589],[-0.03926603  0.15616699  0.03301589],"[[ 0.3474939 ]
 [-0.9343604 ]
 [ 0.07885832]]",[3.67384598]
759,"[[14.03524983 -8.1349733  -1.71725403]
 [-8.1349733  44.51580697  6.86393164]
 [-1.71725403  6.86393164 13.4489432 ]]",,[ 0.57951963 -0.3751213   0.23274977],[0.09179269 0.12458307 0.00920327],[-0.03910235  0.15629362  0.03299284],"[[ 0.350303  ]
 [-0.93292083]
 [ 0.08334583]]",[3.65696643]
760,"[[14.05544093 -8.1710108  -1.73367198]
 [-8.1710108  44.48228474  6.89188011]
 [-1.73367198  6.89188011 13.46227434]]",,[ 0.58051473 -0.37377754  0.23288585],[0.08864866 0.12142061 0.01117187],[-0.03928906  0.15618613  0.03313856],"[[ 0.35566216]
 [-0.93119149]
 [ 0.07991768]]",[3.6572712]
761,"[[14.05240139 -8.16352022 -1.74098708]
 [-8.16352022 44.47077442  6.92485561]
 [-1.74098708  6.92485561 13.47682419]]",,[ 0.58122531 -0.37280772  0.23298414],[0.08862802 0.12170503 0.01203438],[-0.03925316  0.15613123  0.03329721],"[[ 0.3588364 ]
 [-0.92992931]
 [ 0.08042334]]",[3.64125239]
762,"[[14.04373873 -8.14231859 -1.76078799]
 [-8.14231859 44.43925016  7.01503404]
 [-1.76078799  7.01503404 13.5170111 ]]",,[ 0.58243836 -0.37112497  0.23313691],[0.08565163 0.11779399 0.01188653],[-0.03914011  0.1559354   0.03372125],"[[ 0.3639129 ]
 [-0.92785689]
 [ 0.08154133]]",[3.61036126]
763,"[[14.03228148 -8.11626953 -1.777114  ]
 [-8.11626953 44.4137339   7.09721381]
 [-1.777114    7.09721381 13.55398462]]",,[ 0.58322516 -0.37003931  0.23324611],[0.08874695 0.12052056 0.0140494 ],[-0.03899884  0.15574866  0.03410226],"[[ 0.36720981]
 [-0.92647304]
 [ 0.08249032]]",[3.58529602]
764,"[[14.02746649 -8.10460089 -1.78706958]
 [-8.10460089 44.39735696  7.14363752]
 [-1.78706958  7.14363752 13.57517655]]",,[ 0.58402222 -0.36893871  0.2333556 ],[0.08635183 0.11892192 0.01264911],[-0.03894636  0.15568432  0.03432849],"[[ 0.37074163]
 [-0.92500201]
 [ 0.08319811]]",[3.56193059]
765,"[[14.02433674 -8.09678493 -1.79450751]
 [-8.09678493 44.38489176  7.17753181]
 [-1.79450751  7.17753181 13.5907715 ]]",,[ 0.58507083 -0.36747963  0.23348832],[0.08729767 0.11977216 0.01220528],[-0.03892338  0.15568271  0.03450429],"[[ 0.375708  ]
 [-0.92292089]
 [ 0.08402697]]",[3.53551466]
766,"[[14.02563471 -8.09829359 -1.79924832]
 [-8.09829359 44.37620226  7.19322247]
 [-1.79924832  7.19322247 13.59816303]]",,[ 0.58591145 -0.36630254  0.23360155],[0.08294883 0.11333517 0.01373117],[-0.03894453  0.15569651  0.03459206],"[[ 0.38090361]
 [-0.92071394]
 [ 0.08484266]]",[3.51678357]
767,"[[14.01590159 -8.07237763 -1.82902086]
 [-8.07237763 44.32463381  7.32404162]
 [-1.82902086  7.32404162 13.6594646 ]]",,[ 0.58779428 -0.36357619  0.23380924],[0.0792794  0.11694637 0.00902315],[-0.03880265  0.15537943  0.03520552],"[[ 0.39170231]
 [-0.91658887]
 [ 0.08021307]]",[3.48870818]
768,"[[14.00200347 -8.04282708 -1.83767237]
 [-8.04282708 44.31116642  7.38264508]
 [-1.83767237  7.38264508 13.68683011]]",,[ 0.5881111  -0.36311542  0.2338471 ],[0.07956418 0.11639893 0.00942104],[-0.03863591  0.15521549  0.03546455],"[[ 0.39325583]
 [-0.91592739]
 [ 0.0801677 ]]",[3.47373654]
769,"[[13.99388817 -8.02744905 -1.83424259]
 [-8.02744905 44.3187324   7.38471151]
 [-1.83424259  7.38471151 13.68737943]]",,[ 0.58926351 -0.3614397   0.23397463],[0.08272669 0.12032736 0.00917369],[-0.03859883  0.15539994  0.03550831],"[[ 0.39567176]
 [-0.91435235]
 [ 0.08604444]]",[3.43385365]
770,"[[13.9928802  -8.02463165 -1.83777107]
 [-8.02463165 44.31238546  7.40006144]
 [-1.83777107  7.40006144 13.69473434]]",,[ 0.5897689  -0.36070154  0.23402365],[0.08232704 0.12100446 0.00796196],[-0.0385976   0.15541904  0.03559349],"[[ 0.39808387]
 [-0.91323581]
 [ 0.08677322]]",[3.42694782]
771,"[[13.98701084 -8.01114965 -1.84544285]
 [-8.01114965 44.29902805  7.44038157]
 [-1.84544285  7.44038157 13.71396111]]",,[ 0.59053296 -0.35958192  0.23409417],[0.08406771 0.12431064 0.00741037],[-0.03853666  0.15537053  0.03579105],"[[ 0.40173878]
 [-0.91158987]
 [ 0.08723455]]",[3.40920124]
772,"[[13.99071785 -8.01461822 -1.86246603]
 [-8.01461822 44.26680533  7.49827716]
 [-1.86246603  7.49827716 13.74247682]]",,[ 0.59137685 -0.35833851  0.23419175],[0.08124526 0.121619   0.00800321],[-0.03855391  0.15521782  0.03607008],"[[ 0.40866995]
 [-0.90892921]
 [ 0.08268352]]",[3.40376761]
773,"[[13.97819292 -7.98635563 -1.87611879]
 [-7.98635563 44.24249543  7.57426219]
 [-1.87611879  7.57426219 13.77931165]]",,[ 0.59228545 -0.35697797  0.23428911],[0.08173009 0.12620736 0.00593013],[-0.03840577  0.15505166  0.03642404],"[[ 0.41296867]
 [-0.90696503]
 [ 0.08289335]]",[3.37916599]
774,"[[13.9709403  -7.9699794  -1.8837923 ]
 [-7.9699794  44.22856203  7.61757514]
 [-1.8837923   7.61757514 13.80049768]]",,[ 0.59301918 -0.35586736  0.23436356],[0.08033284 0.12389663 0.0071453 ],[-0.03832833  0.15498997  0.03663358],"[[ 0.41640314]
 [-0.90536993]
 [ 0.08314868]]",[3.35882778]
775,"[[13.96285633 -7.95159783 -1.89264757]
 [-7.95159783 44.21219358  7.66717977]
 [-1.89264757  7.66717977 13.82495009]]",,[ 0.59393596 -0.35449642  0.23446424],[0.08422404 0.1260698  0.00892874],[-0.03824722  0.1549408   0.03687917],"[[ 0.42088174]
 [-0.90324088]
 [ 0.08375239]]",[3.33763916]
776,"[[13.95106487 -7.92905031 -1.88728445]
 [-7.92905031 44.22334612  7.66984919]
 [-1.88728445  7.66984919 13.82558901]]",,[ 0.59469764 -0.35336877  0.23456205],[0.08441124 0.12605799 0.01174302],[-0.03816392  0.15509665  0.03691634],"[[ 0.42160894]
 [-0.90233164]
 [ 0.0896856 ]]",[3.30918117]
777,"[[13.93594988 -7.89806648 -1.8886078 ]
 [-7.89806648 44.22162669  7.70492571]
 [-1.8886078   7.70492571 13.84242344]]",,[ 0.59551745 -0.35213563  0.23464182],[0.08172717 0.12449051 0.00643374],[-0.03802674  0.15513715  0.03709683],"[[ 0.42397526]
 [-0.90118115]
 [ 0.09009727]]",[3.29816168]
778,"[[13.92454805 -7.87332222 -1.89489894]
 [-7.87332222 44.20974535  7.75202775]
 [-1.89489894  7.75202775 13.86570659]]",,[ 0.59631424 -0.35093412  0.23473495],[0.07850336 0.11754484 0.00642068],[-0.03791496  0.15511003  0.03733085],"[[ 0.42840477]
 [-0.89903052]
 [ 0.09062819]]",[3.27956796]
779,"[[13.93658166 -7.89020821 -1.92644893]
 [-7.89020821 44.14704912  7.84892448]
 [-1.92644893  7.84892448 13.91636922]]",,[ 0.59722181 -0.34954078  0.2348387 ],[0.07150435 0.113739   0.00506413],[-0.03799537  0.15480442  0.03779657],"[[ 0.43894   ]
 [-0.8943281 ]
 [ 0.08665405]]",[3.26193458]
780,"[[13.92332696 -7.86068654 -1.93654104]
 [-7.86068654 44.12682713  7.91469282]
 [-1.93654104  7.91469282 13.94984591]]",,[ 0.59795313 -0.34840439  0.23491424],[0.07145394 0.1133172  0.00512743],[-0.0378567   0.15472131  0.03811679],"[[ 0.44211507]
 [-0.89269456]
 [ 0.08735385]]",[3.24063209]
781,"[[13.92887522 -7.87231244 -1.9353669 ]
 [-7.87231244 44.12924435  7.89880693]
 [-1.9353669   7.89880693 13.94188043]]",,[ 0.59856539 -0.34746108  0.23499258],[0.07593177 0.11764381 0.00857962],[-0.03795059  0.15488762  0.03807831],"[[ 0.44170136]
 [-0.89226374]
 [ 0.09362332]]",[3.21364254]
782,"[[13.90102752 -7.81736604 -1.92662228]
 [-7.81736604 44.14641085  7.92261626]
 [-1.92662228  7.92261626 13.95256163]]",,[ 0.59927425 -0.3463774   0.23508382],[0.07841534 0.12174847 0.00869115],[-0.03769249  0.15499829  0.03819997],"[[ 0.44209094]
 [-0.89205461]
 [ 0.09377727]]",[3.20833466]
783,"[[13.91019827 -7.832245   -1.94273486]
 [-7.832245   44.11397608  7.96565236]
 [-1.94273486  7.96565236 13.97582564]]",,[ 0.60017345 -0.34501688  0.2352062 ],[0.08063852 0.12334033 0.01019993],[-0.0377857   0.15492993  0.03842931],"[[ 0.45093239]
 [-0.88755755]
 [ 0.09434818]]",[3.18376337]
784,"[[13.91186577 -7.82933251 -1.96811827]
 [-7.82933251 44.06210835  8.05969361]
 [-1.96811827  8.05969361 14.02602587]]",,[ 0.60099258 -0.34376912  0.23531055],[0.08269361 0.12597139 0.01118677],[-0.03777965  0.15471244  0.03889123],"[[ 0.45433172]
 [-0.88565854]
 [ 0.09587298]]",[3.16336922]
785,"[[13.90555824 -7.81181782 -1.98606309]
 [-7.81181782 44.02447269  8.14184672]
 [-1.98606309  8.14184672 14.06996907]]",,[ 0.6019783  -0.34226673  0.23546582],[0.08109769 0.12135646 0.01460551],[-0.03771845  0.15462643  0.03931196],"[[ 0.45815709]
 [-0.88347667]
 [ 0.09778067]]",[3.13798415]
786,"[[13.86992968 -7.73974235 -1.97919679]
 [-7.73974235 44.03522152  8.19200496]
 [-1.97919679  8.19200496 14.0948488 ]]",,[ 0.60270919 -0.34114898  0.23557522],[0.08254784 0.12623055 0.01275606],[-0.03735635  0.15462     0.03953922],"[[ 0.46166396]
 [-0.88226211]
 [ 0.09208669]]",[3.13843028]
787,"[[13.8960966  -7.79171845 -1.9883206 ]
 [-7.79171845 44.01887313  8.17069885]
 [-1.9883206   8.17069885 14.08503027]]",,[ 0.60345308 -0.34001937  0.23569571],[0.08342884 0.12662703 0.01409422],[-0.03764231  0.1546853   0.03947319],"[[ 0.46606906]
 [-0.87937189]
 [ 0.09738948]]",[3.10183201]
788,"[[13.89122234 -7.77978372 -1.99555696]
 [-7.77978372 44.00313017  8.20897744]
 [-1.99555696  8.20897744 14.10564749]]",,[ 0.60429446 -0.33875781  0.23584329],[0.08580521 0.12854226 0.0150984 ],[-0.03761382  0.15472923  0.03968889],"[[ 0.46987585]
 [-0.87716906]
 [ 0.09895012]]",[3.08655037]
789,"[[13.8849047  -7.76432781 -2.00472367]
 [-7.76432781 43.98293604  8.25788795]
 [-2.00472367  8.25788795 14.13215926]]",,[ 0.60539151 -0.33711751  0.23604881],[0.08331174 0.12438296 0.01626892],[-0.03757498  0.15477941  0.03996353],"[[ 0.47502778]
 [-0.87416339]
 [ 0.10093054]]",[3.06571033]
790,"[[13.87928512 -7.75108655 -2.01077324]
 [-7.75108655 43.96925368  8.29340756]
 [-2.01077324  8.29340756 14.1514612 ]]",,[ 0.60622406 -0.33588401  0.23620909],[0.08253299 0.12114976 0.01750811],[-0.03753609  0.15481711  0.04016238],"[[ 0.47911142]
 [-0.8717898 ]
 [ 0.10215082]]",[3.05018413]
791,"[[13.86506213 -7.71759277 -2.02547323]
 [-7.71759277 43.93525683  8.38137094]
 [-2.02547323  8.38137094 14.19968104]]",,[ 0.6068724  -0.33492316  0.23634907],[0.07860488 0.11952878 0.01568574],[-0.0373597   0.15459375  0.04057295],"[[ 0.48541297]
 [-0.86883495]
 [ 0.09746834]]",[3.04804086]
792,"[[13.85121935 -7.68764497 -2.02903872]
 [-7.68764497 43.92484206  8.42608381]
 [-2.02903872  8.42608381 14.22393859]]",,[ 0.60758331 -0.3338697   0.23650007],[0.07802339 0.11687323 0.01493565],[-0.03721623  0.15454959  0.04079105],"[[ 0.48935921]
 [-0.86663058]
 [ 0.0973602 ]]",[3.02991411]
793,"[[13.84610663 -7.67679791 -2.02940948]
 [-7.67679791 43.92298061  8.43903933]
 [-2.02940948  8.43903933 14.23091276]]",,[ 0.60835921 -0.332721    0.23666902],[0.07708384 0.11369916 0.01712423],[-0.03718565  0.15463175  0.04087787],"[[ 0.49348474]
 [-0.86426559]
 [ 0.09755923]]",[3.01297447]
794,"[[13.84094724 -7.66748688 -2.02352636]
 [-7.66748688 43.93483968  8.42792312]
 [-2.02352636  8.42792312 14.22421308]]",,[ 0.60916173 -0.33154155  0.23685222],[0.07940873 0.11772984 0.01739265],[-0.03718068  0.15485637  0.04086814],"[[ 0.49437929]
 [-0.86300711]
 [ 0.10396077]]",[2.98690364]
795,"[[13.83265125 -7.64866747 -2.02847733]
 [-7.64866747 43.92212054  8.46595804]
 [-2.02847733  8.46595804 14.24522821]]",,[ 0.6101498  -0.33009644  0.23708742],[0.0822565  0.12224082 0.01889424],[-0.03711732  0.1549111   0.04108345],"[[ 0.49939765]
 [-0.85997219]
 [ 0.10511811]]",[2.9686686]
796,"[[13.78666516 -7.56177784 -1.98677863]
 [-7.56177784 44.00402926  8.40872644]
 [-1.98677863  8.40872644 14.20930558]]",,[ 0.61081915 -0.32910122  0.2372347 ],[0.08490911 0.12706184 0.01812496],[-0.03671473  0.15538929  0.04082692],"[[ 0.50283163]
 [-0.85740033]
 [ 0.10965865]]",[2.96075212]
797,"[[13.83153504 -7.64920235 -2.01753421]
 [-7.64920235 43.94604267  8.4260072 ]
 [-2.01753421  8.4260072  14.22242229]]",,[ 0.61182609 -0.32761242  0.23746332],[0.08428004 0.12612289 0.01886399],[-0.03716729  0.15522506  0.04094177],"[[ 0.50923745]
 [-0.85409085]
 [ 0.1058586 ]]",[2.96477957]
798,"[[13.78044327 -7.53360231 -2.0422575 ]
 [-7.53360231 43.87698521  8.64141873]
 [-2.0422575   8.64141873 14.34257152]]",,[ 0.61275949 -0.32624375  0.23770376],[0.08276963 0.12298263 0.02065151],[-0.03657438  0.15475743  0.04195264],"[[ 0.51583719]
 [-0.85060562]
 [ 0.10189242]]",[2.95504031]
799,"[[13.76810892 -7.49984526 -2.06834064]
 [-7.49984526 43.81233821  8.77334795]
 [-2.06834064  8.77334795 14.41955287]]",,[ 0.61334679 -0.32537512  0.23785147],[0.08233776 0.12235822 0.02043069],[-0.03640367  0.15441464  0.04258516],"[[ 0.51896642]
 [-0.84854071]
 [ 0.10321103]]",[2.92866456]
800,"[[13.76032195 -7.4819284  -2.0721014 ]
 [-7.4819284  43.80057638  8.80709026]
 [-2.0721014   8.80709026 14.43910167]]",,[ 0.61418635 -0.32412846  0.23806335],[0.08288122 0.1225044  0.02201055],[-0.03634333  0.15447071  0.04278028],"[[ 0.52327777]
 [-0.84576299]
 [ 0.10423697]]",[2.91374899]
801,"[[13.76388771 -7.48925796 -2.07356525]
 [-7.48925796 43.79850087  8.80411205]
 [-2.07356525  8.80411205 14.43761142]]",,[ 0.61512433 -0.32274272  0.23831107],[0.08771708 0.12796502 0.02475028],[-0.0364395   0.15471778  0.04283701],"[[ 0.52750432]
 [-0.84293426]
 [ 0.10583488]]",[2.88856537]
802,"[[13.78504002 -7.53965927 -2.05635862]
 [-7.53965927 43.84604346  8.68565591]
 [-2.05635862  8.68565591 14.36891652]]",,[ 0.61597392 -0.32148516  0.23854094],[0.08584234 0.12507813 0.02483746],[-0.03677484  0.15532971  0.04236446],"[[ 0.52864721]
 [-0.84131806]
 [ 0.11276547]]",[2.86164562]
803,"[[13.78616461 -7.54069372 -2.06142678]
 [-7.54069372 43.83472635  8.70277456]
 [-2.06142678  8.70277456 14.37910904]]",,[ 0.61672833 -0.32035852  0.23873327],[0.08506174 0.12486957 0.02359093],[-0.03681384  0.15541786  0.04248714],"[[ 0.53548207]
 [-0.83754222]
 [ 0.10854485]]",[2.86634706]
804,"[[13.75984667 -7.48854676 -2.0442816 ]
 [-7.48854676 43.86546506  8.69888189]
 [-2.0442816   8.69888189 14.37468827]]",,[ 0.61754449 -0.31913035  0.23894015],[0.08097242 0.12047887 0.02169429],[-0.03658468  0.1556761   0.04249767],"[[ 0.53724887]
 [-0.8356997 ]
 [ 0.11388441]]",[2.84600014]
805,"[[13.75375404 -7.47460832 -2.04688123]
 [-7.47460832 43.85724348  8.72393453]
 [-2.04688123  8.72393453 14.38900248]]",,[ 0.61834324 -0.31793008  0.23916073],[0.07686621 0.11457385 0.02193725],[-0.03654698  0.15576551  0.04265554],"[[ 0.54139532]
 [-0.83287199]
 [ 0.11495807]]",[2.83236643]
806,"[[13.76867432 -7.5033764  -2.05995374]
 [-7.5033764  43.8321223   8.73909235]
 [-2.05995374  8.73909235 14.39920337]]",,[ 0.61910522 -0.31676273  0.23935049],[0.07657419 0.11793557 0.01854582],[-0.03671315  0.15575088  0.04275936],"[[ 0.54901097]
 [-0.82845517]
 [ 0.1106751 ]]",[2.83354268]
807,"[[13.74252522 -7.44247833 -2.07461567]
 [-7.44247833 43.78747887  8.8608658 ]
 [-2.07461567  8.8608658  14.46999591]]",,[ 0.6204104  -0.31472527  0.23967403],[0.07643832 0.11949598 0.01951783],[-0.0364403   0.15563974  0.0433851 ],"[[ 0.55583873]
 [-0.82369685]
 [ 0.11210174]]",[2.80682131]
808,"[[13.74469327 -7.44925954 -2.06725309]
 [-7.44925954 43.8058588   8.8264826 ]
 [-2.06725309  8.8264826  14.44944793]]",,[ 0.62118923 -0.31350256  0.23986022],[0.07720842 0.12382632 0.01738739],[-0.03653067  0.15597381  0.04328448],"[[ 0.55661039]
 [-0.82222911]
 [ 0.11884512]]",[2.77858079]
809,"[[13.74409638 -7.44683921 -2.07127577]
 [-7.44683921 43.79607206  8.84381036]
 [-2.07127577  8.84381036 14.45983156]]",,[ 0.62199449 -0.3122353   0.24004918],[0.08087931 0.12837778 0.01866186],[-0.0365601   0.15610213  0.0434185 ],"[[ 0.5604392 ]
 [-0.81939047]
 [ 0.12044569]]",[2.76816456]
810,"[[13.73786466 -7.4322305  -2.07482624]
 [-7.4322305  43.78501269  8.8732956 ]
 [-2.07482624  8.8732956  14.47712265]]",,[ 0.62320547 -0.31032106  0.24034563],[0.07972133 0.12770778 0.01923419],[-0.03654456  0.15628811  0.04363033],"[[ 0.56667345]
 [-0.814821  ]
 [ 0.12226178]]",[2.75026921]
811,"[[13.71661283 -7.38081078 -2.09163439]
 [-7.38081078 43.73480176  8.99326707]
 [-2.09163439  8.99326707 14.54858541]]",,[ 0.62417303 -0.30878735  0.24058923],[0.07850631 0.12607257 0.01924552],[-0.0363031   0.15609013  0.04423409],"[[ 0.57468396]
 [-0.80984336]
 [ 0.11786467]]",[2.74560645]
812,"[[13.69679193 -7.33572875 -2.09582689]
 [-7.33572875 43.71450508  9.06087381]
 [-2.09582689  9.06087381 14.58870299]]",,[ 0.62481562 -0.30776116  0.2407517 ],[0.08125392 0.12926192 0.02126553],[-0.03609278  0.15603968  0.04458073],"[[ 0.57843856]
 [-0.80713456]
 [ 0.11807896]]",[2.72877711]
